Age,Job,Marital,Education,Default,Balance,Housing_Loan,Personal_Loan,Contact,Day_of_Week,Month,Campaign,Pdays,Previous,Poutcome,Subscribed
30,blue-collar,single,secondary,no,-1097,no,no,unknown,fri,jul,1,-1,0,nonexistent,no
36,technician,single,tertiary,no,1511,no,no,unknown,tue,may,3,546,5,success,yes
42,management,single,secondary,no,3911,yes,no,unknown,wed,jun,3,-1,0,nonexistent,no
35,technician,married,secondary,no,1154,yes,no,unknown,tue,nov,2,78,1,other,no
41,blue-collar,married,primary,no,2246,no,no,unknown,thu,jun,4,82,2,success,no
46,blue-collar,married,secondary,no,2478,yes,yes,unknown,tue,apr,5,-1,0,nonexistent,no
53,retired,married,tertiary,no,-1210,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
30,blue-collar,married,secondary,no,5599,yes,no,cellular,mon,jul,3,-1,0,nonexistent,yes
56,blue-collar,married,primary,no,901,no,no,cellular,tue,may,4,-1,0,nonexistent,no
30,admin,married,secondary,no,-3000,no,no,cellular,mon,jul,4,-1,0,nonexistent,no
39,blue-collar,divorced,secondary,no,1829,no,no,cellular,mon,aug,3,-1,0,nonexistent,no
21,entrepreneur,married,tertiary,no,1741,no,no,cellular,thu,may,6,-1,0,nonexistent,yes
29,blue-collar,single,primary,no,812,yes,no,cellular,tue,may,1,-1,0,nonexistent,no
49,technician,single,secondary,no,393,no,no,cellular,wed,may,4,-1,0,nonexistent,no
33,retired,married,secondary,no,-3000,no,no,unknown,thu,may,3,-1,0,nonexistent,no
42,retired,single,unknown,no,-3000,no,yes,cellular,fri,nov,4,602,1,success,yes
24,management,married,tertiary,no,6028,yes,no,cellular,mon,jun,1,184,4,other,no
41,management,married,tertiary,no,1218,yes,no,cellular,mon,nov,3,-1,0,nonexistent,no
34,blue-collar,single,unknown,no,2831,no,no,unknown,thu,aug,3,-1,0,nonexistent,no
50,unemployed,married,secondary,no,5381,yes,no,cellular,wed,jun,3,-1,0,nonexistent,no
26,technician,married,tertiary,no,2487,yes,yes,cellular,mon,may,4,-1,0,nonexistent,no
42,entrepreneur,single,secondary,no,-3000,yes,no,telephone,wed,jun,3,-1,0,nonexistent,no
48,retired,married,secondary,yes,1969,yes,yes,unknown,mon,mar,3,-1,0,nonexistent,no
32,self-employed,married,secondary,no,5119,no,no,cellular,thu,nov,4,-1,0,nonexistent,no
48,blue-collar,divorced,secondary,no,-1761,no,yes,unknown,wed,may,2,423,2,success,no
40,retired,married,secondary,no,4575,yes,yes,telephone,tue,jul,4,-1,0,nonexistent,no
34,self-employed,married,secondary,no,-1549,yes,no,cellular,wed,nov,2,424,3,success,no
70,management,single,secondary,no,-273,no,no,cellular,mon,may,4,-1,0,nonexistent,no
47,management,married,secondary,no,4345,yes,no,cellular,tue,dec,3,-1,0,nonexistent,yes
58,services,single,secondary,no,-2399,yes,yes,cellular,tue,feb,3,-1,0,nonexistent,no
35,blue-collar,married,secondary,no,4225,yes,no,cellular,fri,jun,2,-1,0,nonexistent,yes
37,blue-collar,married,tertiary,no,2065,yes,yes,cellular,tue,jul,5,-1,0,nonexistent,no
63,blue-collar,single,primary,no,1486,yes,yes,unknown,mon,aug,2,-1,0,nonexistent,no
30,technician,single,secondary,no,-565,no,yes,cellular,mon,nov,4,-1,0,nonexistent,no
23,student,married,primary,no,5850,no,no,unknown,tue,may,2,298,3,failure,no
42,retired,single,tertiary,no,-805,yes,no,telephone,tue,jul,4,-1,0,nonexistent,no
26,services,single,tertiary,no,4073,no,no,unknown,fri,apr,3,-1,0,nonexistent,no
49,management,married,secondary,no,-3000,no,no,cellular,fri,jul,2,-1,0,nonexistent,no
21,technician,married,secondary,no,1088,no,no,unknown,tue,jul,4,-1,0,nonexistent,no
26,entrepreneur,married,tertiary,no,1684,yes,yes,cellular,fri,may,1,-1,0,nonexistent,no
28,retired,divorced,secondary,no,2028,no,no,cellular,tue,apr,5,-1,0,nonexistent,no
32,entrepreneur,married,secondary,no,3090,yes,no,cellular,tue,dec,4,-1,0,nonexistent,no
45,management,married,secondary,no,-906,yes,yes,cellular,fri,jul,4,-1,0,nonexistent,no
59,services,single,secondary,no,3591,no,no,cellular,mon,may,2,-1,0,nonexistent,no
50,entrepreneur,married,secondary,no,1105,yes,no,cellular,mon,apr,3,-1,0,nonexistent,no
63,technician,married,tertiary,no,3154,no,no,unknown,thu,jun,4,-1,0,nonexistent,yes
30,management,single,primary,no,4201,no,no,unknown,wed,aug,5,-1,0,nonexistent,yes
38,services,married,secondary,no,3939,no,no,cellular,mon,aug,2,-1,0,nonexistent,no
39,admin,single,tertiary,no,1297,yes,no,unknown,wed,aug,2,-1,0,nonexistent,no
44,technician,single,secondary,no,5813,yes,no,telephone,mon,jan,2,-1,0,nonexistent,no
55,unknown,married,secondary,no,4669,no,no,unknown,thu,aug,5,-1,0,nonexistent,no
60,management,married,secondary,yes,1275,no,no,telephone,mon,aug,6,-1,0,nonexistent,no
32,retired,married,primary,no,1657,no,no,cellular,thu,nov,3,-1,0,nonexistent,no
51,housemaid,single,tertiary,no,242,yes,no,telephone,mon,jul,3,-1,0,nonexistent,no
35,management,divorced,secondary,no,912,yes,no,telephone,mon,feb,2,-1,0,nonexistent,no
30,blue-collar,divorced,secondary,no,1734,yes,no,cellular,thu,jun,2,-1,0,nonexistent,no
39,management,married,primary,no,2887,yes,no,unknown,mon,jun,3,-1,0,nonexistent,no
39,services,divorced,tertiary,no,-1606,no,no,unknown,thu,nov,1,-1,0,nonexistent,no
28,entrepreneur,divorced,secondary,no,1219,yes,no,cellular,thu,jun,2,725,4,failure,no
28,admin,married,secondary,no,-3000,no,yes,telephone,thu,may,5,-1,0,nonexistent,no
18,technician,married,secondary,no,3353,no,no,cellular,mon,may,4,164,4,success,yes
44,management,married,unknown,no,1699,no,no,unknown,mon,may,2,-1,0,nonexistent,no
54,technician,married,tertiary,no,697,yes,no,cellular,thu,may,2,-1,0,nonexistent,no
51,technician,married,primary,no,457,no,no,cellular,fri,may,4,702,3,failure,no
37,retired,married,secondary,no,-3000,yes,no,cellular,wed,may,7,-1,0,nonexistent,no
31,blue-collar,single,secondary,no,3614,yes,no,unknown,fri,jul,4,302,3,failure,no
36,technician,married,secondary,no,-2465,no,no,cellular,wed,apr,2,-1,0,nonexistent,no
57,blue-collar,divorced,secondary,no,-1368,no,yes,cellular,tue,aug,2,48,3,other,yes
30,blue-collar,married,secondary,no,-3000,no,no,unknown,mon,aug,2,-1,0,nonexistent,no
25,blue-collar,married,secondary,no,1359,yes,no,cellular,thu,jul,7,-1,0,nonexistent,no
31,services,divorced,secondary,no,4086,yes,no,unknown,thu,jul,4,437,2,other,no
49,management,single,secondary,no,-1506,yes,yes,cellular,mon,may,5,-1,0,nonexistent,no
55,self-employed,married,secondary,no,-1298,no,no,unknown,thu,jun,3,-1,0,nonexistent,no
57,admin,divorced,secondary,no,3076,no,no,unknown,thu,nov,4,-1,0,nonexistent,yes
64,blue-collar,single,secondary,no,-1289,yes,yes,cellular,thu,may,3,-1,0,nonexistent,no
56,admin,married,primary,no,5192,no,yes,unknown,fri,may,3,-1,0,nonexistent,no
31,admin,single,primary,no,3875,yes,yes,cellular,tue,nov,5,-1,0,nonexistent,no
45,self-employed,married,secondary,no,2998,yes,no,cellular,fri,may,1,-1,0,nonexistent,no
59,services,single,secondary,no,5912,yes,no,cellular,mon,nov,2,879,3,other,no
50,management,single,secondary,no,3879,no,no,cellular,fri,may,7,-1,0,nonexistent,no
34,retired,single,secondary,no,4049,yes,yes,cellular,fri,may,3,-1,0,nonexistent,no
19,technician,married,secondary,no,2943,no,no,cellular,mon,jul,2,-1,0,nonexistent,no
24,management,married,unknown,no,-1232,no,no,cellular,mon,feb,5,-1,0,nonexistent,no
52,blue-collar,married,secondary,no,4675,yes,no,telephone,wed,jun,4,-1,0,nonexistent,no
32,technician,married,secondary,no,743,no,no,unknown,thu,jul,3,-1,0,nonexistent,no
41,technician,married,tertiary,no,3078,no,no,cellular,tue,jun,3,615,2,success,no
62,management,married,unknown,yes,6899,no,no,cellular,fri,nov,4,516,3,failure,no
51,management,married,primary,no,2111,no,no,unknown,fri,jul,6,-1,0,nonexistent,no
43,technician,married,unknown,no,6875,no,no,cellular,wed,may,1,-1,0,nonexistent,no
49,management,married,secondary,no,3563,yes,no,unknown,wed,jun,3,-1,0,nonexistent,no
36,technician,divorced,unknown,no,3774,no,no,unknown,thu,jul,5,-1,0,nonexistent,no
44,services,married,tertiary,no,-1335,yes,no,cellular,wed,may,4,-1,0,nonexistent,no
43,admin,married,tertiary,no,505,yes,yes,telephone,thu,may,1,-1,0,nonexistent,no
26,management,married,tertiary,no,1692,yes,no,cellular,mon,jun,3,-1,0,nonexistent,no
34,management,divorced,primary,no,-2950,no,no,cellular,thu,nov,6,-1,0,nonexistent,no
74,retired,single,tertiary,no,-1951,yes,no,unknown,wed,aug,5,-1,0,nonexistent,no
38,retired,single,secondary,no,5284,no,no,cellular,wed,apr,2,-1,0,nonexistent,yes
50,technician,married,secondary,no,-2364,no,no,cellular,thu,may,3,-1,0,nonexistent,no
56,management,single,tertiary,no,2167,no,no,unknown,wed,nov,4,-1,0,nonexistent,no
42,retired,married,unknown,no,4115,yes,no,telephone,tue,aug,7,-1,0,nonexistent,no
35,management,married,secondary,no,5909,yes,yes,cellular,mon,may,5,-1,0,nonexistent,no
45,management,single,secondary,no,-1419,no,no,cellular,wed,sep,6,-1,0,nonexistent,no
31,blue-collar,married,secondary,no,1369,yes,no,unknown,mon,may,4,-1,0,nonexistent,no
40,technician,married,tertiary,no,149,yes,no,unknown,tue,aug,4,-1,0,nonexistent,no
29,blue-collar,single,tertiary,no,2638,yes,no,cellular,fri,jul,1,-1,0,nonexistent,no
18,admin,married,tertiary,no,-3000,no,no,cellular,wed,jul,3,-1,0,nonexistent,no
77,technician,married,secondary,no,1356,yes,no,unknown,tue,nov,2,-1,0,nonexistent,no
39,management,divorced,secondary,no,-1044,yes,no,cellular,tue,jul,5,-1,0,nonexistent,no
40,management,married,secondary,no,4849,no,no,cellular,wed,jun,4,-1,0,nonexistent,no
32,admin,divorced,secondary,no,-774,yes,no,cellular,wed,mar,2,-1,0,nonexistent,no
64,unemployed,married,tertiary,no,1316,no,no,cellular,wed,jun,2,-1,0,nonexistent,no
33,technician,divorced,secondary,no,5417,yes,no,cellular,fri,may,7,-1,0,nonexistent,no
34,admin,married,secondary,no,3224,yes,no,unknown,fri,may,3,-1,0,nonexistent,no
34,admin,single,primary,no,3855,no,no,cellular,wed,jun,3,208,3,success,yes
31,entrepreneur,married,secondary,no,-3000,yes,no,cellular,fri,feb,3,-1,0,nonexistent,no
50,management,single,secondary,no,4257,yes,no,cellular,mon,nov,5,-1,0,nonexistent,yes
43,technician,single,tertiary,no,261,yes,no,unknown,fri,jul,1,822,5,success,yes
53,technician,married,tertiary,no,32,yes,no,unknown,thu,may,2,-1,0,nonexistent,no
41,management,married,tertiary,no,-325,yes,no,unknown,tue,jul,4,-1,0,nonexistent,no
45,technician,divorced,secondary,no,1785,yes,no,cellular,tue,may,3,-1,0,nonexistent,no
57,blue-collar,married,tertiary,no,-614,no,yes,cellular,wed,may,3,447,1,other,no
45,admin,married,secondary,no,-1595,yes,no,cellular,tue,may,1,-1,0,nonexistent,no
42,blue-collar,married,primary,no,-1424,yes,no,cellular,fri,aug,2,-1,0,nonexistent,no
33,blue-collar,married,primary,no,-1992,no,no,cellular,wed,may,4,-1,0,nonexistent,no
49,management,single,secondary,no,-1311,yes,no,unknown,mon,may,5,-1,0,nonexistent,no
39,blue-collar,married,secondary,no,349,yes,yes,unknown,tue,aug,4,79,4,other,no
50,admin,married,secondary,no,-2316,yes,no,cellular,fri,jul,5,-1,0,nonexistent,no
39,admin,married,tertiary,no,550,no,no,cellular,mon,nov,3,-1,0,nonexistent,yes
62,management,single,secondary,no,2724,no,no,cellular,tue,may,2,-1,0,nonexistent,no
57,blue-collar,married,secondary,no,-74,no,no,cellular,mon,aug,7,-1,0,nonexistent,no
38,services,married,secondary,no,4296,yes,no,cellular,fri,may,6,226,3,failure,no
34,student,divorced,primary,no,2493,yes,yes,cellular,mon,feb,4,4,2,success,yes
33,retired,married,secondary,no,2742,yes,no,telephone,mon,aug,5,-1,0,nonexistent,no
35,admin,married,secondary,no,1168,no,yes,cellular,tue,jul,7,-1,0,nonexistent,no
47,blue-collar,single,secondary,no,1474,yes,no,unknown,mon,nov,2,-1,0,nonexistent,no
55,technician,married,secondary,no,2840,yes,no,cellular,mon,jul,3,-1,0,nonexistent,no
38,services,married,secondary,no,-2671,no,no,unknown,mon,aug,3,-1,0,nonexistent,no
40,student,single,tertiary,no,-3000,yes,no,cellular,mon,jul,4,-1,0,nonexistent,no
26,unemployed,married,secondary,no,2941,yes,no,cellular,fri,jan,4,441,2,failure,no
64,admin,married,secondary,no,439,yes,yes,unknown,fri,may,5,-1,0,nonexistent,no
59,housemaid,married,primary,no,3948,yes,no,cellular,fri,jul,3,37,2,failure,no
33,services,divorced,tertiary,no,-92,yes,no,cellular,mon,jul,1,-1,0,nonexistent,no
39,services,married,unknown,no,3568,yes,no,cellular,thu,may,1,-1,0,nonexistent,no
28,admin,married,tertiary,no,440,no,yes,cellular,wed,oct,4,-1,0,nonexistent,yes
37,admin,divorced,tertiary,no,5729,yes,no,unknown,fri,may,6,-1,0,nonexistent,no
50,management,single,tertiary,no,449,yes,no,cellular,wed,aug,1,864,1,failure,no
50,student,divorced,secondary,no,-668,yes,no,unknown,mon,may,2,396,1,success,no
50,admin,single,tertiary,no,637,yes,no,cellular,fri,may,3,-1,0,nonexistent,no
36,services,married,primary,no,-3000,yes,yes,unknown,thu,may,2,-1,0,nonexistent,no
81,blue-collar,married,secondary,no,2673,yes,no,cellular,wed,nov,2,-1,0,nonexistent,no
26,blue-collar,single,tertiary,no,-704,yes,no,cellular,thu,dec,5,63,3,failure,no
42,management,single,tertiary,no,-3000,yes,no,cellular,fri,aug,2,-1,0,nonexistent,no
76,blue-collar,married,secondary,no,7732,yes,no,cellular,tue,aug,3,691,3,failure,no
42,housemaid,single,tertiary,no,-841,no,no,cellular,thu,may,4,-1,0,nonexistent,no
50,technician,married,secondary,no,3999,no,yes,cellular,thu,jul,5,-1,0,nonexistent,no
43,management,divorced,secondary,no,-1084,no,no,cellular,fri,jun,4,-1,0,nonexistent,no
42,self-employed,married,primary,no,5937,no,no,cellular,mon,may,2,-1,0,nonexistent,yes
28,retired,divorced,primary,no,878,no,no,cellular,thu,jun,3,-1,0,nonexistent,no
43,technician,single,primary,no,-360,no,no,cellular,fri,may,4,-1,0,nonexistent,no
33,admin,married,secondary,no,711,yes,no,cellular,mon,apr,1,-1,0,nonexistent,no
62,blue-collar,married,tertiary,no,-528,no,no,cellular,mon,nov,6,-1,0,nonexistent,no
36,entrepreneur,married,tertiary,no,-3000,yes,no,cellular,mon,aug,3,297,1,failure,no
36,management,single,primary,no,2346,yes,no,cellular,wed,may,1,-1,0,nonexistent,no
32,management,married,tertiary,no,1076,yes,no,unknown,wed,may,3,271,1,failure,no
32,retired,divorced,secondary,no,5742,yes,no,cellular,tue,jul,1,641,4,failure,yes
33,admin,divorced,secondary,no,415,no,no,cellular,fri,jul,3,491,2,failure,no
26,services,married,primary,no,-58,no,no,unknown,thu,nov,1,-1,0,nonexistent,no
58,blue-collar,single,tertiary,no,4905,yes,no,cellular,thu,apr,4,-1,0,nonexistent,no
43,admin,married,tertiary,no,-3000,yes,no,cellular,tue,jul,4,-1,0,nonexistent,no
46,admin,divorced,secondary,no,5284,yes,no,cellular,wed,may,3,-1,0,nonexistent,no
52,blue-collar,married,primary,no,572,yes,no,unknown,mon,jun,3,-1,0,nonexistent,no
66,management,single,secondary,no,4924,no,no,cellular,fri,jun,2,364,3,other,no
35,unemployed,single,primary,no,5116,no,no,cellular,tue,jun,2,-1,0,nonexistent,yes
34,unemployed,married,secondary,no,1229,yes,no,cellular,fri,may,3,-1,0,nonexistent,no
27,admin,married,tertiary,no,1205,yes,no,telephone,wed,aug,1,-1,0,nonexistent,no
40,blue-collar,divorced,secondary,no,3246,no,no,cellular,fri,jul,1,-1,0,nonexistent,yes
49,technician,married,secondary,no,-11,yes,no,cellular,wed,jan,2,-1,0,nonexistent,no
38,services,married,secondary,no,4156,yes,no,cellular,fri,aug,3,-1,0,nonexistent,no
39,management,single,tertiary,no,4374,no,no,cellular,thu,feb,2,-1,0,nonexistent,no
38,technician,married,secondary,no,-2062,no,no,unknown,mon,jul,5,-1,0,nonexistent,no
62,technician,single,tertiary,no,-2326,no,no,unknown,tue,may,3,-1,0,nonexistent,no
63,blue-collar,married,primary,no,2273,yes,no,cellular,tue,nov,4,668,3,failure,no
28,management,married,tertiary,no,-1112,no,no,cellular,tue,jul,4,-1,0,nonexistent,no
41,management,married,tertiary,no,5361,no,no,cellular,wed,may,7,-1,0,nonexistent,no
49,management,married,primary,no,-3000,yes,no,cellular,tue,aug,4,143,2,success,no
35,management,married,secondary,no,6442,no,yes,cellular,fri,nov,2,-1,0,nonexistent,no
38,blue-collar,single,tertiary,no,1078,yes,no,unknown,wed,feb,3,-1,0,nonexistent,no
34,technician,married,tertiary,no,4249,no,no,unknown,fri,jul,3,-1,0,nonexistent,no
46,student,married,tertiary,no,-3000,no,no,unknown,wed,jul,2,-1,0,nonexistent,no
63,management,married,secondary,no,-121,no,no,cellular,mon,may,2,-1,0,nonexistent,no
51,services,single,secondary,no,-108,no,no,cellular,wed,feb,3,-1,0,nonexistent,no
49,housemaid,married,secondary,no,2495,no,yes,cellular,wed,nov,1,-1,0,nonexistent,yes
49,housemaid,married,secondary,no,3439,no,no,cellular,fri,apr,4,-1,0,nonexistent,no
53,technician,married,secondary,no,-1393,no,no,unknown,thu,nov,2,-1,0,nonexistent,no
20,blue-collar,married,tertiary,no,1128,yes,no,telephone,thu,may,7,-1,0,nonexistent,no
33,technician,married,secondary,no,1944,no,no,cellular,wed,may,3,-1,0,nonexistent,no
33,admin,divorced,tertiary,no,1427,no,no,cellular,wed,apr,3,-1,0,nonexistent,no
40,admin,divorced,tertiary,no,678,no,yes,cellular,thu,may,5,636,4,success,yes
71,technician,married,tertiary,no,2312,no,no,cellular,tue,jul,1,-1,0,nonexistent,no
32,retired,married,tertiary,no,6194,no,no,cellular,mon,feb,2,-1,0,nonexistent,no
55,unemployed,married,primary,no,-1961,no,yes,cellular,thu,may,5,-1,0,nonexistent,no
28,services,married,secondary,no,6249,yes,no,cellular,fri,apr,6,-1,0,nonexistent,no
47,entrepreneur,divorced,primary,no,2447,yes,no,cellular,wed,nov,2,-1,0,nonexistent,no
48,management,married,secondary,no,1834,no,no,cellular,fri,jul,7,-1,0,nonexistent,no
51,technician,married,secondary,no,3552,yes,no,unknown,mon,feb,3,-1,0,nonexistent,no
53,services,married,tertiary,no,8343,yes,no,telephone,tue,jun,4,846,3,success,no
37,services,married,tertiary,no,3121,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
32,management,single,tertiary,no,-3000,no,no,cellular,mon,jun,7,-1,0,nonexistent,no
32,management,single,secondary,no,-2086,no,no,cellular,tue,may,3,195,4,failure,no
38,technician,married,secondary,no,4034,yes,no,cellular,fri,feb,3,-1,0,nonexistent,no
28,technician,divorced,secondary,no,3218,yes,no,cellular,mon,jul,3,-1,0,nonexistent,yes
41,management,married,tertiary,no,-855,yes,no,unknown,mon,feb,6,-1,0,nonexistent,no
35,blue-collar,divorced,secondary,no,140,no,no,cellular,fri,may,2,-1,0,nonexistent,no
20,admin,married,secondary,no,2712,no,yes,cellular,tue,jul,3,-1,0,nonexistent,no
22,blue-collar,married,secondary,no,-3000,no,no,cellular,wed,apr,3,129,4,other,no
26,housemaid,single,secondary,no,-27,no,no,cellular,mon,may,5,-1,0,nonexistent,no
32,blue-collar,single,secondary,no,301,yes,no,cellular,wed,may,3,-1,0,nonexistent,no
28,services,married,secondary,no,3013,yes,no,unknown,fri,apr,4,-1,0,nonexistent,no
41,services,married,secondary,no,8985,yes,no,cellular,fri,aug,4,-1,0,nonexistent,no
34,admin,married,secondary,no,6373,no,no,cellular,fri,aug,1,-1,0,nonexistent,no
44,services,married,secondary,no,-3000,no,no,unknown,thu,feb,2,893,2,success,yes
56,student,married,tertiary,no,1837,yes,no,unknown,fri,may,5,-1,0,nonexistent,yes
47,blue-collar,divorced,tertiary,no,3115,no,no,unknown,wed,may,3,864,1,failure,no
56,admin,married,tertiary,no,-1030,no,no,cellular,wed,feb,3,-1,0,nonexistent,no
46,admin,single,tertiary,no,6427,no,no,cellular,wed,may,5,123,5,other,no
45,services,divorced,secondary,no,97,yes,no,cellular,tue,may,1,-1,0,nonexistent,no
33,services,single,tertiary,no,1300,no,no,cellular,mon,nov,3,-1,0,nonexistent,no
37,technician,married,secondary,no,-891,yes,no,cellular,wed,apr,4,-1,0,nonexistent,no
65,management,married,secondary,no,2657,yes,yes,cellular,thu,may,5,-1,0,nonexistent,no
44,blue-collar,married,secondary,no,2167,yes,no,cellular,tue,apr,2,-1,0,nonexistent,no
58,technician,single,secondary,no,8060,yes,no,cellular,mon,sep,4,-1,0,nonexistent,no
36,admin,divorced,tertiary,no,-3000,yes,no,cellular,wed,jun,4,-1,0,nonexistent,no
26,blue-collar,single,tertiary,no,-1633,no,no,cellular,wed,oct,4,-1,0,nonexistent,yes
26,technician,married,primary,no,-1303,yes,no,cellular,thu,jun,5,-1,0,nonexistent,no
34,blue-collar,married,primary,no,186,no,no,cellular,mon,nov,4,-1,0,nonexistent,no
21,blue-collar,married,tertiary,no,4385,no,no,cellular,tue,mar,6,-1,0,nonexistent,no
69,admin,single,secondary,no,5091,no,no,unknown,mon,aug,6,-1,0,nonexistent,no
41,admin,married,secondary,no,4526,no,no,cellular,wed,aug,4,-1,0,nonexistent,no
32,blue-collar,married,secondary,no,-474,no,yes,cellular,wed,may,2,-1,0,nonexistent,no
52,management,married,tertiary,no,4304,no,yes,cellular,thu,apr,2,-1,0,nonexistent,no
26,housemaid,married,primary,no,1084,no,no,cellular,thu,may,6,206,1,other,no
52,admin,married,secondary,no,-1112,yes,no,unknown,wed,may,5,-1,0,nonexistent,no
30,blue-collar,divorced,tertiary,no,6441,yes,no,cellular,tue,jul,5,-1,0,nonexistent,no
28,blue-collar,married,secondary,no,-1196,yes,yes,cellular,wed,may,2,333,3,failure,no
36,blue-collar,single,tertiary,no,-560,no,no,unknown,tue,jun,1,479,1,failure,no
50,technician,married,tertiary,no,3411,yes,no,telephone,mon,may,3,-1,0,nonexistent,yes
57,technician,married,tertiary,no,585,yes,no,cellular,mon,mar,4,-1,0,nonexistent,no
28,technician,single,tertiary,no,2432,no,no,unknown,wed,may,2,-1,0,nonexistent,no
45,technician,married,secondary,no,-94,no,no,cellular,mon,jun,2,-1,0,nonexistent,no
27,admin,married,unknown,no,1014,no,yes,unknown,wed,nov,2,-1,0,nonexistent,no
50,management,married,secondary,no,282,no,no,cellular,thu,may,5,771,2,failure,no
50,management,single,primary,no,1076,no,no,cellular,fri,may,5,756,2,failure,no
32,technician,married,tertiary,no,-2847,no,no,cellular,tue,jul,4,-1,0,nonexistent,no
41,admin,married,secondary,no,4744,yes,no,cellular,tue,may,2,643,2,failure,no
29,blue-collar,married,secondary,no,2144,no,no,cellular,thu,feb,2,-1,0,nonexistent,no
41,blue-collar,single,primary,no,2453,no,no,cellular,thu,may,4,713,3,failure,no
35,services,married,secondary,no,-3000,no,no,unknown,wed,jul,3,-1,0,nonexistent,yes
35,technician,divorced,secondary,no,-90,no,no,telephone,tue,may,5,-1,0,nonexistent,no
43,technician,single,unknown,no,157,yes,no,unknown,wed,feb,2,-1,0,nonexistent,yes
40,housemaid,married,secondary,no,869,yes,no,unknown,wed,jan,3,-1,0,nonexistent,no
36,technician,married,secondary,no,2736,yes,no,cellular,thu,may,1,368,2,failure,no
45,management,single,secondary,no,2020,no,no,unknown,wed,may,6,-1,0,nonexistent,no
37,blue-collar,single,tertiary,no,5884,yes,no,cellular,wed,jul,5,-1,0,nonexistent,no
20,technician,married,primary,no,-2073,yes,no,cellular,fri,apr,5,-1,0,nonexistent,no
33,technician,married,secondary,no,4184,yes,yes,cellular,fri,may,2,-1,0,nonexistent,no
39,management,married,secondary,no,781,yes,yes,cellular,fri,jul,3,65,2,success,yes
37,management,married,primary,no,-1554,no,no,cellular,wed,jun,3,-1,0,nonexistent,no
40,services,married,tertiary,no,-2034,no,no,unknown,mon,nov,4,-1,0,nonexistent,no
44,unemployed,married,secondary,no,-1804,yes,yes,cellular,tue,aug,4,-1,0,nonexistent,no
40,services,married,tertiary,no,-3000,no,no,cellular,thu,jan,1,-1,0,nonexistent,no
49,self-employed,married,secondary,no,1683,yes,no,unknown,tue,apr,3,-1,0,nonexistent,no
31,services,married,secondary,no,-2109,yes,no,cellular,fri,jun,4,-1,0,nonexistent,no
46,blue-collar,single,secondary,no,6055,yes,no,cellular,mon,aug,3,-1,0,nonexistent,no
30,technician,married,secondary,no,509,yes,no,cellular,thu,sep,7,-1,0,nonexistent,yes
52,management,single,secondary,no,1308,no,no,cellular,wed,jul,1,-1,0,nonexistent,no
33,technician,married,secondary,no,-533,no,no,cellular,wed,aug,5,-1,0,nonexistent,no
38,housemaid,single,tertiary,no,-1051,yes,no,telephone,thu,may,2,-1,0,nonexistent,no
36,admin,married,tertiary,no,-2433,yes,no,cellular,mon,may,3,362,2,failure,no
50,self-employed,single,secondary,no,-509,no,yes,telephone,wed,nov,7,-1,0,nonexistent,no
52,self-employed,married,primary,no,3213,no,yes,cellular,tue,jun,6,-1,0,nonexistent,no
36,blue-collar,single,tertiary,no,-842,yes,no,cellular,mon,nov,2,-1,0,nonexistent,no
49,services,married,secondary,no,572,no,no,unknown,fri,may,2,-1,0,nonexistent,no
27,management,married,unknown,no,-2126,yes,no,cellular,wed,may,4,483,2,success,no
31,technician,married,secondary,no,6816,no,no,cellular,fri,jul,3,477,5,failure,no
84,technician,married,secondary,no,-3000,no,no,unknown,wed,may,2,-1,0,nonexistent,no
42,services,divorced,secondary,no,224,yes,no,unknown,mon,jul,3,-1,0,nonexistent,no
42,technician,married,secondary,no,-2118,yes,no,unknown,tue,may,7,-1,0,nonexistent,no
29,management,single,secondary,no,4188,no,no,unknown,fri,may,5,-1,0,nonexistent,no
36,technician,married,tertiary,no,-1676,yes,no,cellular,wed,may,1,678,2,success,yes
35,blue-collar,married,tertiary,no,1277,yes,no,cellular,thu,may,2,-1,0,nonexistent,no
24,technician,married,secondary,no,-2332,yes,no,cellular,tue,aug,5,-1,0,nonexistent,no
24,management,married,primary,no,6403,no,no,unknown,tue,nov,2,-1,0,nonexistent,no
51,entrepreneur,married,tertiary,no,-2103,yes,no,cellular,fri,nov,4,178,1,failure,no
43,technician,divorced,secondary,no,-2360,no,no,cellular,tue,aug,2,-1,0,nonexistent,no
30,blue-collar,divorced,unknown,no,1514,no,no,telephone,mon,may,3,-1,0,nonexistent,no
35,management,single,secondary,no,4335,yes,no,unknown,mon,may,1,-1,0,nonexistent,no
51,admin,divorced,tertiary,no,-3000,yes,no,unknown,mon,may,2,-1,0,nonexistent,no
21,blue-collar,married,secondary,no,4200,yes,no,cellular,thu,apr,6,-1,0,nonexistent,no
60,management,married,tertiary,no,6866,no,no,unknown,wed,jul,2,-1,0,nonexistent,no
59,admin,married,secondary,no,-3000,no,yes,unknown,mon,jul,3,-1,0,nonexistent,no
50,management,divorced,secondary,no,3435,yes,no,cellular,wed,nov,4,-1,0,nonexistent,no
27,blue-collar,married,primary,no,1056,yes,no,cellular,wed,jan,4,440,1,other,no
37,management,married,secondary,no,-2189,yes,no,telephone,fri,may,2,-1,0,nonexistent,yes
45,management,married,secondary,no,4088,yes,no,cellular,mon,nov,2,312,4,failure,no
