Customer_ID,Cluster,Customer_Segment
CUST_0199257,0,Young Digital Starters
CUST_0199258,0,Young Digital Starters
CUST_0199259,4,High-Value Multi-Product
CUST_0199260,1,Affluent Low-Engagement
CUST_0199261,4,High-Value Multi-Product
CUST_0199262,1,Affluent Low-Engagement
CUST_0199263,1,Affluent Low-Engagement
CUST_0199264,4,High-Value Multi-Product
CUST_0199265,2,Everyday Active Transactors
CUST_0199266,2,Everyday Active Transactors
CUST_0199267,1,Affluent Low-Engagement
CUST_0199268,2,Everyday Active Transactors
CUST_0199269,1,Affluent Low-Engagement
CUST_0199270,4,High-Value Multi-Product
CUST_0199271,0,Young Digital Starters
CUST_0199272,2,Everyday Active Transactors
CUST_0199273,2,Everyday Active Transactors
CUST_0199274,4,High-Value Multi-Product
CUST_0199275,2,Everyday Active Transactors
CUST_0199276,3,At-Risk Declining Activity
CUST_0199277,4,High-Value Multi-Product
CUST_0199278,0,Young Digital Starters
CUST_0199279,1,Affluent Low-Engagement
CUST_0199280,1,Affluent Low-Engagement
CUST_0199281,0,Young Digital Starters
CUST_0199282,0,Young Digital Starters
CUST_0199283,3,At-Risk Declining Activity
CUST_0199284,2,Everyday Active Transactors
CUST_0199285,3,At-Risk Declining Activity
CUST_0199286,2,Everyday Active Transactors
CUST_0199287,2,Everyday Active Transactors
CUST_0199288,3,At-Risk Declining Activity
CUST_0199289,1,Affluent Low-Engagement
CUST_0199290,0,Young Digital Starters
CUST_0199291,4,High-Value Multi-Product
CUST_0199292,0,Young Digital Starters
CUST_0199293,0,Young Digital Starters
CUST_0199294,1,Affluent Low-Engagement
CUST_0199295,4,High-Value Multi-Product
CUST_0199296,0,Young Digital Starters
CUST_0199297,2,Everyday Active Transactors
CUST_0199298,2,Everyday Active Transactors
CUST_0199299,3,At-Risk Declining Activity
CUST_0199300,4,High-Value Multi-Product
CUST_0199301,1,Affluent Low-Engagement
CUST_0199302,2,Everyday Active Transactors
CUST_0199303,4,High-Value Multi-Product
CUST_0199304,0,Young Digital Starters
CUST_0199305,2,Everyday Active Transactors
CUST_0199306,2,Everyday Active Transactors
CUST_0199307,2,Everyday Active Transactors
CUST_0199308,3,At-Risk Declining Activity
CUST_0199309,4,High-Value Multi-Product
CUST_0199310,0,Young Digital Starters
CUST_0199311,2,Everyday Active Transactors
CUST_0199312,4,High-Value Multi-Product
CUST_0199313,4,High-Value Multi-Product
CUST_0199314,1,Affluent Low-Engagement
CUST_0199315,0,Young Digital Starters
CUST_0199316,2,Everyday Active Transactors
CUST_0199317,3,At-Risk Declining Activity
CUST_0199318,2,Everyday Active Transactors
CUST_0199319,4,High-Value Multi-Product
CUST_0199320,2,Everyday Active Transactors
CUST_0199321,1,Affluent Low-Engagement
CUST_0199322,3,At-Risk Declining Activity
CUST_0199323,2,Everyday Active Transactors
CUST_0199324,2,Everyday Active Transactors
CUST_0199325,4,High-Value Multi-Product
CUST_0199326,4,High-Value Multi-Product
CUST_0199327,1,Affluent Low-Engagement
CUST_0199328,2,Everyday Active Transactors
CUST_0199329,2,Everyday Active Transactors
CUST_0199330,1,Affluent Low-Engagement
CUST_0199331,2,Everyday Active Transactors
CUST_0199332,2,Everyday Active Transactors
CUST_0199333,4,High-Value Multi-Product
CUST_0199334,1,Affluent Low-Engagement
CUST_0199335,2,Everyday Active Transactors
CUST_0199336,1,Affluent Low-Engagement
CUST_0199337,4,High-Value Multi-Product
CUST_0199338,2,Everyday Active Transactors
CUST_0199339,0,Young Digital Starters
CUST_0199340,4,High-Value Multi-Product
CUST_0199341,4,High-Value Multi-Product
CUST_0199342,1,Affluent Low-Engagement
CUST_0199343,2,Everyday Active Transactors
CUST_0199344,3,At-Risk Declining Activity
CUST_0199345,4,High-Value Multi-Product
CUST_0199346,2,Everyday Active Transactors
CUST_0199347,1,Affluent Low-Engagement
CUST_0199348,4,High-Value Multi-Product
CUST_0199349,1,Affluent Low-Engagement
CUST_0199350,3,At-Risk Declining Activity
CUST_0199351,3,At-Risk Declining Activity
CUST_0199352,0,Young Digital Starters
CUST_0199353,3,At-Risk Declining Activity
CUST_0199354,2,Everyday Active Transactors
CUST_0199355,0,Young Digital Starters
CUST_0199356,2,Everyday Active Transactors
CUST_0199357,1,Affluent Low-Engagement
CUST_0199358,0,Young Digital Starters
CUST_0199359,0,Young Digital Starters
CUST_0199360,2,Everyday Active Transactors
CUST_0199361,2,Everyday Active Transactors
CUST_0199362,0,Young Digital Starters
CUST_0199363,2,Everyday Active Transactors
CUST_0199364,2,Everyday Active Transactors
CUST_0199365,4,High-Value Multi-Product
CUST_0199366,1,Affluent Low-Engagement
CUST_0199367,4,High-Value Multi-Product
CUST_0199368,1,Affluent Low-Engagement
CUST_0199369,1,Affluent Low-Engagement
CUST_0199370,0,Young Digital Starters
CUST_0199371,4,High-Value Multi-Product
CUST_0199372,0,Young Digital Starters
CUST_0199373,2,Everyday Active Transactors
CUST_0199374,1,Affluent Low-Engagement
CUST_0199375,4,High-Value Multi-Product
CUST_0199376,1,Affluent Low-Engagement
CUST_0199377,1,Affluent Low-Engagement
CUST_0199378,2,Everyday Active Transactors
CUST_0199379,0,Young Digital Starters
CUST_0199380,1,Affluent Low-Engagement
CUST_0199381,4,High-Value Multi-Product
CUST_0199382,0,Young Digital Starters
CUST_0199383,1,Affluent Low-Engagement
CUST_0199384,2,Everyday Active Transactors
CUST_0199385,2,Everyday Active Transactors
CUST_0199386,0,Young Digital Starters
CUST_0199387,4,High-Value Multi-Product
CUST_0199388,2,Everyday Active Transactors
CUST_0199389,0,Young Digital Starters
CUST_0199390,0,Young Digital Starters
CUST_0199391,1,Affluent Low-Engagement
CUST_0199392,3,At-Risk Declining Activity
CUST_0199393,4,High-Value Multi-Product
CUST_0199394,4,High-Value Multi-Product
CUST_0199395,1,Affluent Low-Engagement
CUST_0199396,0,Young Digital Starters
CUST_0199397,2,Everyday Active Transactors
CUST_0199398,4,High-Value Multi-Product
CUST_0199399,2,Everyday Active Transactors
CUST_0199400,2,Everyday Active Transactors
CUST_0199401,3,At-Risk Declining Activity
CUST_0199402,2,Everyday Active Transactors
CUST_0199403,0,Young Digital Starters
CUST_0199404,1,Affluent Low-Engagement
CUST_0199405,0,Young Digital Starters
CUST_0199406,2,Everyday Active Transactors
CUST_0199407,4,High-Value Multi-Product
CUST_0199408,0,Young Digital Starters
CUST_0199409,1,Affluent Low-Engagement
CUST_0199410,3,At-Risk Declining Activity
CUST_0199411,0,Young Digital Starters
CUST_0199412,4,High-Value Multi-Product
CUST_0199413,1,Affluent Low-Engagement
CUST_0199414,4,High-Value Multi-Product
CUST_0199415,3,At-Risk Declining Activity
CUST_0199416,0,Young Digital Starters
CUST_0199417,2,Everyday Active Transactors
CUST_0199418,2,Everyday Active Transactors
CUST_0199419,4,High-Value Multi-Product
CUST_0199420,0,Young Digital Starters
CUST_0199421,0,Young Digital Starters
CUST_0199422,4,High-Value Multi-Product
CUST_0199423,0,Young Digital Starters
CUST_0199424,0,Young Digital Starters
CUST_0199425,0,Young Digital Starters
CUST_0199426,2,Everyday Active Transactors
CUST_0199427,4,High-Value Multi-Product
CUST_0199428,0,Young Digital Starters
CUST_0199429,3,At-Risk Declining Activity
CUST_0199430,1,Affluent Low-Engagement
CUST_0199431,1,Affluent Low-Engagement
CUST_0199432,3,At-Risk Declining Activity
CUST_0199433,3,At-Risk Declining Activity
CUST_0199434,0,Young Digital Starters
CUST_0199435,2,Everyday Active Transactors
CUST_0199436,2,Everyday Active Transactors
CUST_0199437,2,Everyday Active Transactors
CUST_0199438,0,Young Digital Starters
CUST_0199439,4,High-Value Multi-Product
CUST_0199440,1,Affluent Low-Engagement
CUST_0199441,3,At-Risk Declining Activity
CUST_0199442,1,Affluent Low-Engagement
CUST_0199443,4,High-Value Multi-Product
CUST_0199444,1,Affluent Low-Engagement
CUST_0199445,3,At-Risk Declining Activity
CUST_0199446,0,Young Digital Starters
CUST_0199447,2,Everyday Active Transactors
CUST_0199448,1,Affluent Low-Engagement
CUST_0199449,4,High-Value Multi-Product
CUST_0199450,4,High-Value Multi-Product
CUST_0199451,0,Young Digital Starters
CUST_0199452,0,Young Digital Starters
CUST_0199453,0,Young Digital Starters
CUST_0199454,2,Everyday Active Transactors
CUST_0199455,3,At-Risk Declining Activity
CUST_0199456,2,Everyday Active Transactors
CUST_0199457,3,At-Risk Declining Activity
CUST_0199458,2,Everyday Active Transactors
CUST_0199459,2,Everyday Active Transactors
CUST_0199460,1,Affluent Low-Engagement
CUST_0199461,2,Everyday Active Transactors
CUST_0199462,2,Everyday Active Transactors
CUST_0199463,2,Everyday Active Transactors
CUST_0199464,1,Affluent Low-Engagement
CUST_0199465,0,Young Digital Starters
CUST_0199466,2,Everyday Active Transactors
CUST_0199467,3,At-Risk Declining Activity
CUST_0199468,4,High-Value Multi-Product
CUST_0199469,4,High-Value Multi-Product
CUST_0199470,0,Young Digital Starters
CUST_0199471,0,Young Digital Starters
CUST_0199472,0,Young Digital Starters
CUST_0199473,2,Everyday Active Transactors
CUST_0199474,4,High-Value Multi-Product
CUST_0199475,2,Everyday Active Transactors
CUST_0199476,1,Affluent Low-Engagement
CUST_0199477,0,Young Digital Starters
CUST_0199478,0,Young Digital Starters
CUST_0199479,2,Everyday Active Transactors
CUST_0199480,1,Affluent Low-Engagement
CUST_0199481,3,At-Risk Declining Activity
CUST_0199482,4,High-Value Multi-Product
CUST_0199483,3,At-Risk Declining Activity
CUST_0199484,0,Young Digital Starters
CUST_0199485,0,Young Digital Starters
CUST_0199486,0,Young Digital Starters
CUST_0199487,0,Young Digital Starters
CUST_0199488,0,Young Digital Starters
CUST_0199489,3,At-Risk Declining Activity
CUST_0199490,1,Affluent Low-Engagement
CUST_0199491,3,At-Risk Declining Activity
CUST_0199492,3,At-Risk Declining Activity
CUST_0199493,1,Affluent Low-Engagement
CUST_0199494,3,At-Risk Declining Activity
CUST_0199495,0,Young Digital Starters
CUST_0199496,0,Young Digital Starters
CUST_0199497,4,High-Value Multi-Product
CUST_0199498,3,At-Risk Declining Activity
CUST_0199499,1,Affluent Low-Engagement
CUST_0199500,1,Affluent Low-Engagement
CUST_0199501,0,Young Digital Starters
CUST_0199502,4,High-Value Multi-Product
CUST_0199503,1,Affluent Low-Engagement
CUST_0199504,2,Everyday Active Transactors
CUST_0199505,2,Everyday Active Transactors
CUST_0199506,3,At-Risk Declining Activity
CUST_0199507,3,At-Risk Declining Activity
CUST_0199508,4,High-Value Multi-Product
CUST_0199509,1,Affluent Low-Engagement
CUST_0199510,1,Affluent Low-Engagement
CUST_0199511,0,Young Digital Starters
CUST_0199512,2,Everyday Active Transactors
CUST_0199513,2,Everyday Active Transactors
CUST_0199514,2,Everyday Active Transactors
CUST_0199515,2,Everyday Active Transactors
CUST_0199516,4,High-Value Multi-Product
CUST_0199517,3,At-Risk Declining Activity
CUST_0199518,2,Everyday Active Transactors
CUST_0199519,2,Everyday Active Transactors
CUST_0199520,0,Young Digital Starters
CUST_0199521,1,Affluent Low-Engagement
CUST_0199522,0,Young Digital Starters
CUST_0199523,4,High-Value Multi-Product
CUST_0199524,2,Everyday Active Transactors
CUST_0199525,2,Everyday Active Transactors
CUST_0199526,2,Everyday Active Transactors
CUST_0199527,3,At-Risk Declining Activity
CUST_0199528,3,At-Risk Declining Activity
CUST_0199529,4,High-Value Multi-Product
CUST_0199530,2,Everyday Active Transactors
CUST_0199531,2,Everyday Active Transactors
CUST_0199532,1,Affluent Low-Engagement
CUST_0199533,2,Everyday Active Transactors
CUST_0199534,0,Young Digital Starters
CUST_0199535,0,Young Digital Starters
CUST_0199536,0,Young Digital Starters
CUST_0199537,2,Everyday Active Transactors
CUST_0199538,0,Young Digital Starters
CUST_0199539,2,Everyday Active Transactors
CUST_0199540,2,Everyday Active Transactors
CUST_0199541,2,Everyday Active Transactors
CUST_0199542,4,High-Value Multi-Product
CUST_0199543,0,Young Digital Starters
CUST_0199544,2,Everyday Active Transactors
CUST_0199545,4,High-Value Multi-Product
CUST_0199546,0,Young Digital Starters
CUST_0199547,2,Everyday Active Transactors
CUST_0199548,4,High-Value Multi-Product
CUST_0199549,3,At-Risk Declining Activity
CUST_0199550,3,At-Risk Declining Activity
CUST_0199551,2,Everyday Active Transactors
CUST_0199552,2,Everyday Active Transactors
CUST_0199553,2,Everyday Active Transactors
CUST_0199554,1,Affluent Low-Engagement
CUST_0199555,3,At-Risk Declining Activity
CUST_0199556,2,Everyday Active Transactors
CUST_0199557,4,High-Value Multi-Product
CUST_0199558,0,Young Digital Starters
CUST_0199559,3,At-Risk Declining Activity
CUST_0199560,0,Young Digital Starters
CUST_0199561,2,Everyday Active Transactors
CUST_0199562,2,Everyday Active Transactors
CUST_0199563,0,Young Digital Starters
CUST_0199564,1,Affluent Low-Engagement
CUST_0199565,4,High-Value Multi-Product
CUST_0199566,2,Everyday Active Transactors
CUST_0199567,4,High-Value Multi-Product
CUST_0199568,2,Everyday Active Transactors
CUST_0199569,1,Affluent Low-Engagement
CUST_0199570,4,High-Value Multi-Product
CUST_0199571,1,Affluent Low-Engagement
CUST_0199572,3,At-Risk Declining Activity
CUST_0199573,1,Affluent Low-Engagement
CUST_0199574,2,Everyday Active Transactors
CUST_0199575,0,Young Digital Starters
CUST_0199576,0,Young Digital Starters
CUST_0199577,2,Everyday Active Transactors
CUST_0199578,3,At-Risk Declining Activity
CUST_0199579,2,Everyday Active Transactors
CUST_0199580,0,Young Digital Starters
CUST_0199581,0,Young Digital Starters
CUST_0199582,1,Affluent Low-Engagement
CUST_0199583,4,High-Value Multi-Product
CUST_0199584,2,Everyday Active Transactors
CUST_0199585,3,At-Risk Declining Activity
CUST_0199586,2,Everyday Active Transactors
CUST_0199587,0,Young Digital Starters
CUST_0199588,0,Young Digital Starters
CUST_0199589,4,High-Value Multi-Product
CUST_0199590,1,Affluent Low-Engagement
CUST_0199591,0,Young Digital Starters
CUST_0199592,1,Affluent Low-Engagement
CUST_0199593,4,High-Value Multi-Product
CUST_0199594,4,High-Value Multi-Product
CUST_0199595,2,Everyday Active Transactors
CUST_0199596,2,Everyday Active Transactors
CUST_0199597,2,Everyday Active Transactors
CUST_0199598,0,Young Digital Starters
CUST_0199599,3,At-Risk Declining Activity
CUST_0199600,4,High-Value Multi-Product
CUST_0199601,1,Affluent Low-Engagement
CUST_0199602,2,Everyday Active Transactors
CUST_0199603,0,Young Digital Starters
CUST_0199604,1,Affluent Low-Engagement
CUST_0199605,2,Everyday Active Transactors
CUST_0199606,0,Young Digital Starters
CUST_0199607,2,Everyday Active Transactors
CUST_0199608,0,Young Digital Starters
CUST_0199609,2,Everyday Active Transactors
CUST_0199610,2,Everyday Active Transactors
CUST_0199611,3,At-Risk Declining Activity
CUST_0199612,1,Affluent Low-Engagement
CUST_0199613,1,Affluent Low-Engagement
CUST_0199614,1,Affluent Low-Engagement
CUST_0199615,4,High-Value Multi-Product
CUST_0199616,4,High-Value Multi-Product
CUST_0199617,3,At-Risk Declining Activity
CUST_0199618,1,Affluent Low-Engagement
CUST_0199619,0,Young Digital Starters
CUST_0199620,1,Affluent Low-Engagement
CUST_0199621,4,High-Value Multi-Product
CUST_0199622,0,Young Digital Starters
CUST_0199623,3,At-Risk Declining Activity
CUST_0199624,1,Affluent Low-Engagement
CUST_0199625,2,Everyday Active Transactors
CUST_0199626,2,Everyday Active Transactors
CUST_0199627,4,High-Value Multi-Product
CUST_0199628,4,High-Value Multi-Product
CUST_0199629,4,High-Value Multi-Product
CUST_0199630,1,Affluent Low-Engagement
CUST_0199631,4,High-Value Multi-Product
CUST_0199632,0,Young Digital Starters
CUST_0199633,4,High-Value Multi-Product
CUST_0199634,0,Young Digital Starters
CUST_0199635,4,High-Value Multi-Product
CUST_0199636,3,At-Risk Declining Activity
CUST_0199637,3,At-Risk Declining Activity
CUST_0199638,2,Everyday Active Transactors
CUST_0199639,2,Everyday Active Transactors
CUST_0199640,0,Young Digital Starters
CUST_0199641,3,At-Risk Declining Activity
CUST_0199642,2,Everyday Active Transactors
CUST_0199643,1,Affluent Low-Engagement
CUST_0199644,1,Affluent Low-Engagement
CUST_0199645,1,Affluent Low-Engagement
CUST_0199646,1,Affluent Low-Engagement
CUST_0199647,0,Young Digital Starters
CUST_0199648,2,Everyday Active Transactors
CUST_0199649,0,Young Digital Starters
CUST_0199650,0,Young Digital Starters
CUST_0199651,2,Everyday Active Transactors
CUST_0199652,2,Everyday Active Transactors
CUST_0199653,3,At-Risk Declining Activity
CUST_0199654,0,Young Digital Starters
CUST_0199655,1,Affluent Low-Engagement
CUST_0199656,0,Young Digital Starters
CUST_0199657,3,At-Risk Declining Activity
CUST_0199658,2,Everyday Active Transactors
CUST_0199659,0,Young Digital Starters
CUST_0199660,2,Everyday Active Transactors
CUST_0199661,4,High-Value Multi-Product
CUST_0199662,4,High-Value Multi-Product
CUST_0199663,0,Young Digital Starters
CUST_0199664,3,At-Risk Declining Activity
CUST_0199665,2,Everyday Active Transactors
CUST_0199666,2,Everyday Active Transactors
CUST_0199667,4,High-Value Multi-Product
CUST_0199668,1,Affluent Low-Engagement
CUST_0199669,0,Young Digital Starters
CUST_0199670,1,Affluent Low-Engagement
CUST_0199671,3,At-Risk Declining Activity
CUST_0199672,0,Young Digital Starters
CUST_0199673,0,Young Digital Starters
CUST_0199674,0,Young Digital Starters
CUST_0199675,1,Affluent Low-Engagement
CUST_0199676,1,Affluent Low-Engagement
CUST_0199677,2,Everyday Active Transactors
CUST_0199678,2,Everyday Active Transactors
CUST_0199679,2,Everyday Active Transactors
CUST_0199680,3,At-Risk Declining Activity
CUST_0199681,4,High-Value Multi-Product
CUST_0199682,4,High-Value Multi-Product
CUST_0199683,2,Everyday Active Transactors
CUST_0199684,2,Everyday Active Transactors
CUST_0199685,1,Affluent Low-Engagement
CUST_0199686,0,Young Digital Starters
CUST_0199687,4,High-Value Multi-Product
CUST_0199688,4,High-Value Multi-Product
CUST_0199689,2,Everyday Active Transactors
CUST_0199690,4,High-Value Multi-Product
CUST_0199691,4,High-Value Multi-Product
CUST_0199692,0,Young Digital Starters
CUST_0199693,0,Young Digital Starters
CUST_0199694,4,High-Value Multi-Product
CUST_0199695,4,High-Value Multi-Product
CUST_0199696,4,High-Value Multi-Product
CUST_0199697,4,High-Value Multi-Product
CUST_0199698,0,Young Digital Starters
CUST_0199699,3,At-Risk Declining Activity
CUST_0199700,2,Everyday Active Transactors
CUST_0199701,4,High-Value Multi-Product
CUST_0199702,4,High-Value Multi-Product
CUST_0199703,2,Everyday Active Transactors
CUST_0199704,1,Affluent Low-Engagement
CUST_0199705,2,Everyday Active Transactors
CUST_0199706,4,High-Value Multi-Product
CUST_0199707,1,Affluent Low-Engagement
CUST_0199708,4,High-Value Multi-Product
CUST_0199709,2,Everyday Active Transactors
CUST_0199710,2,Everyday Active Transactors
CUST_0199711,0,Young Digital Starters
CUST_0199712,0,Young Digital Starters
CUST_0199713,1,Affluent Low-Engagement
CUST_0199714,4,High-Value Multi-Product
CUST_0199715,2,Everyday Active Transactors
CUST_0199716,4,High-Value Multi-Product
CUST_0199717,2,Everyday Active Transactors
CUST_0199718,2,Everyday Active Transactors
CUST_0199719,2,Everyday Active Transactors
CUST_0199720,0,Young Digital Starters
CUST_0199721,4,High-Value Multi-Product
CUST_0199722,2,Everyday Active Transactors
CUST_0199723,3,At-Risk Declining Activity
CUST_0199724,1,Affluent Low-Engagement
CUST_0199725,0,Young Digital Starters
CUST_0199726,0,Young Digital Starters
CUST_0199727,0,Young Digital Starters
CUST_0199728,1,Affluent Low-Engagement
CUST_0199729,4,High-Value Multi-Product
CUST_0199730,3,At-Risk Declining Activity
CUST_0199731,2,Everyday Active Transactors
CUST_0199732,4,High-Value Multi-Product
CUST_0199733,0,Young Digital Starters
CUST_0199734,4,High-Value Multi-Product
CUST_0199735,0,Young Digital Starters
CUST_0199736,0,Young Digital Starters
CUST_0199737,4,High-Value Multi-Product
CUST_0199738,4,High-Value Multi-Product
CUST_0199739,0,Young Digital Starters
CUST_0199740,3,At-Risk Declining Activity
CUST_0199741,2,Everyday Active Transactors
CUST_0199742,0,Young Digital Starters
CUST_0199743,2,Everyday Active Transactors
CUST_0199744,0,Young Digital Starters
CUST_0199745,2,Everyday Active Transactors
CUST_0199746,4,High-Value Multi-Product
CUST_0199747,2,Everyday Active Transactors
CUST_0199748,2,Everyday Active Transactors
CUST_0199749,4,High-Value Multi-Product
CUST_0199750,3,At-Risk Declining Activity
CUST_0199751,2,Everyday Active Transactors
CUST_0199752,1,Affluent Low-Engagement
CUST_0199753,1,Affluent Low-Engagement
CUST_0199754,2,Everyday Active Transactors
CUST_0199755,2,Everyday Active Transactors
CUST_0199756,4,High-Value Multi-Product
CUST_0199757,3,At-Risk Declining Activity
CUST_0199758,2,Everyday Active Transactors
CUST_0199759,3,At-Risk Declining Activity
CUST_0199760,3,At-Risk Declining Activity
CUST_0199761,1,Affluent Low-Engagement
CUST_0199762,3,At-Risk Declining Activity
CUST_0199763,2,Everyday Active Transactors
CUST_0199764,0,Young Digital Starters
CUST_0199765,4,High-Value Multi-Product
CUST_0199766,3,At-Risk Declining Activity
CUST_0199767,2,Everyday Active Transactors
CUST_0199768,4,High-Value Multi-Product
CUST_0199769,1,Affluent Low-Engagement
CUST_0199770,2,Everyday Active Transactors
CUST_0199771,0,Young Digital Starters
CUST_0199772,3,At-Risk Declining Activity
CUST_0199773,3,At-Risk Declining Activity
CUST_0199774,1,Affluent Low-Engagement
CUST_0199775,4,High-Value Multi-Product
CUST_0199776,1,Affluent Low-Engagement
CUST_0199777,2,Everyday Active Transactors
CUST_0199778,3,At-Risk Declining Activity
CUST_0199779,2,Everyday Active Transactors
CUST_0199780,0,Young Digital Starters
CUST_0199781,4,High-Value Multi-Product
CUST_0199782,4,High-Value Multi-Product
CUST_0199783,4,High-Value Multi-Product
CUST_0199784,1,Affluent Low-Engagement
CUST_0199785,4,High-Value Multi-Product
CUST_0199786,0,Young Digital Starters
CUST_0199787,0,Young Digital Starters
CUST_0199788,4,High-Value Multi-Product
CUST_0199789,1,Affluent Low-Engagement
CUST_0199790,2,Everyday Active Transactors
CUST_0199791,0,Young Digital Starters
CUST_0199792,2,Everyday Active Transactors
CUST_0199793,2,Everyday Active Transactors
CUST_0199794,2,Everyday Active Transactors
CUST_0199795,2,Everyday Active Transactors
CUST_0199796,3,At-Risk Declining Activity
CUST_0199797,1,Affluent Low-Engagement
CUST_0199798,4,High-Value Multi-Product
CUST_0199799,2,Everyday Active Transactors
CUST_0199800,3,At-Risk Declining Activity
CUST_0199801,0,Young Digital Starters
CUST_0199802,3,At-Risk Declining Activity
CUST_0199803,2,Everyday Active Transactors
CUST_0199804,2,Everyday Active Transactors
CUST_0199805,0,Young Digital Starters
CUST_0199806,0,Young Digital Starters
CUST_0199807,4,High-Value Multi-Product
CUST_0199808,0,Young Digital Starters
CUST_0199809,1,Affluent Low-Engagement
CUST_0199810,2,Everyday Active Transactors
CUST_0199811,2,Everyday Active Transactors
CUST_0199812,0,Young Digital Starters
CUST_0199813,2,Everyday Active Transactors
CUST_0199814,4,High-Value Multi-Product
CUST_0199815,2,Everyday Active Transactors
CUST_0199816,0,Young Digital Starters
CUST_0199817,2,Everyday Active Transactors
CUST_0199818,3,At-Risk Declining Activity
CUST_0199819,3,At-Risk Declining Activity
CUST_0199820,2,Everyday Active Transactors
CUST_0199821,0,Young Digital Starters
CUST_0199822,2,Everyday Active Transactors
CUST_0199823,0,Young Digital Starters
CUST_0199824,2,Everyday Active Transactors
CUST_0199825,2,Everyday Active Transactors
CUST_0199826,3,At-Risk Declining Activity
CUST_0199827,2,Everyday Active Transactors
CUST_0199828,3,At-Risk Declining Activity
CUST_0199829,0,Young Digital Starters
CUST_0199830,0,Young Digital Starters
CUST_0199831,1,Affluent Low-Engagement
CUST_0199832,3,At-Risk Declining Activity
CUST_0199833,1,Affluent Low-Engagement
CUST_0199834,2,Everyday Active Transactors
CUST_0199835,0,Young Digital Starters
CUST_0199836,4,High-Value Multi-Product
CUST_0199837,0,Young Digital Starters
CUST_0199838,1,Affluent Low-Engagement
CUST_0199839,3,At-Risk Declining Activity
CUST_0199840,0,Young Digital Starters
CUST_0199841,0,Young Digital Starters
CUST_0199842,2,Everyday Active Transactors
CUST_0199843,3,At-Risk Declining Activity
CUST_0199844,0,Young Digital Starters
CUST_0199845,4,High-Value Multi-Product
CUST_0199846,2,Everyday Active Transactors
CUST_0199847,4,High-Value Multi-Product
CUST_0199848,2,Everyday Active Transactors
CUST_0199849,1,Affluent Low-Engagement
CUST_0199850,4,High-Value Multi-Product
CUST_0199851,0,Young Digital Starters
CUST_0199852,2,Everyday Active Transactors
CUST_0199853,4,High-Value Multi-Product
CUST_0199854,0,Young Digital Starters
CUST_0199855,2,Everyday Active Transactors
CUST_0199856,4,High-Value Multi-Product
CUST_0199857,2,Everyday Active Transactors
CUST_0199858,0,Young Digital Starters
CUST_0199859,2,Everyday Active Transactors
CUST_0199860,4,High-Value Multi-Product
CUST_0199861,0,Young Digital Starters
CUST_0199862,3,At-Risk Declining Activity
CUST_0199863,4,High-Value Multi-Product
CUST_0199864,1,Affluent Low-Engagement
CUST_0199865,4,High-Value Multi-Product
CUST_0199866,0,Young Digital Starters
CUST_0199867,2,Everyday Active Transactors
CUST_0199868,4,High-Value Multi-Product
CUST_0199869,2,Everyday Active Transactors
CUST_0199870,4,High-Value Multi-Product
CUST_0199871,4,High-Value Multi-Product
CUST_0199872,2,Everyday Active Transactors
CUST_0199873,0,Young Digital Starters
CUST_0199874,4,High-Value Multi-Product
CUST_0199875,2,Everyday Active Transactors
CUST_0199876,2,Everyday Active Transactors
CUST_0199877,2,Everyday Active Transactors
CUST_0199878,2,Everyday Active Transactors
CUST_0199879,1,Affluent Low-Engagement
CUST_0199880,1,Affluent Low-Engagement
CUST_0199881,2,Everyday Active Transactors
CUST_0199882,0,Young Digital Starters
CUST_0199883,3,At-Risk Declining Activity
CUST_0199884,1,Affluent Low-Engagement
CUST_0199885,1,Affluent Low-Engagement
CUST_0199886,3,At-Risk Declining Activity
CUST_0199887,2,Everyday Active Transactors
CUST_0199888,2,Everyday Active Transactors
CUST_0199889,0,Young Digital Starters
CUST_0199890,3,At-Risk Declining Activity
CUST_0199891,4,High-Value Multi-Product
CUST_0199892,2,Everyday Active Transactors
CUST_0199893,1,Affluent Low-Engagement
CUST_0199894,4,High-Value Multi-Product
CUST_0199895,4,High-Value Multi-Product
CUST_0199896,1,Affluent Low-Engagement
CUST_0199897,0,Young Digital Starters
CUST_0199898,1,Affluent Low-Engagement
CUST_0199899,0,Young Digital Starters
CUST_0199900,0,Young Digital Starters
CUST_0199901,3,At-Risk Declining Activity
CUST_0199902,4,High-Value Multi-Product
CUST_0199903,2,Everyday Active Transactors
CUST_0199904,1,Affluent Low-Engagement
CUST_0199905,1,Affluent Low-Engagement
CUST_0199906,4,High-Value Multi-Product
CUST_0199907,3,At-Risk Declining Activity
CUST_0199908,0,Young Digital Starters
CUST_0199909,4,High-Value Multi-Product
CUST_0199910,2,Everyday Active Transactors
CUST_0199911,1,Affluent Low-Engagement
CUST_0199912,3,At-Risk Declining Activity
CUST_0199913,2,Everyday Active Transactors
CUST_0199914,2,Everyday Active Transactors
CUST_0199915,3,At-Risk Declining Activity
CUST_0199916,1,Affluent Low-Engagement
CUST_0199917,3,At-Risk Declining Activity
CUST_0199918,0,Young Digital Starters
CUST_0199919,2,Everyday Active Transactors
CUST_0199920,2,Everyday Active Transactors
CUST_0199921,0,Young Digital Starters
CUST_0199922,2,Everyday Active Transactors
CUST_0199923,4,High-Value Multi-Product
CUST_0199924,2,Everyday Active Transactors
CUST_0199925,3,At-Risk Declining Activity
CUST_0199926,4,High-Value Multi-Product
