Claim_ID,Policy_Tenure_Months,Premium_Amount,Claim_Amount,Num_Prior_Claims,Claim_Response_Days,Customer_Age,Fraud
903529,108.2,1479.65,3603.38,0,3.4,37,0
903530,59.3,1131.47,4186.01,0,44.8,43,0
903531,5.7,1317.92,5976.33,1,34.4,47,0
903532,28.3,1388.31,6050.08,1,7.2,23,0
903533,35.7,1057.46,1835.36,1,20.9,79,0
903534,79.2,1655.65,3850.29,1,3.0,34,0
903535,36.3,1251.85,5903.09,0,8.3,68,0
903536,2.0,1562.78,1659.7,1,0.6,23,0
903537,122.7,867.83,3636.53,1,24.9,58,0
903538,42.8,535.24,2071.84,2,21.8,46,0
903539,38.7,1861.8,4174.79,0,4.8,77,0
903540,39.4,1219.11,5567.57,0,14.0,26,0
903541,127.1,1055.68,2680.03,2,3.5,30,0
903542,28.2,1137.9,1513.71,2,2.4,39,0
903543,83.2,1976.7,947.63,0,12.5,19,0
903544,18.1,1968.22,4955.99,0,3.3,42,0
903545,126.9,1242.75,5382.59,0,11.0,20,0
903546,11.0,1365.36,7840.93,0,55.2,29,0
903547,1.0,1006.13,2249.02,1,2.5,39,0
903548,22.6,1019.72,572.11,0,7.4,79,0
903549,1.0,771.31,3859.92,0,39.4,78,0
903550,6.9,1471.83,5974.55,1,4.5,41,0
903551,1.0,1129.57,6229.21,1,9.8,33,0
903552,114.0,1212.39,2974.08,0,22.3,69,0
903553,132.6,2067.78,308.89,1,2.6,39,0
903554,13.3,973.99,1066.54,1,1.9,29,0
903555,1.1,704.42,4421.52,0,2.9,21,1
903556,5.4,1678.01,3266.07,0,3.8,61,1
903557,92.5,784.37,2987.9,0,3.9,75,0
903558,129.3,1064.78,3598.59,2,3.1,44,0
903559,65.5,1149.54,3488.83,0,8.7,32,0
903560,45.8,300.0,4326.32,0,0.4,42,0
903561,53.7,1099.78,4800.74,2,0.7,47,0
903562,2.1,1571.26,1278.95,2,2.6,36,0
903563,51.3,866.37,1067.4,0,1.0,43,0
903564,16.0,1184.43,1396.58,0,0.8,20,0
903565,80.8,1397.65,5389.98,1,0.2,71,0
903566,3.3,1468.58,3565.19,0,12.0,47,0
903567,4.7,1448.43,5684.77,0,3.3,43,0
903568,1.5,788.75,5242.11,1,7.2,43,1
903569,47.0,1028.95,100.0,1,1.0,25,0
903570,32.9,354.03,4265.19,0,10.1,23,0
903571,25.4,1919.48,100.0,0,3.7,53,0
903572,14.3,1189.73,5693.8,0,62.3,19,0
903573,2.5,1346.19,3857.16,0,7.1,48,0
903574,4.0,477.65,4074.87,2,1.1,67,1
903575,1.1,1051.7,3555.05,2,3.2,57,0
903576,19.7,737.47,298.49,0,27.5,45,0
903577,29.7,695.73,5378.46,1,23.3,62,1
903578,18.6,1121.54,5259.91,1,5.8,66,0
903579,9.5,1400.11,100.0,0,4.4,40,0
903580,44.1,1135.97,4888.79,0,11.5,58,0
903581,13.1,945.79,4305.1,1,51.6,70,0
903582,13.0,652.43,2192.2,0,12.3,73,0
903583,140.6,1043.11,1438.09,1,1.0,59,0
903584,17.3,1170.55,636.98,2,1.6,36,0
903585,52.2,1042.78,4801.72,0,27.1,19,0
903586,7.4,930.3,3927.42,3,12.8,71,0
903587,53.3,1270.87,2228.9,0,3.1,27,0
903588,99.5,1410.17,100.0,0,18.4,72,0
903589,13.5,334.9,6101.94,0,3.7,46,1
903590,39.2,1360.83,7032.8,0,4.7,32,0
903591,17.5,859.15,4273.52,0,16.7,48,0
903592,9.1,836.9,5726.38,0,4.8,45,0
903593,11.6,1383.33,1485.3,0,10.7,20,0
903594,131.5,1562.31,4822.36,1,26.7,46,0
903595,12.9,516.42,4997.73,0,12.7,18,1
903596,49.5,663.1,5208.52,1,24.8,26,0
903597,4.1,1337.12,4777.38,0,9.2,37,0
903598,2.9,527.29,6432.98,1,7.9,66,1
903599,38.0,1330.67,4131.38,0,12.6,43,0
903600,54.4,2063.05,1508.82,1,15.5,66,0
903601,109.5,499.71,100.0,0,0.8,27,0
903602,50.4,631.63,3419.89,1,6.6,73,0
903603,13.4,2268.15,5660.83,0,4.4,43,0
903604,18.0,808.29,1898.64,1,5.6,32,0
903605,32.2,1495.93,4479.11,0,11.7,20,0
903606,3.1,1383.24,7451.25,0,8.1,34,0
903607,33.5,1295.14,3861.69,1,5.3,62,0
903608,35.4,1437.94,1045.21,0,1.6,33,0
903609,63.3,570.48,3581.7,1,6.7,79,0
903610,52.9,1821.58,671.43,3,0.4,28,0
903611,11.6,1183.98,4454.67,0,3.2,41,0
903612,16.0,597.46,3756.25,2,11.5,66,0
903613,77.7,1667.38,4738.53,0,0.1,22,0
903614,40.4,2456.09,1203.35,1,9.0,63,0
903615,39.1,1398.8,5641.05,0,1.4,69,0
903616,136.4,807.42,4051.1,0,4.3,31,0
903617,114.4,1420.32,100.0,0,1.4,40,0
903618,8.5,697.9,3156.9,1,11.9,72,0
903619,10.7,1761.04,699.53,0,4.0,33,0
903620,72.7,324.45,4790.38,0,3.7,67,1
903621,29.1,702.6,5854.83,0,2.7,54,0
903622,11.2,1668.66,3119.24,0,16.8,70,0
903623,111.2,939.53,619.69,1,1.6,60,0
903624,32.4,1925.15,1663.7,0,20.6,31,0
903625,178.0,1200.88,3189.45,3,65.6,54,0
903626,122.2,1161.51,6139.34,2,4.1,37,0
903627,120.9,754.39,8754.68,1,6.1,47,0
903628,49.3,1279.83,100.0,0,6.6,20,0
903629,34.6,1913.46,4126.04,0,12.5,23,0
903630,8.8,649.24,5624.88,0,3.2,67,0
903631,22.5,937.09,930.56,1,2.2,67,0
903632,31.5,1863.37,2023.54,0,6.8,79,0
903633,100.9,1274.29,10864.63,0,3.6,31,0
903634,132.6,1347.99,8574.22,0,0.7,44,0
903635,28.9,983.58,4888.29,0,8.3,39,0
903636,78.4,679.68,3947.68,2,6.0,67,0
903637,1.0,1924.14,1504.83,0,1.8,28,0
903638,46.0,633.79,4270.11,0,1.7,32,0
903639,21.3,583.26,1948.88,0,14.1,69,0
903640,5.6,1253.69,503.49,0,3.4,27,0
903641,113.9,996.99,1350.45,1,24.5,64,0
903642,14.5,859.21,4735.95,0,13.7,40,0
903643,17.1,1041.33,420.11,1,18.8,59,0
903644,27.3,1544.57,5301.2,1,0.2,25,0
903645,1.2,1244.82,3483.04,0,8.2,77,0
903646,2.9,985.18,5028.37,0,2.8,62,0
903647,31.4,633.65,7112.3,0,31.2,27,1
903648,40.0,1467.1,3078.69,1,13.4,39,0
903649,93.8,2015.27,1009.51,0,2.2,33,0
903650,20.4,809.78,2477.48,2,0.3,44,0
903651,46.2,1060.46,3397.74,1,0.8,78,0
903652,138.6,419.83,6894.29,0,25.7,44,1
903653,45.1,1300.76,7010.01,1,19.6,53,0
903654,5.2,1072.41,1250.99,1,13.2,69,0
903655,63.9,1360.59,2179.55,1,0.5,25,0
903656,35.1,1223.96,6653.5,1,0.2,48,0
903657,15.8,994.03,2154.99,0,16.1,23,0
903658,18.2,627.28,1608.49,1,2.1,62,0
903659,109.2,1407.23,3486.04,3,2.2,23,0
903660,32.1,861.7,178.46,2,9.9,71,0
903661,3.4,1314.7,2555.51,1,6.9,35,0
903662,19.3,1308.59,100.0,1,7.7,29,0
903663,142.7,1521.35,4642.73,0,5.1,32,0
903664,16.6,1385.22,3481.89,1,0.7,65,0
903665,19.3,843.64,3740.66,0,30.0,49,0
903666,3.5,1659.73,100.0,0,9.9,70,0
903667,6.7,1494.43,100.0,2,1.2,37,0
903668,50.6,1727.47,3147.4,0,14.2,43,0
903669,11.5,1474.04,2802.37,2,13.0,48,0
903670,45.7,330.1,4973.94,1,5.4,62,1
903671,73.5,1028.78,3142.33,0,2.8,48,0
903672,24.6,1012.18,1790.02,0,23.5,21,0
903673,41.3,1263.48,5265.06,2,2.2,19,0
903674,47.0,903.67,4366.31,3,6.6,34,0
903675,31.0,2001.3,100.0,0,9.2,59,0
903676,74.0,900.45,4158.99,0,11.2,27,0
903677,85.1,880.31,3223.75,0,12.2,60,0
903678,136.6,2057.11,3541.09,0,8.3,77,0
903679,56.6,1913.82,3396.26,0,36.7,21,0
903680,5.3,675.29,4006.0,0,3.4,24,1
903681,50.1,1008.68,7120.73,0,6.5,62,0
903682,15.9,1807.64,4213.24,1,8.4,63,0
903683,16.9,1128.84,5328.32,2,0.8,72,0
903684,92.9,764.04,100.0,2,4.7,77,0
903685,31.2,1414.94,2770.35,0,0.9,64,0
903686,15.2,1530.51,7498.32,0,3.5,34,0
903687,48.8,674.72,10458.55,0,5.0,58,1
903688,23.4,1274.21,5743.76,0,6.1,56,0
903689,46.6,1104.48,834.2,0,0.8,70,0
903690,18.5,798.48,6643.46,0,4.3,78,0
903691,40.6,1517.19,4503.65,0,34.5,18,0
903692,112.6,751.02,5579.22,0,11.3,64,0
903693,26.6,1852.67,3186.61,0,28.7,27,0
903694,90.8,1332.05,5549.0,0,1.8,74,0
903695,39.9,363.78,6503.54,0,55.6,25,0
903696,58.4,1080.83,100.0,1,1.0,34,0
903697,100.3,1937.77,4728.07,0,0.3,36,0
903698,48.8,1257.54,2582.29,2,12.9,31,0
903699,13.2,1539.55,4679.22,1,2.5,72,0
903700,16.3,1360.92,1997.24,2,1.6,37,0
903701,45.0,1089.03,100.0,0,0.4,58,0
903702,34.5,607.62,4179.59,0,7.2,69,0
903703,23.2,1552.58,2702.23,0,28.3,70,0
903704,7.3,2398.18,4164.35,0,4.7,51,0
903705,3.5,1386.49,4785.81,1,21.4,61,0
903706,29.4,1300.86,1280.08,2,29.4,47,1
903707,49.8,1005.38,2882.93,1,4.6,77,0
903708,8.5,2046.91,517.93,1,16.5,57,0
903709,10.0,834.07,4133.4,0,1.4,77,0
903710,107.6,1592.09,3230.0,1,16.1,59,0
903711,18.7,1346.43,2191.06,0,6.2,35,0
903712,18.3,1166.42,649.81,1,3.5,41,0
903713,23.7,1475.63,4443.54,0,45.1,43,0
903714,6.5,1540.43,3198.63,1,1.2,51,0
903715,46.3,881.18,3670.6,0,5.3,23,0
903716,30.9,1550.11,100.0,1,2.8,49,0
903717,30.3,734.84,9631.28,1,2.2,54,1
903718,119.2,1343.62,1837.42,0,4.0,32,0
903719,51.4,1212.84,3334.29,1,6.1,60,0
903720,132.9,894.1,4467.37,1,7.9,77,0
903721,8.6,1384.09,6897.37,0,10.3,73,0
903722,13.6,1726.27,4099.31,0,3.2,42,0
903723,73.7,1558.22,471.58,1,0.1,32,0
903724,1.0,1248.09,3480.75,0,4.2,48,0
903725,188.0,951.53,4185.49,1,16.7,28,0
903726,10.8,1086.58,4857.19,0,3.3,75,0
903727,51.7,477.27,1176.06,1,2.7,32,0
903728,39.7,1391.54,2051.11,1,0.7,64,0
903729,23.7,1754.02,2977.71,2,6.8,31,0
903730,7.6,884.87,100.0,1,13.5,76,0
903731,5.2,770.36,1914.1,0,15.1,20,0
903732,22.2,766.7,1062.61,0,1.1,38,0
903733,57.4,1441.44,3917.04,0,33.8,70,0
903734,61.5,1278.43,2811.9,1,8.4,30,0
903735,37.6,702.81,2087.15,0,13.0,38,0
903736,23.8,1485.38,100.0,0,29.6,47,0
903737,74.0,1516.92,5257.38,1,17.8,39,0
903738,5.8,911.98,6815.68,2,32.4,57,0
903739,9.8,649.25,3179.59,2,19.9,49,0
903740,28.0,788.69,6620.27,1,1.7,76,0
903741,63.1,1063.98,2826.02,0,6.3,38,0
903742,36.0,1202.11,3704.83,0,39.0,22,0
903743,21.5,993.97,1907.17,1,23.4,47,0
903744,45.9,1234.5,4409.5,0,0.3,48,0
903745,2.2,1136.01,3922.73,0,15.5,63,0
903746,50.1,1874.29,3040.3,0,16.3,77,0
903747,112.9,1063.41,2355.34,0,4.5,55,0
903748,148.5,2002.53,100.0,1,0.7,61,0
903749,39.1,1537.86,5801.35,0,11.5,27,0
903750,71.1,819.24,100.0,0,29.5,77,0
903751,16.0,972.25,2515.87,0,5.3,76,0
903752,20.0,317.77,7830.47,0,16.4,31,1
903753,57.0,1606.25,5986.06,0,12.7,49,0
903754,51.5,1279.98,2962.74,0,2.7,76,0
903755,76.3,1183.98,7439.84,1,14.5,58,0
903756,26.9,1372.56,3605.47,1,0.8,46,0
903757,17.7,1498.32,2184.55,0,2.6,52,0
903758,8.2,1499.65,3396.32,0,5.2,73,0
903759,6.4,865.68,4226.39,0,23.1,21,0
903760,38.6,1049.52,4642.1,2,10.8,61,0
903761,30.5,802.68,100.0,0,7.3,45,0
903762,66.4,608.58,476.17,0,5.8,20,0
903763,2.9,1550.57,1538.99,0,6.2,62,0
903764,11.7,1379.23,4906.17,0,23.4,48,0
903765,29.7,934.89,2115.28,0,0.2,45,0
903766,118.8,1300.44,5735.45,2,2.8,50,0
903767,9.8,1299.05,166.98,2,12.3,32,0
903768,31.6,1339.14,1552.78,0,10.7,70,0
903769,58.0,860.45,3975.26,0,0.0,19,0
903770,2.4,1093.27,4551.52,0,25.4,49,0
903771,41.1,971.59,6077.09,0,1.2,39,0
903772,97.3,300.0,3631.22,3,14.0,71,1
903773,2.2,1226.56,5563.96,0,8.2,46,0
903774,28.3,1008.51,4644.55,1,7.0,69,0
903775,7.2,520.8,1829.83,0,5.5,65,0
903776,127.6,547.98,3859.6,1,0.2,58,0
903777,46.9,869.6,2752.27,0,13.8,24,0
903778,18.8,482.24,3096.87,4,2.4,54,0
903779,57.5,2046.4,1728.49,1,0.7,76,0
903780,5.0,996.17,5046.29,1,4.6,34,1
903781,57.3,1575.09,100.0,3,18.0,37,0
903782,1.7,1331.5,175.98,0,25.3,38,0
903783,35.0,1029.19,5832.2,1,3.4,18,0
903784,34.8,1487.84,980.39,1,3.6,19,0
903785,26.7,1605.7,6924.58,0,26.6,79,0
903786,37.6,908.92,2946.48,0,8.7,21,0
903787,75.6,1014.38,7246.45,1,1.4,53,1
903788,18.3,1726.68,5212.51,1,9.1,38,0
903789,29.9,938.33,2732.31,0,0.8,20,0
903790,34.1,1172.61,3744.22,0,78.1,31,0
903791,43.1,1845.95,5134.91,0,4.2,73,0
903792,12.4,1009.77,905.87,0,15.3,25,0
903793,88.4,1632.34,5822.9,1,10.5,61,0
903794,16.4,323.58,100.0,1,31.9,39,0
903795,20.2,1659.26,4688.76,2,9.6,60,0
903796,111.4,829.07,6818.32,0,5.0,32,0
903797,26.5,1188.59,4657.56,0,2.6,76,0
903798,45.3,462.75,4568.4,2,1.9,53,0
903799,1.2,1491.24,6576.0,1,13.8,66,0
903800,11.3,2155.39,3793.66,1,4.1,55,0
903801,27.2,963.58,2123.96,3,11.0,35,0
903802,7.3,1134.41,4318.24,2,29.3,60,0
903803,78.3,1110.56,7116.55,0,17.2,37,0
903804,4.0,2116.48,2720.51,0,28.3,32,0
903805,36.4,1640.73,6579.24,0,18.2,18,0
903806,49.8,1046.56,3169.5,0,6.1,44,0
903807,27.6,1513.8,1661.74,0,9.1,20,0
903808,107.9,1013.95,2896.65,0,17.1,42,0
903809,40.2,1568.58,2159.91,0,22.3,30,0
903810,3.8,782.2,2731.11,0,20.9,53,0
903811,4.7,1450.8,360.78,0,0.4,66,0
903812,155.6,2359.18,2773.48,3,20.7,44,0
903813,39.7,676.85,4101.44,0,5.7,19,0
903814,1.7,1649.07,7663.52,4,7.5,51,0
903815,55.9,1646.43,4095.71,2,8.6,69,0
903816,15.5,1369.89,4200.86,0,5.6,72,0
903817,30.6,1107.52,2688.46,1,26.5,49,0
903818,1.0,1307.24,7591.82,1,18.2,72,0
903819,12.3,1413.64,260.44,1,16.4,67,0
903820,25.4,1492.44,3392.23,0,30.1,78,0
903821,13.1,1515.48,8238.27,0,5.1,56,0
903822,72.5,1510.86,4533.3,3,13.0,77,0
903823,212.9,1119.58,5105.02,1,3.2,24,0
903824,16.8,1101.0,265.72,0,29.6,48,0
903825,13.9,929.15,2975.89,0,16.6,71,0
903826,15.6,787.96,1247.19,0,0.9,35,0
903827,44.2,1626.02,7823.69,1,7.9,50,0
903828,4.5,1354.47,6523.68,0,1.0,68,1
903829,4.1,836.36,1562.97,0,5.8,74,0
903830,2.9,516.31,4490.31,1,16.4,68,0
903831,68.6,1743.19,7931.26,0,9.9,63,0
903832,109.2,1003.23,100.0,0,2.8,52,0
903833,12.3,1148.36,5086.9,0,4.2,27,0
903834,54.1,2195.68,2289.64,0,2.0,53,0
903835,58.9,1142.5,2394.05,0,0.9,58,0
903836,2.1,952.42,1169.18,1,14.1,40,0
903837,46.1,1194.43,1824.54,3,11.3,21,0
903838,12.5,1551.85,2982.21,2,24.5,27,0
903839,106.5,1763.11,2008.72,0,0.3,60,0
903840,55.3,978.91,100.0,0,0.3,61,0
903841,10.2,1385.96,4965.8,2,10.3,57,0
903842,80.4,1608.85,3421.29,1,12.4,57,0
903843,43.7,879.23,2406.55,1,18.5,66,0
903844,240.0,1368.7,5596.97,0,5.6,35,0
903845,79.5,1032.94,2902.32,2,1.8,35,0
903846,8.3,1286.0,100.0,1,9.9,24,0
903847,11.5,866.32,6608.38,2,2.3,65,0
903848,32.3,668.04,100.0,0,7.9,30,0
903849,16.0,439.94,939.14,2,46.7,29,0
903850,94.7,309.33,5297.87,0,4.1,62,0
903851,58.0,1394.84,100.0,0,5.4,28,0
903852,28.8,1966.52,2323.94,2,3.2,39,0
903853,105.6,644.96,231.28,0,8.1,62,0
903854,18.5,1101.68,337.96,0,0.6,70,0
903855,171.7,1398.62,5462.19,0,8.9,58,0
903856,13.6,1790.46,1679.43,0,19.6,61,0
903857,1.0,446.21,6804.22,1,0.2,24,1
903858,9.5,677.56,4202.74,0,0.2,46,0
903859,58.0,1172.55,4196.54,0,17.2,34,0
903860,7.0,1233.82,4641.48,0,40.0,56,0
903861,57.8,1739.66,2032.18,0,16.4,19,0
903862,74.1,1143.87,2696.52,0,45.8,52,0
903863,14.9,934.54,5887.82,1,1.6,59,0
903864,16.7,995.89,4277.7,2,4.5,78,0
903865,58.8,1666.72,100.0,1,0.2,63,0
903866,33.0,1447.39,1743.62,0,2.7,54,0
903867,4.0,910.61,3080.5,0,2.7,69,0
903868,22.3,825.53,716.48,0,2.1,40,0
903869,16.5,1434.39,5384.79,1,4.7,26,0
903870,70.9,1268.56,4870.18,0,10.7,40,0
903871,51.9,1714.38,1573.18,0,2.7,72,0
903872,13.4,749.89,875.96,2,4.5,57,0
903873,5.1,1105.46,3820.52,0,7.0,73,0
903874,8.2,1843.53,813.16,1,5.6,48,0
903875,12.0,1483.74,1253.63,2,5.1,25,0
903876,10.0,1821.19,5227.7,1,20.6,72,0
903877,21.2,1353.55,7103.96,0,1.1,61,0
903878,1.0,1235.82,4799.26,0,6.5,38,0
903879,3.2,748.57,3051.2,1,6.7,31,0
903880,15.4,377.22,3408.09,0,2.9,76,1
903881,3.0,1497.4,571.48,0,1.5,50,0
903882,67.9,1572.6,1799.06,0,24.9,55,0
903883,23.7,1531.7,1368.33,0,1.3,49,0
903884,88.2,1158.4,5023.24,0,9.9,44,0
903885,20.4,1238.37,4233.14,0,2.2,40,0
903886,77.6,1074.14,100.0,1,10.6,54,0
903887,42.5,1019.09,3020.36,1,5.7,73,0
903888,7.4,1562.37,5213.59,0,3.1,40,0
903889,1.0,598.51,2482.37,2,0.2,62,1
903890,8.4,442.43,4195.26,0,28.0,62,0
903891,81.5,912.12,6462.9,0,10.3,79,0
903892,50.3,1291.04,1871.97,0,3.5,50,0
903893,2.7,845.72,11096.08,0,1.7,22,1
903894,54.9,1656.42,6017.58,0,15.6,63,0
903895,23.2,1248.94,2119.74,0,2.5,64,0
903896,151.5,1011.22,1658.41,1,28.1,54,0
903897,42.7,1164.18,5499.28,1,7.6,65,0
903898,29.0,329.49,3085.77,0,4.9,24,0
903899,34.5,1698.85,6767.71,1,1.5,63,0
903900,2.5,1025.88,100.0,1,0.0,46,0
903901,143.2,593.39,4391.42,1,6.3,21,0
903902,41.0,1202.57,4399.71,1,5.1,60,0
903903,21.6,645.13,6337.05,1,2.0,70,0
903904,1.4,1322.35,100.0,1,11.9,43,0
903905,11.3,1141.88,6624.28,1,29.9,73,0
903906,131.5,479.05,2851.86,1,0.2,47,0
903907,32.9,614.17,3345.04,0,16.2,20,0
903908,168.4,1502.05,4632.86,0,1.4,75,0
903909,19.5,812.67,5442.04,3,0.3,75,0
903910,110.0,1934.06,100.0,0,35.2,72,0
903911,19.4,1538.81,100.0,1,10.7,26,0
903912,13.5,778.18,6432.51,0,1.8,52,0
903913,89.3,1102.56,8607.43,0,3.7,30,0
903914,4.6,937.59,2932.77,0,19.2,28,0
903915,14.2,1257.67,2482.0,0,5.5,53,0
903916,34.4,1185.43,1173.55,2,4.2,40,0
903917,11.3,1508.45,2133.89,0,7.5,26,0
903918,23.9,1395.7,3603.43,0,6.4,71,0
903919,41.6,1373.77,1942.87,0,1.5,33,0
903920,84.0,958.02,1649.39,0,0.7,42,0
903921,33.5,897.33,5830.36,1,1.2,72,0
903922,21.6,580.89,1279.75,0,14.8,67,0
903923,5.3,1027.97,1883.95,0,0.2,71,0
903924,70.5,1479.72,6234.85,0,29.4,69,0
903925,7.4,919.37,3718.73,0,7.9,45,0
903926,10.4,300.0,4117.14,1,4.0,50,1
903927,10.2,1340.88,1755.71,0,23.3,63,0
903928,16.5,675.31,2743.05,0,3.8,39,0
903929,12.6,1176.95,2401.69,1,11.3,40,0
903930,13.1,1025.94,104.57,0,5.0,73,0
903931,6.6,1823.77,2269.58,0,0.5,68,0
903932,11.7,1614.88,1310.51,0,5.2,38,0
903933,56.3,1418.86,5639.65,0,16.0,68,0
903934,122.6,1028.4,4986.6,0,13.1,79,0
903935,42.8,744.34,2545.2,1,17.5,76,0
903936,125.5,1346.56,4462.66,1,4.4,33,0
903937,7.8,889.42,3190.56,1,7.6,47,0
903938,57.9,300.0,6446.12,0,5.3,46,1
903939,3.8,1170.11,4264.72,0,0.6,19,0
903940,45.2,1896.36,2258.15,1,16.6,75,0
903941,63.7,1967.0,6001.45,1,0.7,44,0
903942,91.8,1565.9,8270.08,0,8.9,22,0
903943,11.4,1254.18,777.36,1,10.5,79,0
903944,107.3,1421.78,3078.65,0,19.7,34,0
903945,26.8,1080.6,5145.34,1,3.5,28,0
903946,15.0,1012.24,4404.08,1,3.6,62,1
903947,25.4,1328.43,5197.44,0,1.8,23,0
903948,12.0,949.9,5950.35,0,15.4,45,0
903949,23.3,1043.45,2618.89,1,7.5,28,0
903950,15.4,1139.8,9767.03,0,15.1,44,0
903951,51.0,1321.55,2845.18,0,5.2,43,0
903952,24.8,1050.88,2970.16,0,6.0,64,0
903953,19.4,1461.58,768.95,0,1.8,44,0
903954,10.7,1218.8,3736.6,2,27.2,35,0
903955,12.1,760.57,100.0,0,51.5,49,0
903956,58.8,1660.47,4046.66,0,4.4,79,0
903957,64.2,1200.84,3851.65,0,1.2,58,0
903958,17.6,1684.74,2636.54,0,22.7,55,0
903959,3.0,1327.38,1130.65,0,11.7,27,0
903960,43.3,726.61,9027.42,0,4.9,27,1
903961,9.2,1595.48,3916.72,1,44.8,34,0
903962,7.7,1472.87,1076.8,0,18.1,73,0
903963,1.9,1324.82,2469.67,0,10.2,33,0
903964,13.0,1594.8,3057.53,1,8.2,57,0
903965,14.4,1806.94,3264.34,0,0.3,68,0
903966,26.9,746.32,3701.71,0,0.2,65,1
903967,6.9,1204.94,4188.04,1,45.4,52,0
903968,46.1,1139.72,2754.19,2,0.4,43,0
903969,9.8,710.71,7612.42,0,12.6,76,0
903970,26.9,1059.5,7030.15,0,5.0,42,0
903971,15.2,1636.37,4522.25,2,15.2,25,0
903972,42.8,1531.8,3441.42,1,3.5,53,0
903973,73.3,835.02,4347.01,0,26.5,37,0
903974,20.6,1128.41,3527.13,0,21.2,69,0
903975,16.5,300.0,5230.01,1,1.5,42,1
903976,66.8,1145.97,998.64,1,18.0,59,0
903977,105.1,904.95,1377.27,2,0.8,25,0
903978,178.8,1327.95,9099.58,1,2.3,28,0
903979,12.5,954.31,4718.87,0,2.0,62,0
903980,30.8,1098.62,1139.07,3,6.9,67,0
903981,5.0,1060.7,5117.57,2,9.1,65,0
903982,1.0,425.98,3307.35,0,4.1,21,1
903983,1.0,1213.48,4142.74,1,0.3,44,0
903984,4.9,784.51,2783.89,2,0.9,24,0
903985,103.0,1551.85,5566.4,0,3.1,73,0
903986,42.0,406.1,2681.65,0,19.7,39,1
903987,31.2,1091.13,4387.91,2,21.5,19,0
903988,1.0,855.53,6732.71,1,0.8,23,1
903989,54.8,1526.58,3083.7,1,4.0,54,0
903990,7.2,1822.01,4128.96,2,11.3,63,0
903991,41.7,1821.03,7186.77,1,2.2,24,0
903992,1.6,1307.92,1823.2,0,32.5,50,0
903993,78.8,1324.83,2918.09,0,18.5,27,0
903994,7.0,809.53,8224.36,1,27.3,40,0
903995,11.6,1114.03,6660.28,1,1.7,72,0
903996,2.5,1810.71,1754.85,0,28.2,32,0
903997,6.2,1549.84,2145.01,0,1.2,37,0
903998,2.4,1042.02,2655.43,1,8.2,73,0
903999,104.8,1154.04,3921.34,1,9.4,65,0
904000,63.7,1016.53,2697.59,1,10.4,18,0
904001,41.0,2019.89,100.0,0,19.8,73,0
904002,45.3,1874.21,6105.29,0,1.4,48,0
904003,30.3,2011.37,168.79,2,1.7,47,0
904004,171.7,1553.44,1822.54,0,1.8,69,0
904005,20.9,1183.04,6978.27,2,1.7,35,0
904006,5.2,644.19,2220.57,0,2.4,78,0
904007,51.3,1036.92,1990.51,0,5.8,20,0
904008,72.0,856.82,4971.44,0,0.9,36,0
904009,96.5,1016.72,2913.6,1,19.6,74,0
904010,37.3,1647.5,4268.31,0,1.0,66,0
904011,21.7,1441.95,3826.61,0,3.6,44,0
904012,45.8,1594.44,3790.35,0,6.4,54,0
904013,7.4,1477.85,4210.53,0,0.6,61,0
904014,1.2,1171.11,1304.98,0,16.1,72,0
904015,32.2,1631.77,2416.37,0,11.7,72,0
904016,108.6,1128.82,5444.93,0,5.6,18,0
904017,2.8,1317.58,5426.53,1,10.3,76,0
904018,13.6,1302.06,11927.43,0,7.6,73,0
904019,5.2,1805.7,4080.18,0,6.4,32,0
904020,108.3,1662.33,2599.78,1,11.4,31,0
904021,34.7,1047.03,1614.83,0,48.4,54,0
904022,4.2,932.44,4905.55,1,5.5,29,0
904023,63.7,1216.57,2053.77,0,1.6,61,0
904024,240.0,843.25,8209.44,2,2.3,75,0
904025,10.7,2068.47,4455.41,0,22.0,18,0
904026,25.7,1034.58,3568.51,0,0.1,38,0
904027,14.1,913.59,5235.14,1,3.2,28,0
904028,25.5,950.81,1319.32,0,8.1,44,0
904029,3.0,1508.43,6205.32,0,4.1,44,0
904030,3.1,1535.73,5920.34,1,0.4,57,0
904031,22.9,759.77,8916.49,1,11.2,62,1
904032,60.6,1545.06,1484.16,0,5.6,45,0
904033,26.2,1019.44,3630.52,0,1.7,75,0
904034,45.4,1428.84,6519.12,2,6.2,37,0
904035,1.9,1245.41,2059.03,0,9.3,57,0
904036,22.4,1472.17,2805.33,0,13.9,44,0
904037,13.8,1370.03,4961.89,0,2.1,77,1
904038,1.0,429.21,3758.02,0,10.7,51,0
904039,33.5,1509.87,6474.19,1,26.7,79,0
904040,32.1,817.65,5646.64,0,8.6,69,0
904041,14.2,1123.71,306.55,0,37.6,31,0
904042,7.4,786.77,2600.38,0,33.0,78,0
904043,10.5,802.73,723.62,1,0.9,70,0
904044,39.2,1407.02,6632.19,1,9.2,56,0
904045,12.1,1882.93,4834.01,1,2.3,27,0
904046,93.0,1616.82,854.26,0,17.0,71,0
904047,64.3,1022.58,3348.19,0,15.6,58,0
904048,2.2,1331.8,2438.77,1,6.6,47,0
904049,43.8,1583.37,3175.69,0,7.7,30,0
904050,20.1,815.96,1836.5,0,0.9,27,0
904051,100.4,986.9,3896.9,0,17.5,27,0
904052,4.2,1425.46,100.0,2,1.2,68,0
