Customer_ID,Age,Gender,Marital_Status,Employment_Type,Occupation_Category,Annual_Income,Education_Level,Residential_Status,Years_At_Address,Region,Customer_Since_Days,Credit_Bureau_Score,Delinquency_Count_24m,Bankruptcy_Flag,Num_Credit_Inquiries_6m,Total_Debt,Debt_To_Income_Bureau,Oldest_Credit_Line_Years,Num_Bureau_Tradelines,Secondary_Phone,Alt_Email_Domain,LinkedIn_Verified,Referral_Code,Social_Media_Score,Preferred_Language,Secondary_Address_City,Emergency_Contact_Provided,Marketing_Opt_In_Channel,Employer_Verified_Source
840228,43,Female,Widowed,Salaried,Skilled Trade,82366.88,High School,Rent,6.3,West,17,739.0,1.0,0.0,1.0,34511.09,0.419,0.7,5.0,,,1,,,Spanish,,,,Payroll
840229,23,Male,Married,Salaried,Professional,,Bachelors,Mortgage,2.9,West,845,627.0,1.0,0.0,0.0,6761.86,,21.9,6.0,,,,,,,,,Email,
840230,40,Male,Single,Salaried,Service,32506.59,Bachelors,Rent,21.0,South,1994,545.0,0.0,0.0,4.0,3094.08,0.095,2.7,6.0,,,,,57.6,English,,1,,Payroll
840231,57,Male,Married,Salaried,Sales,16374.12,High School,Own,2.4,South,1815,,,,,,,,,,,1,,,,,0,,
840232,43,Female,Single,Salaried,Service,69130.58,Masters,Mortgage,1.3,Midwest,55,696.0,0.0,0.0,2.0,2314.78,0.033,0.7,3.0,XXX-XXX-8091,,,,,English,,,,
840233,35,Female,Married,Retired,Professional,26032.53,Bachelors,Rent,2.0,South,115,850.0,0.0,0.0,1.0,17083.75,0.656,4.6,2.0,,,0,,42.9,,,1,Email,
840234,57,Male,Married,Student,Service,,Masters,Rent,0.8,South,2230,,,,,,,,,,,,,21.6,,,,,
840235,51,Male,Single,Salaried,Other,66669.52,Bachelors,Living with Family,2.7,South,454,706.0,2.0,0.0,2.0,21352.49,0.32,7.9,6.0,XXX-XXX-1959,,,,,,,,Email,
840236,52,Female,Married,Self-Employed,Sales,,High School,Own,0.5,Midwest,610,637.0,0.0,0.0,1.0,10911.42,,7.0,1.0,XXX-XXX-2801,yahoo,,,,,,0,,
840237,75,Female,Married,Salaried,Sales,55249.22,Bachelors,Mortgage,3.1,Northeast,2192,,,,,,,,,,,0,,,,,,,
840238,61,Male,Married,Self-Employed,Professional,49530.61,High School,Mortgage,1.2,South,18,,,,,,,,,,,,,,English,,0,,
840239,44,Male,Single,Self-Employed,Sales,27596.55,Masters,Own,0.4,Northeast,205,,,,,,,,,,,,REF998363,,English,,0,,
840240,46,Female,Married,Salaried,Professional,35144.07,Masters,Mortgage,2.2,Northeast,3828,,,,,,,,,,,0,,,Spanish,,,,
840241,50,Female,Single,Unemployed,Service,15983.61,High School,Living with Family,3.9,Midwest,23,,,,,,,,,,,,,,,,,,
840242,46,Female,Married,Retired,Sales,,Masters,Mortgage,0.3,West,507,,,,,,,,,,,0,,,,,0,None,
840243,41,Male,Married,Self-Employed,Sales,28965.14,Bachelors,Own,17.0,Northeast,347,,,,,,,,,,,,,,,,,SMS,
840244,52,Male,Single,Salaried,Management,99383.12,High School,Rent,13.7,Northeast,47,736.0,1.0,0.0,2.0,10865.29,0.109,1.1,3.0,,,,,,,,,,
840245,44,Male,Divorced,Unemployed,Service,28157.88,Masters,Rent,4.2,South,138,,,,,,,,,,,,,,,,,,
840246,29,Female,Married,Salaried,Sales,32447.57,Bachelors,Own,11.8,South,3470,,,,,,,,,,,,REF459855,,,,,,
840247,11,Female,Single,Retired,Sales,,Masters,Rent,3.9,Northeast,146,,,,,,,,,,,,,67.5,,,,,
840248,33,Male,Single,Salaried,Service,64263.9,High School,Own,7.4,South,1052,657.0,0.0,0.0,2.0,6667.34,0.104,11.4,5.0,,,,,,,,1,SMS,
840249,38,Female,Married,Salaried,Service,67781.23,Bachelors,Living with Family,6.7,West,3,708.0,0.0,0.0,0.0,21046.38,0.311,1.3,1.0,,,,,,,,,,
840250,39,Female,Single,Salaried,Service,26157.55,High School,Own,0.8,Midwest,4079,733.0,0.0,0.0,1.0,7531.02,0.288,2.9,4.0,,outlook,1,,,,,,None,
840251,35,Female,Single,Salaried,Professional,77674.92,Masters,Rent,0.7,South,484,705.0,0.0,0.0,1.0,4620.95,0.059,3.3,0.0,,,,,,,,,None,
840252,57,Female,Married,Unemployed,Management,,Bachelors,Rent,5.9,South,1806,774.0,1.0,0.0,4.0,21402.47,,1.7,7.0,,,1,,,English,,,,
840253,41,Female,Married,Salaried,Service,57656.46,High School,Mortgage,5.0,Northeast,18,629.0,2.0,0.0,0.0,6789.95,0.118,3.6,6.0,,outlook,,,,,,,,
840254,38,Female,Single,Retired,Professional,45882.76,Bachelors,Own,1.5,Midwest,57,,,,,,,,,,,,,,,,1,,
840255,53,Male,Single,Student,Skilled Trade,2800.24,Bachelors,Rent,2.7,Northeast,1048,685.0,0.0,0.0,0.0,11653.55,4.162,12.4,3.0,,,,,,English,City_A,1,,ThirdParty
840256,37,Female,Married,Unemployed,Other,2320.06,Bachelors,Mortgage,2.0,Northeast,2716,,,,,,,,,,,1,,,English,,1,,
840257,25,Male,Married,Self-Employed,Other,97847.91,High School,Rent,3.1,West,5332,,,,,,,,,XXX-XXX-7570,,0,,,,,1,,
840258,37,Male,Married,Salaried,Professional,101544.46,Masters,Mortgage,6.9,Midwest,1949,742.0,0.0,0.0,2.0,12625.62,0.124,1.2,5.0,,,,,,English,,,,
840259,46,Female,Single,Self-Employed,Professional,,Bachelors,Own,1.1,Northeast,1294,,,,,,,,,,,,REF435467,22.2,,,,None,
840260,37,Male,Single,Salaried,Service,,Bachelors,Rent,6.0,West,954,,,,,,,,,,,,,,,City_C,,,
840261,38,Male,Married,Unemployed,Professional,9189.05,Masters,Mortgage,3.1,Midwest,37,,,,,,,,,,,,,,,,,,
840262,33,Female,Married,Salaried,Other,42461.85,High School,Mortgage,14.1,West,1060,688.0,0.0,0.0,1.0,8481.66,0.2,8.2,6.0,,,1,,,,City_A,,,
840263,28,Other,Single,Salaried,Service,85266.07,High School,Living with Family,11.9,South,2833,850.0,0.0,0.0,0.0,4681.42,0.055,0.5,3.0,XXX-XXX-6092,,,,20.2,,,,,
840264,29,Female,Single,Self-Employed,Service,,High School,Living with Family,0.7,South,598,628.0,0.0,0.0,0.0,1925.42,,3.5,3.0,,outlook,,REF764031,,,,,,
840265,36,Female,Married,Self-Employed,Service,117542.54,Bachelors,Rent,20.4,Midwest,476,742.0,0.0,0.0,1.0,4773.44,0.041,12.7,6.0,,outlook,,,,English,,,,
840266,44,Male,Married,Self-Employed,Professional,32210.58,Masters,Rent,7.5,South,278,,,,,,,,,,,,,,,,,,
840267,51,Male,Single,Salaried,Professional,52818.61,High School,Mortgage,0.8,Northeast,3265,684.0,0.0,0.0,1.0,19054.89,0.361,30.7,2.0,,,,,,English,,0,,
840268,61,Female,Single,Salaried,Professional,,High School,Rent,0.3,West,295,,,,,,,,,,,0,REF434602,,English,,1,None,
840269,51,Male,Single,Unemployed,Service,,Masters,Rent,3.7,West,2100,,,,,,,,,,,,REF815696,,,,,,
840270,44,Female,Single,Salaried,Sales,37045.08,Masters,Mortgage,3.5,South,1852,656.0,0.0,0.0,0.0,9802.9,0.265,11.1,7.0,,,,,,,City_C,,,
840271,20,Male,Divorced,Salaried,Other,28363.83,High School,Own,12.9,Northeast,23,771.0,0.0,0.0,0.0,3195.04,0.113,1.4,4.0,,,,,,,,,,
840272,65,Female,Married,Unemployed,Professional,19977.31,High School,Mortgage,0.7,Midwest,6,,,,,,,,,,,,,,,,,Email,
840273,29,Male,Married,Retired,Sales,31937.55,Masters,Own,0.9,Midwest,1627,719.0,0.0,0.0,3.0,20162.1,0.631,2.8,6.0,,,,,13.8,,,,,
840274,49,Male,Single,Salaried,Skilled Trade,63600.34,Masters,Mortgage,5.5,South,1509,637.0,0.0,0.0,0.0,7114.85,0.112,2.6,3.0,,,,,19.6,,,,,SelfReported
840275,63,Female,Divorced,Salaried,Professional,28818.25,Masters,Living with Family,3.6,South,380,678.0,0.0,0.0,1.0,1455.12,0.05,9.5,7.0,,,,,,,City_B,,,
840276,74,Male,Single,Student,Management,3438.47,High School,Mortgage,1.5,Midwest,2490,,,,,,,,,,,,,,Spanish,,,,
840277,37,Female,Single,Student,Professional,6502.69,High School,Rent,0.7,South,169,,,,,,,,,,,,,,,,,,
840278,39,Female,Divorced,Self-Employed,Professional,73030.54,High School,Own,6.6,Midwest,1946,725.0,0.0,0.0,2.0,44370.41,0.608,10.8,4.0,,,,,,,,,,
840279,28,Other,Single,Salaried,Professional,117768.8,Bachelors,Mortgage,1.2,Northeast,167,,,,,,,,,,,,,91.5,,,,,
840280,34,Male,Single,Unemployed,Service,,Bachelors,Mortgage,3.8,South,343,,,,,,,,,,,,,,English,,0,,
840281,40,Male,Widowed,Salaried,Professional,48438.09,Masters,Mortgage,6.4,South,15,797.0,0.0,0.0,0.0,12820.07,0.265,15.3,3.0,,,,,,,,,,
840282,38,Male,Married,Salaried,Service,116520.36,High School,Own,1.6,West,152,633.0,1.0,0.0,0.0,16372.52,0.141,12.9,3.0,,,,REF133118,,,,,,
840283,51,Male,Married,Retired,Skilled Trade,54875.32,Bachelors,Rent,1.9,West,1422,746.0,1.0,0.0,0.0,50020.75,0.912,0.5,6.0,,,,,,,,,,
840284,47,Male,Single,Student,Sales,,High School,Own,1.8,South,803,702.0,0.0,0.0,2.0,13239.23,,16.2,4.0,,,,REF433352,,,,,,
840285,24,Female,Married,Salaried,Other,166520.02,High School,Rent,4.1,Northeast,491,572.0,0.0,0.0,0.0,3236.61,0.019,0.4,2.0,,,,,,,,,,
840286,60,Female,Married,Salaried,Management,,High School,Mortgage,7.6,Northeast,553,681.0,0.0,0.0,1.0,6922.49,,2.4,4.0,,,,,,,,,,
840287,44,Male,Single,Salaried,Professional,45299.71,High School,Own,2.5,South,1036,,,,,,,,,,,,,,,,,,
840288,23,Female,Single,Student,Service,6206.25,Bachelors,Living with Family,3.2,South,732,742.0,1.0,0.0,2.0,6663.7,1.074,15.3,0.0,,,,,20.7,,,,SMS,
840289,62,Male,Married,Student,Skilled Trade,5195.01,Masters,Rent,0.0,Northeast,807,692.0,0.0,0.0,1.0,6484.3,1.248,22.9,3.0,,,,,,,,,None,
840290,33,Male,Single,Salaried,Service,42329.06,Masters,Rent,7.8,South,273,773.0,0.0,0.0,0.0,17791.01,0.42,6.8,2.0,,,,,,English,,,,
840291,64,Male,Married,Self-Employed,Professional,88810.68,Bachelors,Rent,9.0,Northeast,1582,695.0,2.0,0.0,3.0,19177.63,0.216,9.9,6.0,,,,,,,,,,
840292,50,Female,Married,Salaried,Service,27299.68,High School,Mortgage,0.6,West,19,,,,,,,,,,,,,,Other,,,,
840293,57,Female,Married,Salaried,Skilled Trade,120746.02,Bachelors,Own,1.7,West,1859,566.0,1.0,0.0,0.0,13260.05,0.11,2.0,3.0,,,,,80.8,,,,,
840294,36,Female,Married,Salaried,Sales,21545.82,Bachelors,Rent,16.5,West,4,674.0,0.0,0.0,0.0,29999.81,1.392,2.9,4.0,,,,,,English,,,None,
840295,42,Female,Married,Salaried,Skilled Trade,,Bachelors,Rent,1.1,South,534,,,,,,,,,,,,,,,,,,
840296,20,Male,Single,Salaried,Sales,,Masters,Own,31.2,Northeast,361,722.0,1.0,0.0,2.0,19814.94,,3.4,7.0,,outlook,,,,,,,,
840297,42,Female,Married,Salaried,Sales,,High School,Rent,6.8,South,1012,827.0,1.0,0.0,3.0,10102.02,,36.3,2.0,,,1,REF445703,,,,,None,
840298,55,Male,Single,Salaried,Service,54812.42,Masters,Mortgage,18.4,South,2002,,,,,,,,,,,,,,,,,,
840299,16,Male,Married,Salaried,Management,145589.94,High School,Living with Family,21.3,South,1268,544.0,0.0,0.0,1.0,41810.67,0.287,1.6,6.0,,,,,58.6,,,,,
840300,33,Male,Married,Salaried,Service,70217.13,High School,Own,0.0,Midwest,290,,,,,,,,,,,,,,,,0,,
840301,26,Male,Married,Retired,Other,24023.1,Bachelors,Mortgage,1.6,Midwest,4625,606.0,0.0,0.0,0.0,4498.68,0.187,13.5,2.0,,,,,,English,,,,
840302,38,Female,Single,Salaried,Sales,16095.03,Bachelors,Living with Family,15.5,South,319,,,,,,,,,,,,,,,City_D,,,
840303,50,Male,Married,Self-Employed,Service,,High School,Own,4.2,Midwest,1553,767.0,0.0,0.0,1.0,10033.14,,34.6,4.0,,,,,,,,1,,SelfReported
840304,65,Female,Single,Student,Skilled Trade,,Bachelors,Own,1.4,South,1127,700.0,0.0,0.0,3.0,53525.43,,8.4,4.0,,,,REF784175,,,,,SMS,
840305,8,Female,Single,Salaried,Skilled Trade,56773.11,Masters,Rent,0.9,West,1502,646.0,1.0,0.0,0.0,25096.68,0.442,7.3,3.0,,,,,,,,,,
840306,30,Male,Divorced,Salaried,Sales,25001.83,Bachelors,Own,0.3,Midwest,1636,,,,,,,,,,,,,,English,City_B,,,
840307,28,Other,Single,Retired,Sales,,Bachelors,Mortgage,5.2,West,482,768.0,0.0,0.0,0.0,7008.77,,10.2,6.0,,,,,,,City_C,,,SelfReported
840308,58,Male,Married,Salaried,Service,12626.96,Bachelors,Rent,2.4,Midwest,4654,638.0,1.0,0.0,2.0,4863.6,0.385,2.3,4.0,,,,,,English,,0,,
840309,34,Male,Single,Self-Employed,Sales,,High School,Living with Family,2.4,Northeast,1593,647.0,0.0,0.0,1.0,10161.33,,2.4,5.0,,,,,,,,,,
840310,64,Female,Single,Salaried,Skilled Trade,73339.94,Masters,Living with Family,3.3,West,409,,,,,,,,,,yahoo,,,,,,,,
840311,54,Male,Married,Salaried,Other,178897.32,Bachelors,Mortgage,9.0,West,3,611.0,0.0,0.0,0.0,6002.09,0.034,8.8,3.0,,,,,,,City_A,,,
840312,55,Female,Single,Salaried,Professional,70790.07,Masters,Rent,3.9,South,6,,,,,,,,,,,,,,,City_C,,,Payroll
840313,14,Female,Married,Retired,Management,47268.03,Bachelors,Own,1.2,Midwest,1451,,,,,,,,,,,,,,,,,Email,SelfReported
840314,73,Male,Married,Retired,Skilled Trade,24878.67,Bachelors,Own,1.5,West,708,,,,,,,,,XXX-XXX-1430,,,REF458666,56.7,,,0,Email,
840315,47,Male,Married,Salaried,Management,,Bachelors,Own,6.0,Midwest,1889,618.0,0.0,0.0,1.0,18652.48,,2.1,7.0,XXX-XXX-3155,,,,,,,,,
840316,19,Male,Single,Self-Employed,Service,41062.74,High School,Mortgage,5.4,Northeast,1369,585.0,3.0,0.0,2.0,2790.05,0.068,1.2,3.0,,,,,,,,,,
840317,13,Female,Married,Salaried,Other,33098.98,Bachelors,Living with Family,1.3,Midwest,903,632.0,2.0,0.0,0.0,48501.63,1.465,11.3,4.0,,,,,22.2,English,,,,
840318,61,Male,Single,Student,Skilled Trade,,Bachelors,Own,4.9,West,1598,,,,,,,,,,,,,,English,,,,Payroll
840319,13,Female,Single,Salaried,Service,,High School,Own,0.7,South,1123,612.0,1.0,0.0,1.0,33547.85,,0.1,1.0,,,0,,,,,,,
840320,26,Male,Single,Self-Employed,Sales,97760.64,Bachelors,Mortgage,4.6,Northeast,1816,698.0,0.0,0.0,1.0,82494.18,0.844,13.9,2.0,,,,,,English,,,Email,
840321,45,Female,Single,Retired,Service,31333.93,Masters,Rent,2.2,South,523,645.0,0.0,0.0,1.0,6515.23,0.208,2.5,6.0,,,,,,English,City_C,,,
840322,56,Male,Single,Salaried,Management,53848.63,High School,Own,0.5,South,2461,740.0,1.0,0.0,0.0,15325.01,0.285,6.2,2.0,,,,,87.2,,,,,
840323,26,Female,Married,Salaried,Skilled Trade,153909.5,Bachelors,Mortgage,1.4,Midwest,402,692.0,0.0,0.0,1.0,5468.16,0.036,4.4,2.0,,,,,49.9,English,,,,
840324,63,Male,Married,Salaried,Service,67619.17,Bachelors,Rent,1.5,Northeast,168,,,,,,,,,,,,REF803878,45.8,,,,,
840325,46,Female,Widowed,Salaried,Skilled Trade,51859.74,Bachelors,Rent,0.4,South,176,,,,,,,,,,,,,,,,0,,
840326,36,Female,Married,Salaried,Professional,22854.0,High School,Own,9.7,Northeast,1477,611.0,0.0,0.0,1.0,4476.29,0.196,7.7,1.0,XXX-XXX-5472,gmail,0,REF854050,,English,,,,
840327,47,Male,Married,Student,Service,6577.63,Bachelors,Rent,9.5,Northeast,163,734.0,0.0,0.0,3.0,8029.31,1.221,0.8,3.0,,,,REF987188,,,,,,
840328,47,Male,Married,Unemployed,Professional,8193.12,Bachelors,Own,2.6,Midwest,2595,,,,,,,,,,other,0,,,English,,0,,
840329,51,Female,Married,Salaried,Sales,63262.3,Masters,Mortgage,4.8,West,473,698.0,1.0,0.0,1.0,5368.22,0.085,27.2,3.0,,,,,,Spanish,,,Email,
840330,45,Male,Married,Student,Service,8530.63,Doctorate,Own,2.2,Northeast,162,,,,,,,,,,,,,,,,0,,
840331,42,Male,Single,Salaried,Skilled Trade,67404.97,High School,Own,16.0,West,1402,670.0,0.0,0.0,2.0,9260.47,0.137,5.5,3.0,,other,,,,,,0,,
840332,39,Male,Divorced,Retired,Service,67950.24,Bachelors,Rent,4.1,Midwest,1186,,,,,,,,,,,,,,,,,,
840333,23,Female,Widowed,Salaried,Professional,71663.05,Bachelors,Mortgage,1.2,West,627,793.0,0.0,0.0,1.0,2120.11,0.03,16.3,6.0,,,,REF771884,,,,,None,
840334,32,Female,Divorced,Retired,Sales,58167.01,Masters,Living with Family,0.9,South,381,,,,,,,,,,,,,,,,,,
840335,38,Female,Widowed,Salaried,Management,21971.21,Masters,Mortgage,1.3,Northeast,295,639.0,0.0,0.0,1.0,22844.77,1.04,8.7,4.0,,,,,,,,,,
840336,48,Other,Single,Retired,Service,26412.67,Bachelors,Own,6.1,South,2716,,,,,,,,,,,,,,English,,,Email,
840337,37,Male,Divorced,Salaried,Service,43122.88,Bachelors,Own,4.1,Midwest,884,,,,,,,,,,,,,91.7,,,0,,
840338,42,Female,Divorced,Salaried,Professional,,Bachelors,Own,5.3,West,655,709.0,0.0,0.0,1.0,19521.86,,16.0,3.0,XXX-XXX-5512,,,,,,,,,
840339,36,Female,Widowed,Unemployed,Other,7953.71,High School,Rent,9.6,West,610,,,,,,,,,,,0,,,,,,,
840340,32,Female,Single,Salaried,Sales,30247.75,Masters,Own,2.6,West,2878,,,,,,,,,,,0,REF874674,,,,,,
840341,38,Male,Single,Salaried,Professional,80586.48,Bachelors,Mortgage,1.1,West,2279,,,,,,,,,,,,,,,,,,
840342,29,Female,Married,Salaried,Skilled Trade,89470.12,Masters,Living with Family,4.7,West,136,,,,,,,,,XXX-XXX-6256,,,,,English,,,Email,
840343,70,Male,Married,Salaried,Service,51419.87,Bachelors,Mortgage,1.4,South,1130,,,,,,,,,,,,,,,,,,
840344,55,Male,Married,Self-Employed,Sales,23313.66,Bachelors,Own,10.1,South,451,,,,,,,,,,,,,,,,,,
840345,43,Male,Single,Salaried,Service,76737.46,Bachelors,Rent,1.8,South,585,,,,,,,,,,other,,,,,,,,
840346,56,Male,Married,Salaried,Service,96424.34,Bachelors,Mortgage,9.4,West,384,665.0,3.0,0.0,4.0,8534.76,0.089,0.5,3.0,,,,,,Spanish,,,,
840347,54,Female,Divorced,Salaried,Service,,High School,Mortgage,0.2,Midwest,246,,,,,,,,,,,,REF234749,,,,,,
840348,26,Female,Divorced,Retired,Sales,18209.84,High School,Own,16.2,South,215,730.0,0.0,0.0,2.0,4195.48,0.23,10.6,4.0,,other,,,,,,,,
840349,51,Male,Divorced,Salaried,Professional,286996.63,High School,Mortgage,0.2,South,1328,606.0,0.0,0.0,1.0,13972.29,0.049,3.1,4.0,,,,,6.9,English,,,,
840350,42,Male,Married,Unemployed,Sales,8650.27,High School,Rent,0.1,Northeast,1326,,,,,,,,,,,,,,,,,,
840351,25,Female,Married,Salaried,Professional,55917.01,Masters,Living with Family,5.9,Northeast,2486,,,,,,,,,,gmail,,,,,,,,SelfReported
840352,34,Male,Married,Self-Employed,Professional,85571.68,High School,Rent,3.9,Northeast,268,730.0,0.0,0.0,1.0,8022.5,0.094,9.6,7.0,,,,,,,,,,ThirdParty
840353,43,Male,Married,Salaried,Service,47036.07,Bachelors,Rent,1.5,South,435,,,,,,,,,,,,,,,,,,
840354,72,Male,Married,Retired,Sales,22465.96,High School,Own,12.3,Northeast,300,716.0,0.0,0.0,2.0,12269.74,0.546,11.2,7.0,,,,,22.2,,,,,
840355,55,Male,Single,Salaried,Other,40934.41,Bachelors,Rent,6.0,West,66,630.0,0.0,0.0,2.0,16047.74,0.392,3.7,4.0,,,,REF275897,,,,,,
840356,35,Male,Single,Unemployed,Other,10382.61,High School,Mortgage,0.7,South,154,,,,,,,,,,,,,,,,,,
840357,43,Male,Widowed,Self-Employed,Management,71801.28,High School,Living with Family,19.8,South,418,705.0,0.0,0.0,1.0,25516.51,0.355,4.3,2.0,,,,,,,,,,
840358,60,Male,Divorced,Self-Employed,Professional,78550.29,Bachelors,Rent,13.6,South,1712,,,,,,,,,,,,,,,,,None,
840359,28,Female,Single,Retired,Skilled Trade,,Masters,Rent,7.4,South,169,618.0,2.0,0.0,0.0,14015.17,,2.7,3.0,XXX-XXX-1628,,,REF513869,,English,,0,,
840360,52,Female,Married,Salaried,Management,120209.43,High School,Living with Family,0.1,South,81,777.0,0.0,0.0,1.0,4249.37,0.035,10.6,5.0,,,,,,,,,,
840361,39,Male,Widowed,Salaried,Sales,114852.09,Masters,Own,11.2,Northeast,1411,764.0,0.0,0.0,2.0,5321.65,0.046,16.5,3.0,,,,,,,,0,,
840362,61,Female,Married,Salaried,Management,55336.38,Masters,Living with Family,4.2,Northeast,1515,,,,,,,,,,,,,96.0,,,0,,
840363,48,Male,Married,Salaried,Management,63577.31,Bachelors,Mortgage,7.1,South,1777,,,,,,,,,,,,,,,,,,
840364,45,Female,Married,Salaried,Management,44748.82,Bachelors,Own,2.8,West,16,641.0,0.0,0.0,4.0,7839.12,0.175,4.1,7.0,,,0,,,English,,1,,
840365,49,Male,Married,Salaried,Sales,47232.04,Masters,Rent,5.6,West,2486,552.0,0.0,0.0,2.0,18944.84,0.401,12.0,5.0,XXX-XXX-4060,,,,,English,,,,
840366,46,Male,Single,Retired,Skilled Trade,,Masters,Own,8.6,South,364,,,,,,,,,,other,0,,,,,,,
840367,33,Female,Single,Retired,Professional,42186.34,Bachelors,Rent,9.7,Northeast,1346,740.0,0.0,0.0,2.0,9046.93,0.214,2.5,6.0,XXX-XXX-2992,,,,,,City_B,,SMS,SelfReported
840368,52,Female,Married,Self-Employed,Professional,44971.41,Bachelors,Mortgage,7.4,South,575,764.0,1.0,0.0,1.0,28384.73,0.631,1.0,6.0,,outlook,,,,English,,,,
840369,33,Female,Widowed,Self-Employed,Service,209524.11,Bachelors,Living with Family,11.0,Midwest,44,678.0,0.0,0.0,0.0,1647.93,0.008,2.2,4.0,,,,,1.6,Spanish,,,SMS,
840370,34,Female,Married,Salaried,Skilled Trade,103213.35,High School,Own,0.5,South,130,745.0,1.0,0.0,0.0,1997.86,0.019,2.6,4.0,,,,,92.1,English,,,,
840371,41,Male,Married,Retired,Management,36979.06,Bachelors,Own,4.3,Midwest,462,713.0,2.0,0.0,0.0,14414.45,0.39,3.0,7.0,XXX-XXX-8202,,,,,Spanish,,,,
840372,41,Other,Widowed,Retired,Skilled Trade,33006.31,Bachelors,Living with Family,9.6,Midwest,2471,,,,,,,,,,other,,REF189147,,Spanish,City_A,,Email,
840373,41,Female,Married,Salaried,Sales,117722.26,Masters,Rent,2.1,West,2,667.0,0.0,0.0,0.0,6419.73,0.055,7.7,5.0,,,,REF898665,,English,,,,
840374,52,Male,Single,Salaried,Professional,84118.61,Bachelors,Mortgage,2.9,West,4791,637.0,0.0,0.0,2.0,15079.33,0.179,2.1,3.0,,,,,,,,,,
840375,22,Other,Single,Salaried,Sales,52118.57,High School,Mortgage,18.3,South,806,674.0,0.0,0.0,1.0,13407.24,0.257,1.7,6.0,,,,,,,,,,
840376,28,Male,Married,Salaried,Management,33290.31,High School,Rent,1.8,Northeast,1325,,,,,,,,,,,,,58.1,,,0,,
840377,62,Female,Married,Salaried,Sales,,Masters,Rent,1.4,West,6370,,,,,,,,,,,1,,,,,,None,
840378,46,Female,Single,Retired,Service,60028.3,Bachelors,Own,1.6,Midwest,492,707.0,0.0,0.0,1.0,11306.94,0.188,1.8,3.0,,,1,,8.9,,,,,
840379,30,Female,Divorced,Self-Employed,Service,21839.02,Doctorate,Mortgage,6.1,Northeast,11,,,,,,,,,,,,,,English,,,,
840380,47,Male,Married,Salaried,Professional,222667.74,Bachelors,Own,0.7,West,555,,,,,,,,,,,,,,,,,,
840381,42,Male,Single,Self-Employed,Service,83084.11,Bachelors,Rent,4.3,Midwest,1151,,,,,,,,,,,,,0.4,English,,,,
840382,37,Female,Single,Retired,Skilled Trade,19672.17,Masters,Rent,10.1,South,314,,,,,,,,,,,,,,,,,,
840383,52,Female,Married,Salaried,Service,54214.57,High School,Mortgage,1.5,South,1293,,,,,,,,,,gmail,,,,,,1,None,
840384,37,Male,Married,Salaried,Management,25694.83,Doctorate,Rent,10.4,Northeast,1383,,,,,,,,,,,,,,,,,,
840385,52,Male,Divorced,Retired,Sales,18694.87,Bachelors,Rent,0.4,Midwest,285,,,,,,,,,,,0,,,,,,,
840386,20,Male,Married,Salaried,Professional,132285.14,High School,Mortgage,3.2,South,2632,634.0,0.0,0.0,2.0,6195.25,0.047,6.1,2.0,,,,REF244231,,English,,,,
840387,56,Other,Married,Student,Service,5232.6,Bachelors,Rent,1.7,Midwest,432,,,,,,,,,,,,REF542355,,Spanish,,,,
840388,32,Female,Single,Retired,Sales,,Masters,Mortgage,6.5,Midwest,500,702.0,1.0,0.0,0.0,9398.22,,0.3,2.0,,,,,,,,,,
840389,53,Male,Married,Self-Employed,Sales,50241.42,Masters,Own,5.2,Midwest,610,,,,,,,,,,,,REF879850,,,,,,
840390,52,Female,Single,Retired,Sales,18390.57,High School,Mortgage,3.2,Midwest,4,584.0,0.0,0.0,2.0,4414.86,0.24,2.6,7.0,XXX-XXX-5602,,,,,,,1,,
840391,25,Female,Divorced,Salaried,Management,22929.29,Bachelors,Rent,6.0,Northeast,654,,,,,,,,,,,,,56.7,English,,1,,
840392,37,Male,Divorced,Salaried,Sales,125507.53,Bachelors,Own,1.3,West,25,608.0,0.0,0.0,4.0,7736.43,0.062,5.6,3.0,,,,,,,,,SMS,
840393,40,Female,Married,Retired,Service,15783.06,Bachelors,Mortgage,6.4,South,86,,,,,,,,,,,0,,,,,0,,
840394,34,Male,Divorced,Salaried,Service,,Masters,Own,1.6,South,2828,580.0,0.0,0.0,1.0,3522.86,,12.2,5.0,,,0,,,,,0,,SelfReported
840395,48,Female,Widowed,Retired,Sales,16885.48,Bachelors,Own,5.4,Northeast,856,478.0,0.0,0.0,1.0,27861.76,1.65,0.3,5.0,,,,,,,,,,
840396,48,Male,Married,Self-Employed,Other,102119.6,High School,Mortgage,6.2,South,14,769.0,0.0,0.0,1.0,4703.62,0.046,3.3,1.0,,,,,98.4,,,,,SelfReported
840397,31,Male,Divorced,Self-Employed,Management,,Doctorate,Rent,10.8,Midwest,893,,,,,,,,,,gmail,,,,,,1,,
840398,45,Male,Widowed,Self-Employed,Sales,59222.61,Bachelors,Rent,11.9,Northeast,634,,,,,,,,,,,,,,,,,,
840399,44,Female,Married,Salaried,Service,23795.66,Bachelors,Own,0.4,West,19,767.0,0.0,0.0,0.0,7524.86,0.316,7.1,7.0,,,,,,,,,,
840400,50,Male,Single,Self-Employed,Management,25690.85,High School,Own,9.7,Midwest,1839,,,,,,,,,,,,,,,,0,,
840401,44,Male,Married,Student,Professional,3761.3,High School,Own,7.0,Midwest,679,,,,,,,,,,yahoo,,,9.0,,,,,
