Customer_ID,Is_Fraud,Num_Devices_90d,New_Device_Flag,Failed_Login_Count_24h,Login_Count_24h,Session_Duration_Avg_Sec,IP_Country_Mismatch_Flag,Distance_From_Home_Km,Password_Reset_Count_90d,Browser_Change_Flag,VPN_Detected_Flag,Transaction_Amount,Transaction_Channel,Merchant_Category,Merchant_Risk_Score,Is_Foreign_Transaction,Transaction_Hour,Is_Weekend,Time_Since_Last_Transaction_Min,Transaction_Currency,Card_Present_Flag
851665,0,2.0,0,0,3,233.9,0,0.47,1,0.0,0.0,73.82,Online,Utilities,13.1,0,4,0,131.4,USD,0
851666,0,,0,0,4,,0,3.35,0,,,29.11,POS,Cash Advance,28.0,0,0,0,3.7,USD,0
851667,0,,0,0,2,265.1,0,0.98,0,,,30.33,POS,Restaurant,58.8,0,10,0,122.5,USD,0
851668,0,,0,0,1,,0,15.67,0,,,35.96,ATM,Grocery,54.2,0,1,0,197.2,USD,1
851669,0,,0,0,4,,0,22.98,0,,,82.99,POS,Electronics,24.2,0,5,0,118.6,USD,1
851670,0,1.0,1,0,2,203.1,0,9.78,1,,0.0,28.36,Online,Grocery,42.2,0,22,0,91.9,USD,0
851671,0,1.0,0,0,1,250.2,0,17.96,0,0.0,1.0,45.12,Online,Electronics,42.2,0,10,0,341.2,USD,1
851672,0,,0,0,1,176.6,0,3.26,0,,,35.85,POS,Restaurant,83.4,0,3,0,81.5,USD,0
851673,0,,0,0,2,,1,0.5,0,,,375.88,ATM,Grocery,44.9,1,8,0,33.9,Foreign,0
851674,0,2.0,1,0,1,340.4,1,4.57,0,0.0,,2.0,Online,Electronics,55.8,1,17,1,27.0,Foreign,0
851675,0,,0,0,1,,0,10.01,0,,,44.02,POS,Cash Advance,20.9,0,17,0,149.1,USD,0
851676,0,,0,0,4,,0,44.84,0,,,128.69,POS,Grocery,25.6,0,5,0,113.7,USD,1
851677,0,,1,1,0,329.5,0,2.09,1,,,162.22,POS,Online Retail,21.3,0,11,0,110.8,USD,0
851678,0,,0,1,3,,0,9.83,0,,0.0,62.26,ATM,Utilities,17.7,0,11,0,122.9,USD,0
851679,0,3.0,0,0,4,112.1,0,5.87,0,0.0,0.0,203.44,Online,Utilities,28.1,0,19,1,84.4,USD,1
851680,0,4.0,0,0,1,58.9,0,16.84,0,0.0,0.0,43.34,Online,Travel,43.7,0,2,1,53.4,USD,0
851681,0,,0,0,1,,0,3.47,0,,,32.92,POS,Grocery,21.6,0,23,0,138.6,USD,0
851682,0,,0,0,0,,0,0.07,0,,,23.89,ATM,Grocery,33.8,0,3,1,0.8,USD,1
851683,0,,0,0,0,186.5,0,3.5,0,,0.0,386.41,POS,Grocery,61.8,0,0,0,519.4,USD,1
851684,0,3.0,0,0,0,332.9,0,5.99,1,0.0,1.0,12.07,Online,Other,15.5,0,14,0,328.7,USD,0
851685,0,4.0,0,1,2,338.1,0,7.41,0,0.0,0.0,220.84,Online,Utilities,21.5,0,23,0,134.8,USD,1
851686,0,2.0,1,0,4,278.2,0,18.74,0,1.0,0.0,80.85,International,Online Retail,33.0,0,13,0,128.5,USD,0
851687,0,,0,0,0,,0,16.99,0,,,30.05,ATM,Electronics,20.0,0,8,0,107.8,USD,1
851688,0,,0,0,1,,0,2.86,0,,,9.1,ATM,Utilities,18.6,0,21,0,88.0,USD,1
851689,0,3.0,1,2,5,132.6,0,7.33,0,0.0,0.0,113.4,Online,Restaurant,7.5,1,1,1,189.1,Foreign,0
851690,0,1.0,0,0,1,222.2,0,3.63,0,0.0,1.0,41.16,Online,Restaurant,33.7,0,8,1,115.8,USD,1
851691,0,1.0,0,0,2,337.0,0,6.22,1,0.0,0.0,41.33,Online,Online Retail,27.8,0,0,1,78.7,USD,0
851692,0,2.0,0,0,0,231.9,0,7.49,0,1.0,0.0,26.6,Online,Online Retail,53.1,0,11,0,275.6,USD,0
851693,0,2.0,0,0,1,132.8,0,1.97,0,0.0,1.0,52.29,Online,Grocery,32.7,0,1,0,218.4,USD,1
851694,0,2.0,0,1,0,325.4,0,2.95,1,0.0,0.0,10.4,Online,Restaurant,28.7,0,14,0,444.7,USD,1
851695,0,,0,0,2,,0,3.64,0,,,88.9,POS,Travel,15.9,0,4,0,105.5,USD,1
851696,0,2.0,1,1,0,,0,3.71,1,,,130.61,POS,Restaurant,8.5,0,8,0,100.9,USD,0
851697,0,,0,0,1,,0,2.13,0,,,278.3,POS,Electronics,27.1,0,22,0,3.6,USD,1
851698,0,1.0,0,1,0,338.5,0,1.91,0,0.0,0.0,96.75,Online,Travel,30.3,1,19,0,323.4,Foreign,1
851699,0,4.0,0,0,0,206.0,0,5.29,0,0.0,0.0,31.4,Online,Online Retail,37.4,0,8,1,8.0,USD,1
851700,0,2.0,0,0,1,280.3,0,0.46,0,0.0,0.0,3585.78,Wire,Online Retail,19.4,0,2,0,275.1,USD,1
851701,0,1.0,0,0,1,200.2,0,16.45,0,0.0,0.0,24.11,Online,Restaurant,25.9,1,9,0,46.2,Foreign,1
851702,0,4.0,0,0,2,180.4,0,14.19,0,0.0,0.0,49.02,International,Grocery,45.4,0,9,0,59.4,USD,1
851703,0,2.0,0,0,2,349.9,0,3.11,0,0.0,0.0,71.72,Online,Grocery,18.1,0,12,0,349.3,USD,0
851704,0,,0,0,0,238.7,0,12.44,1,,,17.02,POS,Travel,34.2,0,9,1,164.2,USD,0
851705,0,,0,1,1,,0,8.92,0,,,20.96,ATM,Electronics,51.8,0,14,1,240.7,USD,1
851706,0,1.0,0,0,1,322.4,0,0.45,0,0.0,0.0,146.14,Online,Travel,37.5,0,3,1,79.0,USD,0
851707,1,3.0,0,2,1,344.1,1,55.0,0,0.0,1.0,193.41,Online,Online Retail,69.6,1,3,0,229.6,Foreign,1
851708,0,,1,0,3,,0,2.42,0,,,44.05,POS,Cash Advance,12.9,0,5,0,56.3,USD,1
851709,0,,0,0,1,,0,14.67,0,,,95.63,POS,Restaurant,15.3,0,1,0,334.2,USD,1
851710,0,5.0,1,0,1,145.8,0,10.85,0,0.0,0.0,75.95,Online,Grocery,47.7,1,14,0,38.7,Foreign,1
851711,0,,0,0,2,,0,5.28,0,,,51.72,POS,Electronics,20.0,0,10,0,210.0,USD,1
851712,0,2.0,1,1,2,273.9,0,1.37,1,0.0,0.0,27.65,Online,Grocery,17.4,0,1,1,31.6,USD,0
851713,0,,0,0,6,,0,2.92,0,0.0,,169.28,POS,Online Retail,9.5,0,2,0,52.5,USD,0
851714,0,,0,0,2,,0,3.28,0,,,17.44,ATM,Online Retail,38.5,0,0,0,52.3,USD,0
851715,0,1.0,0,0,0,225.8,0,1.06,0,0.0,0.0,14.26,Wire,Online Retail,47.8,0,20,0,683.7,USD,1
851716,0,1.0,1,0,2,265.4,0,0.46,0,0.0,0.0,25.48,Wire,Other,13.8,0,1,0,412.4,USD,1
851717,0,2.0,0,0,1,297.5,0,4.31,0,,,120.91,POS,Restaurant,28.8,0,9,0,475.1,USD,1
851718,0,2.0,0,1,3,333.1,0,13.74,0,0.0,0.0,17.42,Online,Electronics,11.2,0,4,1,21.0,USD,0
851719,0,,1,0,3,,1,18.3,0,,0.0,144.66,ATM,Cash Advance,23.8,1,10,0,125.3,Foreign,1
851720,0,,0,0,1,,0,1.56,0,,0.0,91.04,POS,Cash Advance,6.5,0,13,0,311.7,USD,1
851721,0,,0,0,4,,0,0.09,0,,,17.07,POS,Restaurant,30.1,0,10,1,268.2,USD,0
851722,0,,0,0,2,,0,0.17,1,,,86.32,POS,Travel,20.1,0,8,0,902.5,USD,0
851723,0,3.0,0,0,1,,0,4.76,0,,,28.49,ATM,Online Retail,15.4,0,8,0,75.8,USD,1
851724,0,,0,0,1,,0,3.27,0,,0.0,33.45,ATM,Online Retail,7.4,0,16,0,126.9,USD,1
851725,0,4.0,0,0,3,374.8,0,4.47,0,0.0,0.0,98.41,Online,Utilities,28.5,0,4,1,135.7,USD,1
851726,0,,0,0,5,,0,11.41,0,,,109.96,ATM,Online Retail,11.0,0,2,0,266.2,USD,1
851727,0,1.0,0,0,1,193.7,0,0.38,0,0.0,0.0,41.79,Online,Utilities,50.5,0,9,1,47.2,USD,0
851728,1,1.0,0,0,2,221.1,0,28.23,0,1.0,1.0,4596.72,Online,Grocery,31.8,0,12,1,312.9,USD,0
851729,0,2.0,0,0,1,200.7,0,4.99,0,0.0,0.0,50.13,Online,Grocery,31.2,0,2,1,25.2,USD,1
851730,0,,0,0,1,,0,3.43,1,,,43.88,POS,Electronics,35.9,0,2,0,189.8,USD,1
851731,0,3.0,1,1,1,,0,8.38,1,0.0,,3.75,POS,Restaurant,42.9,0,4,0,143.7,USD,0
851732,0,3.0,0,0,2,283.9,0,5.33,0,0.0,0.0,94.91,Online,Restaurant,40.1,0,9,0,396.0,USD,0
851733,0,1.0,1,0,1,420.9,0,2.71,2,1.0,1.0,122.96,Online,Grocery,52.6,0,22,0,202.6,USD,1
851734,0,,0,0,2,,0,6.08,0,,,24.94,ATM,Grocery,44.6,0,1,0,36.1,USD,0
851735,0,3.0,0,0,1,,0,0.64,0,,,38.39,POS,Online Retail,9.2,0,21,0,112.7,USD,0
851736,0,,0,0,3,,0,6.17,1,,,122.37,ATM,Grocery,42.5,0,3,0,28.1,USD,1
851737,0,,0,1,3,,0,7.03,0,,0.0,75.72,POS,Restaurant,16.0,0,4,0,95.2,USD,1
851738,0,1.0,1,1,0,98.3,0,1.83,0,0.0,0.0,391.08,International,Cash Advance,52.7,0,3,1,175.7,USD,0
851739,0,,0,0,2,271.3,0,0.18,0,,,20.16,ATM,Restaurant,57.2,0,2,0,11.7,USD,0
851740,0,,0,0,0,,0,8.19,0,,,16.62,POS,Restaurant,29.2,0,21,1,426.8,USD,0
851741,0,,0,0,1,,0,12.39,0,,0.0,57.06,POS,Online Retail,18.5,0,3,0,285.0,USD,1
851742,0,1.0,0,1,0,10.0,0,0.1,0,0.0,0.0,46.06,Online,Online Retail,45.2,0,22,0,391.1,USD,0
851743,0,,0,1,2,365.8,1,0.87,0,,,41.76,POS,Cash Advance,33.7,0,15,0,39.9,USD,0
851744,0,3.0,0,0,0,180.7,0,0.19,0,0.0,0.0,112.23,Wire,Grocery,6.7,1,0,0,121.8,Foreign,1
851745,0,2.0,0,0,2,308.9,0,1.02,0,0.0,0.0,52.09,International,Restaurant,37.4,0,4,0,248.3,USD,1
851746,0,,0,0,4,191.2,0,0.44,1,0.0,0.0,67.68,Online,Online Retail,34.4,0,18,0,177.4,USD,0
851747,0,2.0,0,0,1,167.5,0,1.71,0,0.0,0.0,48.71,Online,Electronics,24.8,0,1,1,594.6,USD,1
851748,0,,0,0,3,,0,3.7,0,,0.0,130.96,POS,Travel,8.6,0,20,0,267.7,USD,1
851749,0,,0,0,1,,0,7.77,0,,,330.97,POS,Online Retail,42.9,0,7,0,59.3,USD,0
851750,0,,0,0,1,,0,10.18,0,,,51.04,ATM,Electronics,25.5,0,3,0,80.3,USD,1
851751,0,3.0,0,0,0,377.5,0,7.68,0,0.0,0.0,27.7,Online,Utilities,11.7,1,9,1,331.5,Foreign,0
851752,0,,0,0,2,,0,4.13,0,,,13.62,POS,Online Retail,44.2,0,3,0,110.2,USD,1
851753,0,1.0,1,0,2,229.7,0,10.94,0,0.0,0.0,68.82,Online,Electronics,54.9,0,18,0,111.6,USD,0
851754,0,2.0,0,0,3,195.3,0,0.58,0,0.0,0.0,153.94,Online,Other,45.9,0,4,0,99.6,USD,1
851755,0,2.0,0,0,3,141.4,0,4.92,1,0.0,0.0,43.06,International,Grocery,35.9,0,1,0,684.7,USD,1
851756,0,,1,0,0,,1,2.56,0,0.0,,102.22,POS,Travel,32.3,1,4,1,469.5,Foreign,1
851757,0,,0,0,3,,0,28.45,0,,,38.81,POS,Grocery,47.3,0,20,1,193.1,USD,1
851758,0,,0,0,1,179.8,0,4.14,2,,,48.09,ATM,Other,24.6,0,11,0,68.6,USD,1
851759,0,,0,0,5,,0,0.37,0,,,9.38,POS,Online Retail,7.1,0,20,0,252.3,USD,1
851760,0,,0,0,1,,0,2.48,0,,,1560.41,POS,Restaurant,28.2,0,21,0,138.1,USD,0
851761,0,,0,0,3,,0,20.09,0,0.0,,48.63,POS,Grocery,27.4,0,3,0,220.4,USD,1
851762,0,,0,0,2,,0,0.95,0,,,61.01,POS,Electronics,21.4,0,15,0,111.2,USD,1
851763,0,,0,0,2,,0,0.92,1,,,65.76,POS,Other,38.1,0,4,1,146.8,USD,1
851764,0,,0,0,3,,0,7.76,2,,,24.03,POS,Online Retail,27.6,0,15,1,295.2,USD,0
851765,0,2.0,0,0,2,,0,0.98,0,,0.0,90.47,POS,Online Retail,37.0,0,2,0,118.8,USD,1
851766,0,,0,1,4,421.1,0,2.13,0,,,134.97,POS,Grocery,26.4,0,5,1,10.7,USD,1
851767,0,,0,0,1,,0,4.65,0,1.0,,47.52,POS,Online Retail,53.7,0,4,0,310.0,USD,1
851768,0,,1,0,3,,0,4.27,0,,,67.99,POS,Utilities,5.8,0,1,0,86.8,USD,1
851769,0,,1,0,0,,0,9.63,0,0.0,,155.65,ATM,Electronics,12.0,1,1,0,489.7,Foreign,0
851770,0,,1,0,1,,1,4.64,0,,,87.19,POS,Restaurant,31.0,1,4,1,119.5,Foreign,0
851771,0,,0,0,3,,0,10.96,1,,,32.12,POS,Grocery,13.7,0,3,0,161.5,USD,1
851772,0,1.0,1,1,1,203.6,0,3.4,0,0.0,1.0,7994.31,Wire,Online Retail,53.1,0,7,0,386.7,USD,1
851773,0,3.0,0,1,2,173.8,0,1.06,0,1.0,0.0,42.51,Online,Cash Advance,55.8,0,3,0,259.5,USD,0
851774,0,1.0,0,0,3,,0,6.94,0,,,117.41,POS,Restaurant,30.9,0,0,0,150.3,USD,1
851775,0,,0,0,1,,0,5.97,0,,,64.17,POS,Other,40.5,0,4,0,70.1,USD,0
851776,0,3.0,0,1,2,260.4,0,4.78,0,0.0,0.0,37.66,Online,Restaurant,38.4,0,9,0,289.7,USD,0
851777,0,1.0,0,0,2,326.8,0,8.9,0,0.0,0.0,14.19,Online,Grocery,8.5,0,16,0,250.7,USD,1
851778,0,,0,0,3,306.9,0,3.2,2,,,125.9,POS,Online Retail,13.4,0,2,0,113.1,USD,0
851779,0,2.0,1,0,0,263.1,0,8.74,0,,0.0,37.13,Wire,Online Retail,24.6,0,8,1,230.8,USD,1
851780,0,,1,0,0,,0,5.89,0,,,65.51,POS,Utilities,29.3,0,1,0,31.4,USD,1
851781,0,2.0,1,1,1,349.1,0,2.69,0,0.0,0.0,9.03,Online,Electronics,7.0,0,18,0,23.5,USD,1
851782,0,5.0,1,0,1,111.3,0,2.74,0,0.0,0.0,28.66,Online,Grocery,49.6,0,7,1,163.5,USD,1
851783,0,2.0,0,0,3,,0,4.42,0,0.0,0.0,171.33,Online,Online Retail,25.6,0,1,1,722.9,USD,0
851784,0,,0,0,1,178.0,0,1.12,1,,,27.77,POS,Utilities,62.0,0,7,0,29.2,USD,1
851785,0,,0,1,3,,0,8.3,0,,,30.39,POS,Online Retail,63.2,0,19,0,10.2,USD,1
851786,0,,1,0,3,,0,6.38,0,,,129.21,POS,Electronics,25.5,1,19,1,88.4,Foreign,1
851787,0,,0,0,3,,0,1.87,0,,,22.33,POS,Grocery,61.9,0,4,0,102.6,USD,0
851788,0,,0,1,2,,0,24.87,0,0.0,,73.48,ATM,Grocery,55.2,0,4,0,71.6,USD,0
851789,0,1.0,0,0,0,,0,0.75,0,,,42.68,ATM,Utilities,27.1,0,21,1,52.9,USD,1
851790,0,2.0,0,0,1,97.7,0,19.2,1,1.0,0.0,63.96,Online,Other,26.4,0,21,0,395.8,USD,0
851791,0,,0,1,3,,0,1.91,0,,,185.64,POS,Grocery,21.6,0,16,1,256.6,USD,1
851792,0,,0,0,2,190.5,0,10.13,0,,,197.87,ATM,Utilities,26.7,0,9,0,324.4,USD,1
851793,0,4.0,0,1,2,182.5,0,10.27,0,0.0,0.0,118.78,Online,Online Retail,45.1,0,16,0,6.7,USD,1
851794,0,5.0,0,0,0,308.9,0,1.42,0,0.0,0.0,14.45,Online,Electronics,38.5,0,6,0,212.5,USD,1
851795,0,2.0,0,1,2,155.8,0,18.92,0,0.0,0.0,89.03,Online,Restaurant,22.3,0,7,1,50.4,USD,1
851796,0,1.0,0,1,0,,0,1.6,0,,,277.76,POS,Restaurant,28.3,0,1,1,377.9,USD,0
851797,0,,0,0,5,,0,0.57,0,,,88.0,POS,Online Retail,43.7,0,2,0,12.1,USD,0
851798,0,3.0,0,0,1,104.3,0,1.58,1,0.0,0.0,92.11,Online,Utilities,20.8,0,9,1,403.7,USD,1
851799,0,,0,1,1,,0,14.11,0,,,2580.03,POS,Utilities,59.2,0,3,0,265.9,USD,0
851800,0,,0,0,5,252.8,0,2.91,0,,,87.18,POS,Utilities,31.8,0,1,1,57.6,USD,1
851801,0,,0,0,2,,0,7.56,0,1.0,,12.84,ATM,Online Retail,56.4,0,0,0,500.2,USD,0
851802,0,1.0,0,0,1,320.1,0,2.34,1,0.0,0.0,47.98,Online,Cash Advance,20.9,0,16,0,364.4,USD,0
851803,0,,0,0,2,,0,0.94,0,,,50.32,POS,Grocery,16.1,0,23,0,58.2,USD,1
851804,0,,0,0,1,,0,9.44,0,0.0,,264.99,POS,Restaurant,23.0,1,4,0,168.2,Foreign,0
851805,0,,1,0,1,,0,16.36,0,,,108.44,ATM,Electronics,23.7,0,4,0,120.2,USD,1
851806,0,2.0,0,0,4,232.9,0,4.95,0,0.0,0.0,55.62,Online,Grocery,28.6,0,4,0,5.9,USD,0
851807,0,2.0,0,0,1,306.9,0,28.38,0,0.0,0.0,32.94,Wire,Grocery,25.8,0,9,0,152.6,USD,1
851808,0,,0,0,3,,0,2.84,0,,,18.35,ATM,Restaurant,19.6,0,16,0,114.7,USD,0
851809,0,,0,0,2,,0,4.43,1,,0.0,66.35,ATM,Online Retail,61.8,0,12,1,537.5,USD,0
851810,0,2.0,0,1,2,,0,7.85,0,,,175.25,POS,Grocery,30.1,0,12,0,377.2,USD,0
851811,0,,0,0,0,,0,11.79,1,,,131.62,ATM,Online Retail,23.0,0,13,1,37.5,USD,0
851812,0,2.0,0,0,1,283.8,0,0.57,1,0.0,0.0,33.37,Online,Electronics,27.6,0,10,1,165.0,USD,0
851813,0,1.0,0,0,0,270.3,0,2.95,0,0.0,0.0,30.17,Online,Travel,14.1,1,2,0,491.0,Foreign,0
851814,0,3.0,0,0,2,312.9,0,20.83,0,0.0,0.0,302.33,Online,Online Retail,32.4,0,10,1,178.2,USD,1
851815,0,,0,0,4,,0,10.43,0,,,53.12,POS,Online Retail,54.8,0,2,0,190.8,USD,0
851816,0,,0,0,4,,0,0.19,0,0.0,,23.93,ATM,Grocery,29.9,0,4,0,626.5,USD,0
851817,0,,0,0,2,,0,3.81,0,,,131.38,ATM,Online Retail,44.3,0,14,1,587.5,USD,1
851818,0,2.0,0,1,1,354.5,0,2.13,0,0.0,0.0,76.11,Online,Online Retail,40.0,0,23,1,455.7,USD,0
851819,0,,0,0,1,37.5,0,12.84,0,,,200.05,ATM,Electronics,30.5,0,11,0,212.0,USD,1
851820,0,5.0,0,0,2,240.3,0,2.43,0,,,43.38,POS,Grocery,30.2,0,8,1,165.7,USD,1
851821,0,1.0,0,0,0,204.0,0,2.03,0,0.0,0.0,43.05,Online,Online Retail,30.9,0,18,0,50.6,USD,1
851822,0,,0,0,2,,0,7.54,0,,,2837.64,POS,Grocery,29.2,0,8,1,45.1,USD,1
851823,0,4.0,1,0,2,,0,28.62,0,1.0,,50.69,ATM,Online Retail,37.5,0,11,0,105.2,USD,1
851824,0,1.0,0,1,0,196.9,0,5.2,0,0.0,0.0,37.65,Wire,Grocery,15.3,0,3,0,1.7,USD,0
851825,0,2.0,0,0,3,142.4,0,5.03,0,0.0,0.0,41.88,Online,Utilities,43.3,0,20,0,189.8,USD,0
851826,0,,0,0,1,,0,1.06,0,,0.0,81.82,ATM,Utilities,43.0,1,12,1,118.5,Foreign,0
851827,0,,0,0,2,219.6,0,2.99,0,,,278.69,POS,Electronics,44.8,0,2,1,62.4,USD,0
851828,0,4.0,0,0,0,185.3,0,0.22,0,0.0,0.0,29.13,Online,Online Retail,21.5,0,2,0,286.8,USD,0
851829,0,1.0,0,0,1,278.3,0,3.75,0,0.0,0.0,8.09,Online,Travel,35.0,0,19,0,602.1,USD,0
851830,0,,0,1,1,,0,1.82,0,,,265.47,POS,Utilities,50.5,0,3,0,76.3,USD,1
851831,0,,0,1,0,,0,13.62,1,,,23.17,POS,Electronics,22.9,0,9,1,217.1,USD,0
851832,0,,0,0,2,,1,19.05,0,,0.0,104.83,POS,Other,31.2,0,14,0,637.4,USD,0
851833,0,2.0,0,0,0,370.2,0,6.72,0,0.0,0.0,7.72,Wire,Restaurant,16.8,0,3,0,36.8,USD,0
851834,0,2.0,1,0,2,208.8,0,0.61,0,1.0,0.0,56.56,Online,Online Retail,39.0,0,23,1,7.0,USD,1
851835,0,,0,0,3,,0,1.48,0,,,215.98,ATM,Other,38.7,0,17,0,248.8,USD,1
851836,0,2.0,0,0,0,179.6,0,3.59,0,1.0,0.0,152.15,Wire,Online Retail,38.0,0,10,0,16.9,USD,1
851837,0,,0,0,1,,0,7.74,0,,,253.13,POS,Online Retail,26.4,0,0,0,41.7,USD,1
851838,0,2.0,0,1,1,407.9,0,2.01,0,0.0,0.0,239.68,Online,Grocery,39.1,0,23,1,511.5,USD,1
851839,0,3.0,1,1,4,,0,1.28,0,,,74.43,POS,Grocery,42.9,0,3,0,110.7,USD,1
851840,0,2.0,0,0,0,89.5,0,0.2,0,0.0,0.0,72.46,Online,Utilities,15.0,0,11,1,189.8,USD,1
851841,0,,0,0,2,,0,0.14,1,,,212.33,POS,Other,40.7,0,2,1,298.7,USD,1
851842,0,,0,1,2,223.8,0,3.62,0,,1.0,66.09,POS,Restaurant,23.5,0,17,0,143.2,USD,0
851843,0,3.0,1,2,1,219.4,1,8.76,1,0.0,0.0,93.69,Online,Grocery,22.4,1,2,0,151.6,Foreign,1
851844,0,2.0,0,0,1,136.3,0,0.84,0,0.0,0.0,63.05,Wire,Cash Advance,25.4,0,16,1,447.0,USD,1
851845,0,1.0,1,0,1,256.5,0,1.08,2,0.0,0.0,36.55,Online,Cash Advance,39.8,0,1,0,273.2,USD,0
851846,0,,0,0,3,,0,1.8,0,,,44.1,ATM,Electronics,42.1,0,1,0,207.2,USD,0
851847,0,1.0,0,0,0,,0,15.37,0,0.0,1.0,28.77,International,Other,30.0,0,21,0,46.3,USD,1
851848,0,2.0,0,0,0,299.2,0,2.1,0,,,139.9,POS,Electronics,36.5,0,1,0,247.6,USD,1
851849,0,2.0,1,1,1,376.6,0,6.52,0,,0.0,31.44,Online,Restaurant,31.8,0,16,0,112.0,USD,1
851850,0,5.0,0,0,2,243.6,0,6.63,0,0.0,0.0,26.0,Online,Online Retail,23.1,0,2,0,34.9,USD,0
851851,0,,0,0,2,,0,7.99,0,,,105.01,POS,Grocery,25.9,0,8,0,52.8,USD,1
851852,0,1.0,1,1,2,236.3,0,2.11,0,0.0,0.0,16.94,Online,Electronics,56.2,0,8,0,244.4,USD,0
851853,0,1.0,0,1,1,176.4,0,6.44,1,0.0,0.0,53.04,Online,Other,22.6,0,3,0,851.5,USD,1
851854,0,,0,0,1,393.7,0,5.21,0,0.0,0.0,34.26,Online,Grocery,33.7,0,1,0,76.5,USD,1
851855,0,2.0,0,0,2,151.4,0,0.46,1,0.0,0.0,110.89,Online,Other,16.1,0,11,0,732.3,USD,0
851856,0,,0,0,1,,1,4.64,0,0.0,,25.15,ATM,Restaurant,16.0,1,3,0,400.4,Foreign,0
851857,0,3.0,0,1,0,276.7,0,5.68,0,0.0,0.0,48.44,International,Cash Advance,22.8,0,1,0,67.4,USD,1
851858,0,,0,1,2,,0,11.57,0,,,40.49,POS,Grocery,73.4,0,0,0,20.5,USD,0
851859,0,,0,0,1,,0,3.36,0,,0.0,273.32,POS,Electronics,9.8,0,2,0,44.3,USD,1
851860,0,,0,0,1,,0,6.52,0,,,75.1,POS,Electronics,64.2,0,13,1,9.9,USD,1
851861,0,1.0,0,0,2,191.1,0,3.26,0,,1.0,78.53,Online,Electronics,27.9,0,19,1,206.0,USD,0
851862,0,4.0,0,0,1,355.1,0,3.98,0,0.0,0.0,81.0,Online,Grocery,48.4,0,10,0,106.4,USD,0
851863,0,,0,0,0,,0,2.06,0,,,110.34,POS,Grocery,22.2,0,21,0,255.1,USD,1
851864,0,5.0,0,0,1,326.7,0,4.99,0,1.0,0.0,84.92,Online,Grocery,43.5,0,18,1,141.4,USD,0
851865,0,,0,0,2,,0,0.1,0,,,105.3,POS,Grocery,13.3,0,5,0,78.7,USD,1
851866,0,,0,0,2,275.0,0,7.95,0,0.0,0.0,76.48,Online,Online Retail,39.8,0,13,0,90.2,USD,1
851867,0,,0,0,2,,0,7.51,1,,,31.57,POS,Restaurant,27.5,0,18,1,116.7,USD,0
851868,0,3.0,0,0,0,140.8,0,2.72,0,0.0,0.0,47.78,Online,Grocery,7.7,0,14,0,114.3,USD,1
851869,0,,1,0,0,,0,5.66,0,,,62.03,ATM,Grocery,21.5,1,4,1,321.5,Foreign,0
851870,0,,0,0,1,,0,12.34,0,,0.0,74.68,ATM,Online Retail,18.6,0,2,1,4.4,USD,0
851871,0,,0,0,0,281.5,0,2.71,0,,,51.22,POS,Online Retail,12.5,0,5,0,358.0,USD,1
851872,0,3.0,0,0,0,215.8,0,3.83,0,0.0,1.0,57.37,Online,Other,9.0,0,6,0,162.6,USD,1
851873,0,2.0,0,0,4,159.8,0,9.48,0,1.0,0.0,82.75,Wire,Restaurant,36.0,0,7,0,136.8,USD,0
851874,0,,1,0,2,,0,20.1,0,,,39.62,ATM,Online Retail,13.0,0,21,1,91.5,USD,1
851875,0,1.0,0,0,3,170.1,0,13.66,1,,0.0,92.58,Wire,Utilities,41.2,0,7,0,212.2,USD,0
851876,0,,0,0,1,,0,3.9,1,,,46.61,POS,Other,33.1,0,8,0,78.2,USD,0
851877,0,1.0,0,0,3,258.9,0,1.2,0,0.0,0.0,105.32,Online,Grocery,24.4,0,12,0,51.2,USD,0
851878,0,1.0,0,0,1,217.6,0,3.82,0,0.0,,88.14,Online,Other,27.5,0,2,1,14.4,USD,0
851879,0,,1,0,3,,0,1.53,0,0.0,,9.67,POS,Grocery,32.2,0,11,0,239.3,USD,0
851880,0,,0,0,1,,0,2.38,0,,,78.46,ATM,Online Retail,51.2,1,22,1,218.1,Foreign,0
851881,0,,0,0,1,,0,14.68,0,,,156.61,ATM,Other,32.5,0,16,0,111.1,USD,1
851882,0,2.0,1,0,1,259.9,0,4.93,0,0.0,0.0,72.39,Wire,Online Retail,24.1,0,3,1,125.7,USD,0
851883,0,2.0,0,0,1,,0,1.74,0,,0.0,61.85,POS,Utilities,9.2,0,10,0,49.1,USD,1
851884,0,2.0,1,1,1,318.1,0,25.72,1,0.0,0.0,76.64,Online,Restaurant,50.1,1,9,0,111.2,Foreign,1
851885,0,,0,0,0,132.4,0,7.08,0,,,63.87,POS,Online Retail,17.5,0,8,0,90.5,USD,1
851886,0,1.0,0,1,1,298.7,0,3.28,0,,,12.14,POS,Cash Advance,46.1,0,4,0,157.4,USD,0
851887,0,,0,1,3,,0,1.2,1,0.0,,25.8,POS,Online Retail,35.4,0,2,1,131.2,USD,0
851888,0,1.0,0,0,1,207.6,0,3.49,1,0.0,0.0,10.21,International,Electronics,21.3,0,2,1,32.1,USD,0
851889,0,,0,1,2,,0,8.29,0,,,90.01,ATM,Online Retail,24.5,0,8,0,55.1,USD,0
851890,0,3.0,0,0,2,255.3,0,1.64,1,0.0,0.0,115.38,Wire,Electronics,29.5,0,14,0,362.1,USD,1
