Customer_ID,Age,Tenure_Years,Balance,Avg_Monthly_Balance,Num_Products,Transactions_Per_Month,Avg_Transaction_Value,Digital_Engagement_Score,Credit_Utilization,Total_Deposits_YTD,Total_Withdrawals_YTD
507893,33,8.4,646.61,574.3,3,15.9,37.68,33.0,56.0,3365.25,2573.43
507894,47,4.5,5105.3,4578.6,3,9.8,94.64,40.3,43.5,4873.67,6023.7
507895,59,4.9,197.75,193.91,3,13.2,5.0,56.3,53.2,390.62,371.64
507896,42,8.8,1242.46,1016.85,1,5.8,115.5,39.6,73.6,4474.49,4470.18
507897,30,5.3,2182.86,2173.65,2,26.8,36.41,97.5,41.1,6832.9,7047.39
507898,64,22.2,18991.98,15225.82,3,6.1,155.0,15.2,13.0,7328.65,5250.46
507899,51,10.9,6015.23,5229.68,3,21.0,56.88,70.1,35.3,7862.84,7079.53
507900,43,11.9,14845.76,15852.93,4,30.1,403.44,65.0,53.9,101060.76,58688.77
507901,84,14.1,30381.84,29644.05,1,4.4,166.12,12.9,17.4,5273.26,4503.15
507902,34,5.2,5183.57,5199.09,2,13.7,91.89,31.4,39.8,9426.37,8520.49
507903,49,0.5,1737.48,1778.72,3,10.4,93.67,31.9,27.4,7502.29,6758.25
507904,37,10.7,7382.03,6224.82,4,27.9,406.54,78.7,57.7,76947.74,46678.88
507905,33,3.8,5546.0,4548.72,3,11.5,5.0,12.3,21.8,372.25,205.96
507906,44,8.3,23271.53,14583.73,6,34.7,270.29,61.5,61.8,49631.59,60448.94
507907,18,13.2,4755.73,4907.35,3,18.6,163.53,59.2,29.3,24202.55,20977.4
507908,40,8.1,18345.18,15740.64,5,36.3,213.86,37.7,25.8,39565.0,45904.95
507909,65,7.9,0.0,0.0,4,4.3,249.29,21.1,16.6,6074.83,8176.37
507910,46,1.9,6081.93,6034.33,2,16.1,163.29,32.9,41.6,16533.24,15909.68
507911,26,1.5,0.0,0.0,2,36.0,125.29,74.0,9.7,33640.86,22890.54
507912,80,25.7,36394.41,34197.41,3,4.1,284.28,7.6,13.3,8371.27,6925.48
507913,36,4.6,3634.72,3566.73,2,12.9,109.19,50.7,54.2,9196.88,10250.81
507914,40,2.9,9287.9,9530.15,2,19.5,107.34,47.3,17.3,12962.98,11159.43
507915,39,6.3,6049.52,5600.74,3,8.9,104.18,78.8,55.0,5743.1,2677.68
507916,24,6.8,608.13,563.47,2,16.1,143.57,45.1,41.2,14384.08,9117.94
507917,64,0.0,1352.8,1359.77,1,4.3,5.0,0.0,98.0,173.34,156.53
507918,42,7.7,3389.7,2910.91,1,10.8,165.4,44.7,26.6,11802.18,9492.29
507919,31,0.0,686.19,574.31,1,22.2,88.95,76.0,0.0,15026.61,8977.54
507920,50,9.0,5678.25,3925.8,2,19.0,145.45,49.8,44.3,15505.75,20824.57
507921,41,8.4,2110.38,1977.07,2,10.4,116.36,37.0,42.8,8730.07,7600.86
507922,40,10.8,1376.43,1144.45,2,6.6,28.66,6.3,87.4,1101.14,968.67
507923,33,11.3,6776.64,4969.26,1,13.8,173.92,34.6,27.6,16241.23,16439.41
507924,23,4.5,5468.46,5375.35,3,12.0,180.72,45.2,45.9,16365.44,11473.04
507925,41,4.4,7160.64,6380.68,6,23.6,551.32,26.1,31.9,82473.55,62030.73
507926,21,1.3,1445.31,1319.27,1,35.1,126.83,99.1,56.7,33949.92,29683.98
507927,25,2.7,2475.37,2006.49,2,24.1,95.15,96.7,55.3,14416.3,14813.08
507928,49,4.5,257.86,239.39,1,4.1,44.62,30.5,100.0,1270.29,1111.79
507929,27,0.3,0.0,0.0,3,17.1,37.51,95.8,25.9,3703.81,4364.39
507930,48,3.5,19080.23,18025.78,3,28.7,111.33,53.5,36.1,22002.47,18830.49
507931,25,3.4,3442.17,3032.58,2,24.4,43.76,82.9,72.0,7008.5,6589.5
507932,29,0.8,2900.94,2447.45,2,20.8,87.08,92.8,60.4,14036.86,7171.24
507933,36,7.8,9972.55,8436.51,5,29.9,402.41,66.1,38.7,62745.18,58748.5
507934,20,3.5,3836.61,4224.51,1,11.4,60.38,95.3,36.9,3194.53,4484.99
507935,36,6.1,3614.16,4560.89,3,7.0,112.92,40.7,25.4,4970.89,4055.42
507936,33,10.3,5127.47,5017.25,3,19.9,187.15,43.6,44.0,20198.84,19335.06
507937,37,7.1,195.95,157.98,1,7.2,81.87,0.0,73.1,3744.56,2710.69
507938,37,1.6,5473.7,5251.35,1,14.9,155.63,61.8,51.9,13752.44,14963.11
507939,60,17.5,7456.53,7235.27,4,6.6,34.33,19.2,18.1,1252.35,954.44
507940,65,29.5,27892.41,26011.44,6,4.2,283.16,13.9,17.0,4956.9,7309.82
507941,31,8.3,10630.26,8502.48,5,42.8,5.0,46.8,36.6,1575.32,1388.19
507942,26,3.2,0.0,0.0,2,22.3,67.59,69.1,27.4,12504.18,10603.87
507943,70,24.0,7519.32,8233.43,4,5.4,49.22,10.8,21.1,1792.16,1860.45
507944,26,1.2,4158.05,3790.08,1,31.3,109.14,77.3,23.6,24829.67,22490.15
507945,35,3.4,5022.56,5201.49,2,19.3,119.5,43.6,31.4,13949.54,11039.4
507946,33,2.5,3536.14,3073.77,4,19.8,121.78,32.3,66.6,17157.94,13712.14
507947,34,9.8,15589.53,13222.7,4,21.7,515.16,70.1,31.4,55990.16,52415.17
507948,38,7.1,5232.89,6069.11,2,9.3,180.48,34.7,67.4,12302.08,12763.89
507949,28,1.6,900.75,749.62,1,7.3,45.06,81.6,33.0,2669.78,1979.82
507950,66,23.8,12179.13,13530.16,3,5.2,268.41,13.5,9.1,8870.88,7631.92
507951,26,7.3,5765.52,5297.77,3,8.8,185.62,54.0,24.1,12498.02,7239.42
507952,21,1.7,1516.54,1540.09,1,30.4,44.22,87.6,50.6,8213.27,10004.73
507953,44,6.6,6667.11,6501.2,4,34.0,317.83,52.1,58.7,62234.69,55972.5
507954,36,11.0,14675.97,12845.14,5,33.7,478.72,64.7,44.3,97473.61,94323.82
507955,21,1.0,4980.96,4240.4,3,11.9,168.82,32.9,9.3,12224.77,11179.18
507956,75,7.9,652.51,588.36,2,3.6,42.79,22.2,81.9,737.51,1146.03
507957,38,0.0,744.21,759.7,1,0.5,45.7,22.1,83.0,149.85,142.4
507958,48,7.9,12655.61,8856.81,4,20.3,401.7,82.8,67.7,65665.56,58672.89
507959,32,6.8,6797.66,6077.94,3,11.7,79.41,82.7,58.9,5871.94,4792.91
507960,29,1.5,1349.51,1012.16,1,15.5,65.42,80.4,45.7,6272.77,5423.64
507961,20,6.0,725.31,717.72,2,3.8,151.16,41.8,85.1,5248.4,4845.95
507962,69,25.6,22501.42,21283.84,3,2.5,219.86,19.5,6.4,4064.84,2961.84
507963,28,8.5,2439.13,2040.82,2,17.6,116.19,27.8,39.3,10598.97,8938.52
507964,28,1.3,3824.23,3756.51,1,15.9,96.22,84.4,66.8,8730.67,7761.71
507965,24,0.6,2070.57,1953.44,1,18.7,63.26,88.7,15.9,8012.39,5968.61
507966,63,16.8,11069.26,9087.75,6,6.9,94.33,22.4,14.0,4355.27,3939.43
507967,41,10.3,3925.51,3732.52,2,14.5,110.11,59.1,38.7,9497.55,10964.33
507968,55,9.0,425.16,348.8,1,4.4,5.0,55.8,82.1,173.12,153.66
507969,27,2.6,793.06,570.47,1,14.5,50.32,90.0,12.8,5180.53,3952.64
507970,30,2.7,1957.52,1643.71,1,35.5,69.24,92.6,50.0,18827.31,12796.35
507971,49,1.1,2423.68,2254.17,3,12.5,139.81,72.4,53.0,12441.41,4884.14
507972,43,7.3,3987.59,3259.19,2,12.4,64.92,21.7,57.5,5889.07,4578.66
507973,34,4.6,5223.55,5340.63,3,12.1,164.95,39.9,37.8,10369.12,7894.42
507974,24,3.5,3181.6,2995.1,2,22.2,66.63,100.0,30.2,9324.36,6987.09
507975,34,5.5,6763.56,7069.09,2,18.5,124.39,85.4,52.1,16717.6,10706.7
507976,43,10.2,1685.18,1788.81,3,15.6,202.75,53.3,48.5,21588.84,20172.96
507977,47,2.5,15620.55,14275.65,5,24.4,309.99,22.0,77.4,43284.53,44610.06
507978,20,1.1,1532.6,1138.9,1,6.8,38.06,85.6,61.4,1135.07,1688.0
507979,20,7.9,0.0,0.0,1,6.1,67.77,32.7,88.3,2419.1,2418.34
507980,24,3.0,331.45,300.26,1,24.8,86.52,84.5,48.5,16228.73,12901.95
507981,63,27.4,21988.43,20988.6,4,8.2,146.52,18.0,19.2,5452.21,4888.52
507982,71,0.3,1401.94,1323.47,1,3.7,116.31,21.4,87.9,2754.19,2826.02
507983,27,2.1,1717.78,1919.51,1,28.5,114.54,74.9,27.1,22110.05,17329.35
507984,24,4.6,1751.56,1809.91,1,36.1,67.47,100.0,52.5,18043.58,11143.98
507985,27,3.9,3423.02,2877.52,2,13.4,39.67,91.0,32.9,3478.95,2569.14
507986,26,2.4,798.91,627.22,1,23.5,97.72,96.5,41.5,14029.7,12406.83
507987,43,3.1,1008.84,828.14,1,7.3,78.19,52.1,5.6,3849.32,3156.17
507988,49,5.4,16376.32,15539.78,6,23.9,469.93,49.5,7.8,79197.05,62435.66
507989,45,5.9,6902.58,6021.57,1,13.5,56.53,32.1,54.7,3856.02,5428.21
507990,29,3.6,4665.64,5374.26,2,6.9,104.11,43.5,33.3,4967.83,5758.83
507991,44,4.0,4032.53,3266.76,2,23.0,5.0,80.3,15.9,508.93,393.6
507992,59,10.1,5731.77,5568.05,2,7.2,126.47,10.6,60.8,5678.26,5109.24
507993,26,0.3,1710.45,1643.87,3,23.1,82.65,86.3,62.5,11683.48,13266.99
507994,23,8.4,4075.95,3797.97,6,37.4,97.53,76.4,50.5,14407.12,24845.79
507995,28,3.5,1920.66,1702.12,1,20.8,82.15,92.3,56.6,13833.88,7172.93
507996,50,6.5,3135.14,3298.44,3,15.9,106.37,36.7,29.9,8431.48,11464.68
507997,47,4.6,3100.5,2489.87,2,8.1,160.84,44.0,57.4,8297.03,7822.74
507998,44,0.6,12138.48,10636.61,5,27.9,465.92,39.2,28.7,100944.11,74389.07
507999,26,1.4,2767.55,2222.79,2,20.6,119.9,87.4,65.1,19243.08,12648.09
508000,38,5.3,2905.91,2051.85,3,16.1,129.03,36.8,47.9,17911.65,14160.58
508001,68,22.8,8038.25,9394.78,2,6.0,173.22,17.4,13.5,8350.28,5875.33
508002,46,10.3,0.0,0.0,6,38.4,247.3,50.2,41.7,56041.16,46599.71
508003,30,9.4,0.0,0.0,1,3.5,7.9,14.8,69.5,220.08,125.82
508004,55,0.0,1067.41,1026.66,1,7.1,67.4,34.9,88.6,3085.42,2069.95
508005,35,5.2,8863.77,8747.78,2,11.1,215.2,62.3,17.5,13944.29,20477.12
508006,62,25.3,27725.65,29112.72,2,5.1,5.0,5.1,4.3,153.79,153.89
508007,54,26.8,34723.62,35558.22,2,4.0,279.92,9.4,20.9,7446.42,4421.83
508008,24,2.7,2592.55,1955.51,2,12.8,26.35,87.7,76.0,2301.77,1787.51
508009,41,3.2,5578.32,5462.65,2,12.9,164.49,43.9,48.2,12999.06,13052.08
508010,31,4.4,4029.25,3519.16,1,17.0,115.33,60.1,25.5,10871.58,10596.09
508011,44,10.1,4227.88,3907.42,6,33.0,321.2,64.2,55.6,78291.28,78987.99
508012,28,1.9,5872.54,4942.33,2,5.5,176.94,17.8,42.9,6188.15,5617.58
508013,69,26.6,16042.92,13680.78,5,8.3,272.53,19.8,0.0,14116.74,8024.14
508014,57,14.6,25565.27,26902.53,4,5.7,251.1,14.9,0.0,11334.15,6824.72
508015,39,8.4,1344.17,1039.62,5,26.0,490.7,70.2,23.4,70347.42,69070.39
508016,42,10.7,19892.43,17577.05,6,26.0,382.06,71.0,21.5,58858.82,70019.84
508017,24,2.2,2889.01,2221.84,2,20.0,41.55,98.4,36.5,6408.68,6510.85
508018,43,10.1,4968.27,4604.53,1,11.9,51.14,64.2,55.7,3763.97,2465.88
508019,29,0.1,2221.84,2162.99,2,27.9,116.12,78.9,43.0,28029.72,17188.88
508020,20,8.8,2994.78,2993.63,2,6.2,159.41,23.5,30.7,4876.7,5653.93
508021,48,6.0,10965.71,8931.23,4,22.9,482.44,76.1,66.1,82844.09,52407.76
508022,52,23.4,30465.54,20879.52,4,5.4,299.11,12.6,13.8,10001.7,11028.0
508023,66,22.9,26339.92,25482.08,4,6.0,158.3,8.7,0.0,6490.23,6862.16
508024,51,16.0,15404.8,10883.83,8,39.8,480.61,72.7,39.0,140597.13,139310.74
508025,51,9.5,15645.01,15156.47,4,33.6,394.58,52.7,65.3,102786.38,57692.59
508026,24,3.8,251.46,224.66,3,14.9,22.87,71.3,25.2,2077.17,1942.16
508027,42,7.8,6398.31,5564.18,5,20.3,199.83,63.1,75.1,24024.4,24756.92
508028,42,12.6,6018.85,6558.2,5,33.1,452.15,29.7,71.2,76051.98,96527.25
508029,40,6.6,9492.58,9575.93,5,25.4,486.82,57.2,15.7,70250.63,76382.22
508030,39,7.1,3719.29,3025.67,3,15.5,85.18,18.8,48.0,7473.08,11138.18
508031,54,12.8,15204.79,10712.33,5,30.4,257.09,54.1,47.2,48721.15,44637.33
508032,56,25.3,23434.18,17774.71,6,7.8,323.18,14.4,9.0,19177.59,9695.63
508033,24,0.7,2069.53,1968.14,2,23.7,113.95,83.5,43.0,21965.91,17474.29
508034,46,8.4,7569.21,7861.33,5,38.0,292.87,97.9,59.6,75214.13,54513.77
508035,56,13.8,120.62,82.68,1,7.3,19.57,16.4,99.0,1047.31,549.31
508036,45,6.0,10565.69,10221.18,5,34.8,276.87,86.9,52.3,70551.85,60998.74
508037,49,2.5,2399.88,2421.93,3,9.5,95.74,49.3,52.4,7342.14,3985.24
508038,46,4.4,1339.69,1315.56,1,5.1,24.36,21.8,79.5,834.7,971.41
508039,29,4.6,2088.43,1575.07,2,9.8,145.64,63.3,14.4,9890.07,8654.33
508040,69,13.1,21364.25,19873.09,3,7.7,91.63,18.4,3.6,4667.09,4827.3
508041,59,4.4,634.51,528.57,1,7.0,45.06,10.3,75.3,2597.6,1694.97
508042,37,7.7,7153.1,5636.91,3,18.2,145.99,32.8,36.4,10397.1,13430.7
508043,73,20.5,36149.67,25646.08,7,7.7,91.67,13.3,17.1,3618.71,4510.46
508044,31,2.1,466.35,415.32,3,18.7,169.64,41.1,43.0,26540.58,15543.43
508045,56,3.9,6032.56,6299.29,2,21.4,128.47,34.3,30.1,13343.65,12111.34
508046,59,3.7,1474.16,1162.09,2,3.4,92.65,39.3,71.9,2824.67,2142.99
508047,44,5.9,12619.96,11363.04,5,29.8,316.49,35.9,46.7,48025.43,67858.61
508048,37,9.9,786.94,764.94,1,0.6,95.01,7.8,73.5,374.49,234.6
508049,38,6.3,2756.44,2707.81,4,12.4,196.24,43.1,40.9,16457.47,11844.14
508050,46,9.3,2890.53,2184.67,2,15.0,52.37,60.3,38.1,5509.18,4554.79
508051,30,8.4,5424.3,5148.12,3,17.0,137.27,67.6,65.3,19617.01,10909.67
508052,39,0.0,7792.21,8579.83,3,14.6,58.42,40.5,31.3,5156.94,4133.83
508053,24,1.7,1459.43,1459.98,2,22.9,20.11,89.2,20.3,2844.25,1479.41
508054,39,8.4,22449.3,17844.78,5,25.3,328.28,55.8,78.9,42713.94,39520.77
508055,49,11.9,17757.99,13786.62,6,23.3,510.69,57.3,82.7,70103.51,75464.41
508056,27,2.1,6701.78,6101.37,2,24.3,222.55,36.4,40.9,44275.38,24904.91
508057,33,5.9,5425.93,4958.77,3,19.8,190.17,83.8,25.5,24865.72,18658.38
508058,27,6.2,1051.7,1044.54,3,9.8,97.44,43.2,48.3,7087.6,5973.13
508059,51,5.0,918.28,839.67,2,6.9,111.28,7.6,100.0,3803.15,4686.69
508060,26,8.0,0.0,0.0,1,11.7,40.16,68.8,32.6,3176.72,2939.34
508061,33,4.3,12569.97,11693.32,6,31.4,211.14,62.5,13.6,45938.43,61633.95
508062,43,8.1,4623.62,3907.18,2,7.1,187.43,63.1,59.7,8492.71,6119.69
508063,43,9.3,3658.68,3600.3,2,13.9,199.27,23.4,13.7,15667.58,17880.9
508064,51,18.2,12226.28,9433.57,3,4.9,102.15,20.9,12.0,3782.52,4576.44
508065,67,10.6,37374.5,36623.12,4,3.3,189.13,11.4,4.2,4027.4,3496.65
508066,58,19.3,22242.48,17645.02,4,3.9,197.49,22.9,9.5,6951.99,2724.09
508067,37,7.3,977.07,884.09,2,18.4,147.85,58.1,20.3,22281.0,14743.5
508068,31,2.3,14436.31,11174.28,6,33.2,64.69,55.0,48.5,15410.11,10960.73
508069,46,6.0,14266.43,14111.55,5,44.3,628.07,84.0,8.3,137858.91,217725.01
508070,39,13.0,7088.82,6078.72,2,14.8,83.2,11.1,42.6,7001.94,9239.18
508071,59,36.8,17667.7,14657.96,3,1.1,103.25,6.3,16.2,661.33,599.45
508072,40,9.7,2160.7,2002.18,3,15.1,122.21,23.4,62.7,9894.07,13797.29
508073,42,9.4,4716.31,4818.25,1,15.5,269.75,55.9,0.0,26043.82,23911.98
508074,18,4.0,57.67,62.25,1,8.9,137.34,26.6,72.1,8603.72,7106.42
508075,60,20.4,31723.88,28165.16,3,1.8,262.16,1.2,21.9,3204.02,3061.78
508076,21,13.2,774.79,706.48,2,17.3,24.58,26.6,35.4,2611.37,2921.68
508077,25,2.4,2168.0,1689.19,2,18.7,78.14,75.3,26.6,9710.85,7917.12
508078,45,8.6,5842.02,5414.49,3,12.3,164.99,62.0,34.6,9695.3,13546.35
508079,49,5.1,937.01,886.39,1,4.7,78.46,31.6,64.5,2193.3,1625.69
508080,30,8.2,5401.37,4956.45,2,11.0,205.32,68.5,24.0,18597.99,13096.3
508081,22,4.1,4230.49,4412.66,1,30.3,87.94,64.7,24.7,18013.61,15296.9
508082,38,8.1,0.0,0.0,2,10.6,65.56,51.3,42.2,5354.16,3626.72
508083,51,4.8,5832.2,4543.44,2,21.7,175.18,63.6,36.8,22394.96,16713.82
508084,60,8.2,662.55,775.98,1,6.6,88.5,17.3,80.6,3838.52,3535.01
508085,43,11.2,13139.82,12284.25,6,39.8,195.78,80.9,55.2,51918.19,45413.87
508086,25,0.9,779.44,561.75,1,6.4,101.66,13.1,100.0,5262.78,3515.26
508087,57,6.5,599.62,552.71,1,6.3,43.66,17.7,64.8,1723.15,1402.97
508088,52,17.7,5087.59,5024.38,3,4.1,194.54,25.2,2.7,5193.44,4118.41
508089,59,26.8,12449.47,10124.71,2,7.3,250.13,20.2,8.5,10350.44,8072.41
508090,78,17.5,17697.39,13629.09,2,5.3,202.8,7.6,18.8,7321.52,6125.37
508091,30,0.7,1288.2,1191.88,2,20.0,74.02,85.1,23.3,7094.87,9566.12
508092,33,3.7,16546.5,11135.09,6,18.5,317.52,58.1,40.3,42338.02,39314.0
508093,27,7.4,5721.07,4550.98,4,13.0,27.46,86.5,63.0,2268.41,2488.0
508094,51,16.0,13592.78,13529.07,2,9.3,201.14,2.0,3.1,9300.98,5713.06
508095,34,10.1,12048.68,11222.72,6,34.6,441.62,65.7,24.7,93120.36,75192.39
508096,57,5.7,7041.66,6807.08,2,17.1,91.39,39.0,40.0,12580.36,8232.72
508097,33,9.7,7810.83,6680.3,3,9.0,21.65,47.7,28.2,1478.54,1051.92
508098,35,0.7,1660.55,1519.68,1,19.0,141.69,75.6,77.9,23704.64,12742.36
508099,39,12.5,4641.17,3544.48,4,39.0,297.57,66.8,79.9,75106.02,91447.07
508100,29,8.2,1398.68,934.36,3,13.9,164.39,48.4,28.2,20239.28,14698.56
508101,52,1.7,5897.23,4313.43,2,11.4,40.43,62.7,58.5,2312.43,2458.1
508102,44,14.6,13218.62,13252.19,4,20.8,246.0,68.9,8.6,45127.99,33981.1
508103,48,5.7,1743.67,1390.54,4,36.9,156.56,54.1,50.8,44239.77,27692.86
508104,28,6.6,2878.16,2451.13,4,12.0,139.32,19.6,40.3,11140.68,13739.86
508105,42,6.3,4828.03,3617.53,2,15.3,121.51,60.2,31.6,14642.58,9816.01
508106,29,3.3,2852.1,2740.23,2,28.5,64.58,86.6,24.4,9367.8,10362.57
508107,23,8.2,4835.12,4381.5,3,17.0,32.5,62.5,23.9,3799.06,2566.41
508108,44,5.4,4026.09,3856.23,1,16.1,243.75,71.5,21.9,23531.79,25675.13
508109,50,9.3,12085.73,10064.39,4,41.2,298.61,64.3,38.9,58519.09,97012.71
508110,25,3.8,2670.44,2693.3,2,24.0,55.96,92.7,46.6,6534.14,5785.7
508111,26,8.0,0.0,0.0,3,5.4,129.08,45.7,21.4,2902.61,4317.56
508112,28,2.2,4723.52,4241.1,3,23.2,103.09,45.9,25.1,22494.79,13857.03
508113,61,11.9,4199.43,4264.03,1,24.9,26.77,15.0,32.1,3504.38,3661.79
508114,30,0.0,309.95,314.0,1,24.4,145.73,97.7,53.6,19894.35,23337.52
508115,47,5.2,1004.92,932.05,1,4.6,95.66,13.2,98.6,1848.97,2740.71
508116,38,9.5,1939.26,1631.42,5,28.0,251.61,43.8,48.3,51748.4,31018.26
508117,24,9.8,2990.45,2812.02,2,10.6,174.01,25.8,52.4,14293.28,11003.26
508118,50,10.6,8120.97,7746.47,4,45.0,93.62,59.3,48.1,21119.98,18775.49
508119,35,2.3,2597.26,2053.56,1,16.6,104.05,89.2,34.8,10492.34,6563.44
508120,41,4.6,4571.43,3935.33,3,11.1,147.03,48.8,11.6,9765.47,9028.45
508121,51,9.7,3179.65,2071.85,2,18.1,180.5,30.6,49.9,20531.24,21158.47
508122,56,16.2,21341.78,22420.65,3,8.2,42.24,5.6,14.9,2868.77,2352.41
508123,60,9.4,0.0,0.0,1,3.7,97.14,21.0,66.0,2577.44,1736.08
508124,40,5.4,6739.54,6874.31,3,12.2,21.17,6.2,38.1,1639.02,1237.48
508125,61,6.4,142.77,139.31,2,9.3,23.38,31.6,56.7,1284.85,1291.55
508126,70,12.1,451.01,388.27,1,6.6,107.29,14.4,87.8,4579.16,3444.0
508127,39,9.8,0.0,0.0,3,16.4,162.15,35.3,41.1,20173.2,12628.09
508128,52,4.7,12221.84,10671.25,4,25.5,303.69,52.8,29.5,47710.31,36934.52
508129,50,9.8,17838.51,14074.87,2,24.6,280.47,64.4,48.8,55108.56,50225.66
508130,72,26.5,14243.28,9383.44,5,4.6,102.23,19.9,26.5,3585.78,2298.11
508131,68,32.7,20561.67,18016.84,3,5.0,224.51,0.0,8.7,6357.21,4729.26
508132,40,7.6,12569.1,11930.24,6,19.0,536.93,70.9,39.6,47376.56,72530.6
508133,38,3.2,877.3,933.44,1,5.2,85.57,25.9,58.9,2601.12,2128.45
508134,18,1.8,222.78,231.6,1,13.8,209.87,41.2,32.5,14745.97,20736.88
508135,22,1.9,3536.29,2869.26,2,38.4,127.41,89.0,52.5,38123.02,35459.59
508136,26,0.9,729.92,491.76,1,5.3,25.6,0.0,75.6,927.69,1010.18
508137,35,6.9,3215.79,2456.98,2,8.7,117.42,34.3,6.4,8917.82,5880.64
508138,60,13.3,23091.75,26141.66,4,6.1,113.02,15.4,15.3,4991.29,4003.2
508139,44,12.4,8686.68,6159.82,5,17.4,510.08,27.8,48.8,57376.76,49060.99
508140,56,6.0,407.71,320.67,1,6.3,69.13,12.0,77.3,2029.88,2768.85
508141,61,25.7,9109.48,7384.85,4,10.6,284.98,10.0,15.4,17566.77,15625.98
508142,24,1.3,2420.71,2726.48,2,35.5,86.53,75.6,26.8,22591.37,16220.52
508143,31,1.7,1585.89,1356.14,2,29.8,81.04,86.2,80.4,18040.83,9855.17
508144,53,2.0,3924.93,4497.28,2,18.9,100.29,28.2,52.7,16980.53,10288.13
508145,20,8.5,2419.86,2506.67,4,20.5,136.84,77.2,21.7,11538.52,21385.47
508146,64,22.9,19104.7,19373.24,4,7.8,99.91,8.8,18.6,4948.87,6438.06
508147,49,3.3,315.21,242.5,1,7.4,116.75,36.4,67.3,4834.41,5319.09
508148,22,4.0,1062.79,1005.22,2,7.3,34.88,27.8,90.5,1440.72,1691.25
508149,37,5.6,0.0,0.0,1,2.6,48.74,20.2,76.2,1034.37,644.8
508150,29,7.8,5623.44,5555.2,2,9.4,99.56,40.4,38.7,4390.72,6707.38
508151,52,9.9,3788.01,4145.31,2,10.1,127.22,43.0,3.7,6338.12,9483.67
508152,49,6.0,6627.06,6744.79,4,18.6,47.31,43.8,72.3,5211.62,6966.85
508153,54,2.5,1033.29,893.62,1,4.1,5.0,29.7,76.0,57.72,104.99
508154,75,23.7,22603.43,21203.03,4,2.3,148.98,17.9,34.4,2374.65,1825.0
508155,31,5.2,4552.72,4227.31,2,12.6,113.09,73.0,38.4,12241.17,6615.29
508156,60,16.8,35472.28,28942.85,4,6.3,208.43,10.4,15.5,8524.61,7967.78
508157,53,7.0,0.0,0.0,6,25.0,193.18,48.7,47.9,29464.05,27554.04
508158,55,3.4,11398.42,11751.7,6,18.7,257.75,77.9,37.5,37683.43,23794.58
508159,38,0.4,143.69,99.97,2,24.0,38.1,43.9,0.0,6999.83,6547.05
508160,70,27.9,0.0,0.0,5,5.6,199.0,1.2,16.6,4639.7,5887.91
508161,33,4.8,6440.65,5253.34,2,16.3,54.57,58.9,56.0,6744.85,4460.89
508162,41,5.7,6948.39,7451.54,1,10.7,177.54,49.6,34.8,15758.51,8338.36
508163,65,19.1,28411.16,25957.75,5,6.5,229.73,20.1,32.1,9966.91,13189.52
508164,62,27.7,20632.45,21449.92,4,7.7,265.43,11.6,19.7,11438.62,12300.7
508165,39,1.3,5514.88,4769.05,2,14.0,227.34,64.7,31.6,33056.72,18119.36
508166,57,27.2,12086.26,8775.66,3,5.7,124.96,9.0,4.8,3734.64,5168.86
508167,25,1.5,2608.62,2693.87,2,3.4,37.9,81.6,42.9,1081.2,606.66
508168,45,6.6,6592.61,6341.04,2,12.0,48.54,68.6,38.5,2527.08,2376.01
508169,48,10.1,1075.92,1206.16,1,9.5,103.56,20.6,93.8,4891.64,5044.18
508170,61,33.3,27597.48,25025.3,5,5.4,305.84,5.0,11.8,15448.93,12278.86
508171,81,30.1,16486.49,15975.92,4,2.0,170.13,7.3,19.6,1921.21,2022.51
508172,39,9.2,5616.05,4569.21,2,16.3,210.57,58.4,25.7,21455.13,16187.57
508173,42,9.8,11459.18,9148.88,3,30.5,492.23,70.5,56.7,86468.65,109829.29
508174,41,7.2,6377.89,4837.86,1,8.7,50.28,57.7,37.5,3372.99,2229.5
508175,50,7.3,5088.54,4407.22,2,13.5,101.53,41.4,45.4,9910.25,6551.16
508176,37,7.6,7501.03,5676.6,6,32.4,464.91,65.1,12.0,85450.68,110287.11
508177,49,5.7,14835.47,12464.89,6,31.7,294.32,60.2,38.8,62183.44,55687.71
508178,30,1.8,3525.54,2988.68,1,29.1,26.91,79.3,77.7,6045.78,4967.89
508179,43,4.6,3167.16,3038.39,2,12.0,172.52,53.7,63.9,11372.98,11047.16
508180,27,2.7,2833.65,3166.0,2,20.0,61.8,70.2,43.1,9264.93,5674.33
508181,25,5.8,544.64,557.99,2,18.5,176.52,57.4,47.5,19146.45,16848.03
508182,25,2.5,535.36,486.91,2,13.9,124.79,80.3,31.0,8479.7,8605.98
508183,29,7.1,8126.03,8573.77,2,8.1,70.7,28.3,1.7,3944.99,3411.65
508184,31,7.3,941.77,842.24,1,5.8,11.74,15.3,77.6,355.02,342.79
508185,37,4.7,452.63,408.18,4,14.1,237.38,52.7,56.1,20646.18,18549.57
508186,39,11.7,130.13,136.88,1,2.1,134.66,35.1,92.4,1870.74,1546.33
508187,33,12.0,4321.71,4385.04,2,15.8,145.4,26.4,73.4,10737.01,13887.93
508188,23,5.0,2384.81,2322.2,1,19.3,49.16,78.5,6.0,6903.87,7542.32
508189,66,11.9,7898.41,8045.66,3,3.3,143.24,3.9,5.6,3898.52,3347.76
508190,42,6.5,663.58,542.67,1,5.6,82.0,30.1,70.5,3115.78,3912.72
