Customer_ID,Annual_Income,Monthly_Income,Income_Growth_Rate_Pct,Disposable_Income,Total_Debt,Credit_Card_Debt,Debt_to_Income_Ratio,Number_of_Credit_Lines,Payment_History_Score,Late_Payments_Count,Avg_Days_Late,On_Time_Payment_Pct,Credit_Utilization_Pct,Total_Credit_Limit,Available_Credit,Oldest_Account_Age_Years,Avg_Account_Age_Years,Employment_Tenure_Years
901320,58086.28,4865.83,5.22,6938.1,41191.02,6454.36,38.78,3,414.47,7,13.9,65.34,79.12,500.0,3312.16,0.5,0.45,1.85
901321,15000.0,1260.28,1.14,500.0,61373.29,12047.32,44.87,7,629.97,6,9.34,85.3,53.02,18920.87,7429.75,20.46,8.29,6.6
901322,61683.83,5202.36,3.64,17999.02,30676.04,3347.12,34.61,5,850.0,0,0.0,100.0,35.31,15704.91,9035.66,15.91,7.36,11.12
901323,38296.6,3235.88,1.64,684.16,45665.49,9749.27,41.64,5,603.45,5,14.46,76.1,66.4,13840.69,2399.01,8.6,7.22,3.07
901324,116140.34,9522.19,6.82,22034.5,17005.51,3592.49,32.33,7,770.02,0,2.35,98.12,35.54,28530.0,13912.56,18.05,9.07,9.7
901325,84363.13,7078.52,7.85,20881.02,6080.16,3973.3,19.53,6,661.99,3,5.35,84.66,50.97,13832.49,6671.45,5.25,3.72,3.02
901326,80037.59,6578.31,8.27,20927.05,41875.36,5997.61,28.2,6,721.69,2,4.42,90.78,33.32,19493.06,15674.69,10.64,6.67,6.17
901327,108825.1,9118.68,9.56,16255.08,14221.6,3292.65,17.29,5,785.72,1,2.49,100.0,12.0,13837.73,12013.62,3.07,1.92,4.59
901328,124983.55,10485.15,5.79,26796.31,14110.91,3709.49,18.33,9,812.24,1,3.33,93.19,24.71,37472.88,28808.32,19.17,13.04,17.28
901329,94433.65,7934.23,8.38,16738.95,17099.78,2479.9,32.83,8,789.4,1,2.68,92.67,42.79,28984.65,24803.85,24.68,12.97,13.51
901330,69118.44,5729.75,2.87,19794.94,40577.21,2883.65,33.77,7,850.0,0,0.0,100.0,31.81,20782.26,18675.46,19.33,11.44,14.53
901331,65406.52,5409.18,2.58,8011.46,54562.15,5805.55,37.98,6,715.85,3,11.63,91.45,55.39,10989.73,9217.64,10.8,7.41,8.96
901332,94810.19,7858.56,1.57,19498.26,29899.99,7457.38,26.85,5,572.9,5,9.24,81.26,37.6,15305.73,15583.06,9.73,8.11,9.81
901333,118229.01,9844.55,5.83,28914.78,0.0,4294.53,10.76,6,713.09,4,6.23,93.27,30.54,21008.69,14395.29,11.52,4.25,7.23
901334,75229.34,6268.66,6.86,18260.93,33634.22,6667.67,33.6,5,565.59,8,7.7,70.72,43.87,24370.34,14869.68,15.02,4.47,12.19
901335,63103.77,5242.2,2.49,10531.5,31703.44,8714.3,30.0,9,677.31,0,4.73,100.0,39.76,20178.46,15978.81,23.93,10.59,13.88
901336,77675.7,6355.07,2.49,18085.42,16387.19,3611.72,32.32,4,528.11,8,9.09,66.53,42.61,16259.83,4689.31,4.17,2.08,2.55
901337,46461.1,3952.42,2.52,10658.76,44944.15,10098.66,46.9,6,524.61,9,12.23,74.14,56.56,19273.43,10645.85,12.91,7.36,6.78
901338,15003.31,1254.78,-3.49,7240.59,62883.22,9672.58,40.28,4,610.9,8,8.74,81.04,46.72,500.0,0.0,2.53,4.05,2.41
901339,62592.54,5314.41,3.06,23048.44,43568.43,2702.33,31.06,5,728.38,1,4.61,97.55,49.82,15122.59,9184.64,12.71,5.37,7.43
901340,58130.18,4887.06,3.39,14386.0,38442.18,4325.59,31.74,6,656.04,6,0.0,88.53,36.05,10826.43,14210.38,17.55,6.74,4.05
901341,101333.62,8400.88,13.26,25816.94,26243.76,5093.07,32.99,7,565.59,9,5.82,90.49,43.29,34596.95,20568.94,27.9,11.55,13.37
901342,15000.0,1245.4,-4.66,500.0,79668.34,11819.18,50.8,5,632.89,7,7.67,81.32,72.0,500.0,4534.92,9.34,5.66,7.94
901343,59325.8,4984.19,1.61,9650.68,53028.86,5045.29,33.57,7,685.47,2,12.53,85.24,46.1,13372.58,16390.15,17.8,8.39,9.23
901344,73454.96,6099.25,5.94,18369.03,52453.23,6263.12,25.77,6,577.73,7,13.14,84.15,55.37,8265.73,11078.13,8.61,5.23,4.68
901345,53454.38,4398.64,5.84,13193.59,39663.66,6666.96,32.81,3,651.63,3,4.61,87.78,39.27,3533.23,8074.7,6.42,2.72,4.32
901346,74221.43,6151.77,5.06,15315.2,34720.02,3887.38,39.41,6,505.38,8,9.28,79.25,50.8,13448.42,10692.06,3.75,5.53,3.28
901347,108164.43,9014.2,9.06,20781.73,21101.57,810.42,17.82,10,813.41,0,0.0,100.0,17.87,34388.63,25664.84,24.4,16.07,17.23
901348,42798.81,3559.01,2.82,500.0,70883.2,12797.63,44.96,6,552.69,6,7.52,82.76,54.75,16034.14,916.26,12.5,5.87,9.8
901349,45044.28,3752.56,4.06,4604.73,61155.44,8361.3,51.49,6,751.26,0,8.08,96.08,40.05,14084.65,11854.45,17.1,7.77,10.34
901350,49075.1,4098.88,1.57,1002.86,66836.48,11656.51,45.83,4,510.84,6,15.58,70.08,83.55,23684.77,13054.68,12.24,7.42,9.44
901351,105312.04,8854.11,6.6,25089.34,12772.74,4711.15,19.15,7,773.67,5,0.0,96.6,35.56,17751.98,12943.65,14.81,8.77,10.73
901352,70456.22,6104.2,0.17,9660.09,46237.26,7208.66,39.92,4,631.59,2,0.0,97.21,48.88,12421.06,9235.72,8.0,2.92,6.53
901353,63049.22,5296.57,3.04,7053.84,34746.09,6102.54,33.03,3,531.47,4,5.35,82.71,66.37,5973.28,0.0,0.5,0.2,0.26
901354,34353.38,2873.32,-4.28,5536.35,53414.12,10236.78,43.23,4,638.94,2,8.21,87.25,50.15,4729.04,2010.84,3.46,4.5,0.0
901355,42919.5,3623.31,0.42,2790.19,50599.38,9668.25,36.0,5,626.92,2,6.67,87.04,59.95,20182.58,9303.8,16.63,12.39,14.48
901356,61349.97,5153.45,2.53,12713.04,46538.16,10202.68,37.78,8,591.13,8,13.32,72.3,64.55,17214.71,9481.33,7.74,4.95,8.27
901357,138576.58,11502.25,13.07,29206.78,0.0,0.0,1.0,8,850.0,1,0.0,100.0,2.77,30028.45,23198.95,15.78,8.54,12.11
901358,51039.97,4251.59,6.98,5461.16,35420.26,9665.77,41.03,6,561.42,5,10.33,73.65,61.16,23848.04,8421.15,20.53,8.84,8.01
901359,47872.74,3918.97,4.88,2751.66,53423.69,8273.71,39.49,7,672.21,2,8.81,89.94,65.9,19718.04,6702.36,16.95,9.28,8.05
901360,86762.28,7178.26,8.96,12355.62,7403.23,4380.22,13.35,5,743.02,4,4.28,100.0,33.76,15488.47,15867.32,6.23,7.01,9.02
901361,76845.88,6423.38,1.37,17431.89,40996.12,6456.15,36.61,7,635.13,4,3.4,92.85,22.47,23827.89,11111.84,21.99,9.41,10.72
901362,15000.0,1246.07,-1.45,500.0,82875.87,11093.71,64.88,3,463.32,10,16.84,75.32,78.85,500.0,0.0,6.07,6.68,4.05
901363,91909.66,7619.52,6.43,14906.66,40389.04,6505.01,31.92,7,677.69,3,6.94,82.68,48.49,30594.43,15244.47,13.96,7.63,10.51
901364,58110.34,4789.03,1.65,500.0,29734.27,7011.49,36.51,3,658.64,6,11.12,85.31,42.45,10117.67,8346.61,4.1,4.32,0.04
901365,76223.05,6233.72,4.69,16086.17,50978.39,5826.63,34.26,8,588.24,8,13.09,87.23,47.48,27127.87,19009.85,18.11,11.28,7.9
901366,86817.14,7236.08,1.03,16515.44,26183.44,3418.68,37.52,7,818.86,2,6.64,100.0,39.13,20242.63,13597.37,10.53,5.97,9.79
901367,106593.08,8762.17,7.68,24542.15,7184.27,2776.43,23.25,3,673.83,2,8.0,85.81,31.21,22196.01,6413.23,6.03,2.8,7.25
901368,70594.22,5813.35,2.16,16443.97,25476.07,6277.23,22.32,7,678.62,0,1.08,88.6,43.01,21737.18,8410.64,11.43,5.79,6.46
901369,37479.0,3071.4,2.81,8756.23,48011.11,9427.95,39.56,6,498.75,10,13.23,77.98,50.4,17836.24,9984.13,19.05,7.14,8.05
901370,84749.95,6994.46,5.18,17991.47,28512.16,3142.52,25.41,8,771.07,0,1.14,100.0,37.34,23973.38,17645.44,14.11,9.44,10.25
901371,30760.21,2512.88,-2.09,12467.38,52485.71,11014.99,38.88,5,681.5,3,3.31,100.0,57.52,20172.5,13640.6,13.1,7.41,8.13
901372,29419.47,2498.33,1.33,500.0,54071.68,8542.52,43.77,3,700.7,6,11.7,89.21,52.39,19695.87,16323.45,13.75,7.96,8.99
901373,69948.42,5801.4,5.3,17281.21,32357.94,5229.06,30.17,6,632.53,2,3.92,93.69,37.88,25711.98,13410.87,19.25,8.89,8.01
901374,23046.3,1927.56,3.34,6636.18,49391.02,7762.1,35.27,4,752.11,2,4.76,100.0,54.24,20532.6,7530.31,6.74,5.95,6.12
901375,92154.53,7710.32,5.01,25147.06,34771.19,1181.0,24.74,10,850.0,0,0.0,100.0,6.85,36644.31,26288.54,24.33,14.77,13.82
901376,74125.43,6197.08,5.13,16144.83,16816.04,6281.16,24.33,7,594.72,6,9.39,77.36,53.61,26164.82,13933.76,17.2,9.35,13.94
901377,66126.8,5446.42,1.36,11185.48,21960.39,8324.46,27.26,4,529.19,7,8.76,83.07,54.05,16880.59,13888.91,10.39,7.97,6.67
901378,92225.17,7664.95,3.68,20081.54,14591.57,5099.79,18.33,5,640.04,5,9.2,86.84,39.67,13840.62,14658.6,16.68,7.18,10.2
901379,84266.07,6980.52,4.25,16706.22,17518.63,6404.24,29.29,5,397.27,12,9.02,73.68,34.61,25796.43,13128.53,10.55,4.09,6.9
901380,82966.33,6901.65,7.0,25456.88,19938.07,5048.88,24.63,6,717.94,3,3.37,95.78,33.4,23722.21,18067.22,18.58,6.41,10.0
901381,85569.9,7142.89,7.85,12319.43,39941.06,2490.45,25.81,5,625.25,3,0.0,89.5,46.22,25468.72,14291.16,20.54,8.03,8.42
901382,74014.37,6077.21,1.08,11088.18,19227.22,4154.56,28.82,3,606.88,4,7.86,91.3,33.93,10628.8,12940.34,8.28,3.63,6.67
901383,72765.72,6035.02,4.62,16096.2,47501.74,4057.8,32.24,9,671.33,2,2.5,93.22,21.0,32994.9,19610.05,29.58,16.57,15.32
901384,48313.25,4074.97,2.04,10644.21,44843.31,8216.61,40.22,5,549.91,2,9.92,88.21,53.34,12478.77,8077.15,9.35,7.36,4.06
901385,15000.0,1249.91,-1.51,500.0,71803.59,14468.4,66.51,3,412.27,11,16.68,75.8,83.83,1326.88,0.0,10.72,6.17,4.76
901386,15000.0,1249.59,-1.63,500.0,58919.85,10293.85,41.66,3,716.03,3,2.75,91.94,56.83,6029.03,2192.58,0.5,1.56,6.53
901387,38232.16,3166.17,-3.42,12969.56,56782.55,8621.77,45.87,5,679.23,3,0.74,85.55,42.83,4622.98,3037.62,10.87,4.89,1.77
901388,85930.23,7052.71,4.11,13436.42,20177.94,4190.12,22.69,3,818.1,3,0.0,98.67,40.17,11018.88,10400.46,8.28,1.8,7.1
901389,26930.49,2253.76,3.43,500.0,63995.75,11900.26,57.16,3,650.51,3,9.16,83.84,78.25,11106.78,6002.46,7.75,2.11,3.63
901390,52487.98,4395.41,1.58,12295.03,49019.36,11172.95,25.15,6,767.29,1,0.0,96.55,36.1,14823.83,5175.42,6.23,5.3,5.12
901391,76989.8,6305.68,3.49,13087.69,48309.72,10769.3,34.6,6,555.87,7,5.29,85.84,48.09,14539.12,8836.31,11.28,5.09,4.73
901392,78328.5,6479.04,7.39,18193.26,25815.13,6120.58,24.16,6,787.58,1,3.19,100.0,28.99,22905.2,20403.35,20.37,9.6,10.74
901393,83750.0,6864.01,6.89,19196.49,27570.77,7369.13,31.94,5,581.63,4,8.57,86.85,30.53,17908.39,10184.82,10.1,9.71,12.23
901394,58236.32,4816.73,5.48,14753.65,19061.76,3670.47,31.71,3,607.13,5,12.05,83.39,44.93,555.56,0.0,0.5,1.51,4.67
901395,63882.39,5486.88,5.51,12100.36,34849.12,7442.72,40.19,4,472.37,7,9.22,75.61,53.2,10300.23,9466.58,10.43,4.18,0.0
901396,15000.0,1252.73,1.09,3534.5,72932.61,11691.8,51.08,5,512.98,9,12.94,79.61,65.0,20682.75,1624.25,11.33,7.34,5.74
901397,47160.41,3964.28,4.11,9981.66,49242.99,5984.03,40.04,4,521.97,9,14.09,79.77,60.37,12931.01,10978.96,10.8,2.88,5.65
901398,62419.04,5230.52,7.29,11880.64,43997.29,6841.63,39.05,6,547.15,7,6.33,78.06,47.28,14146.85,13584.23,11.39,7.74,8.67
901399,104751.67,8793.15,6.73,28983.74,13999.92,2323.75,19.46,8,776.42,1,3.61,100.0,29.14,26003.01,16894.24,12.23,5.48,13.61
901400,104375.14,8789.12,6.78,32097.56,22010.01,2363.35,28.87,5,631.67,2,7.19,90.47,29.89,15406.17,13531.99,6.31,5.97,3.67
901401,108994.43,9208.85,5.4,18601.08,28304.33,1345.5,18.01,8,774.67,4,1.51,95.55,41.73,26123.91,22185.12,14.25,7.84,13.93
901402,59518.55,4931.56,5.24,13706.33,45801.58,5876.06,27.76,8,669.79,7,7.78,86.85,23.13,14749.28,12191.43,11.75,6.71,8.08
901403,59209.04,4922.55,2.27,14048.57,23360.65,4602.45,30.79,5,624.9,6,7.48,83.7,42.87,15057.53,6323.79,6.53,5.29,8.75
901404,59836.66,4994.2,0.56,10471.3,58186.67,9253.43,34.6,7,584.5,8,8.4,74.62,46.5,24869.98,17283.47,13.86,12.05,9.53
901405,73757.92,6226.88,4.94,17419.85,36176.36,5651.23,36.48,6,621.9,1,5.53,88.07,63.16,24050.66,11639.42,11.87,5.9,6.06
901406,15000.0,1258.25,0.49,1213.12,62595.6,10751.89,36.91,6,509.85,7,10.41,78.24,64.81,12239.38,4390.07,15.47,7.55,5.02
901407,68109.97,5672.98,5.41,12722.04,47629.54,4792.74,38.95,6,788.55,0,2.0,100.0,42.52,28670.98,13901.48,20.07,10.73,9.31
901408,56845.25,4721.83,2.77,13591.23,41023.51,9943.6,31.88,6,694.84,0,3.31,97.0,41.09,17623.25,18753.79,14.69,10.25,7.7
901409,61977.95,5042.84,-1.23,17051.8,44237.59,5756.27,34.34,7,516.53,1,8.75,87.69,52.32,18978.15,12927.99,17.51,10.48,9.55
901410,167663.51,13823.24,9.75,41642.12,0.0,0.0,4.16,9,549.46,6,11.47,79.63,14.73,37436.58,25633.76,15.54,8.37,11.43
901411,109998.52,9148.37,5.57,31649.54,17243.56,4220.33,22.2,9,850.0,2,0.0,97.11,30.2,27268.52,19345.32,19.39,11.83,12.86
901412,45601.46,3798.13,0.97,4862.18,56237.54,11930.95,42.6,6,398.29,8,19.11,70.85,56.73,8452.14,7076.29,11.84,7.33,0.27
901413,108552.06,9061.73,6.0,27191.31,2877.02,4683.65,16.62,7,657.88,3,0.0,81.01,48.74,37003.43,21440.5,18.42,11.02,14.09
901414,48284.68,3980.19,3.79,5934.86,39590.39,8538.82,43.32,6,442.44,6,18.69,77.1,56.12,19822.27,5975.46,19.4,8.9,9.87
901415,41395.64,3413.54,0.79,5506.07,45512.52,11647.39,42.32,7,791.9,0,3.48,84.46,34.29,21075.81,13678.73,19.46,10.79,9.88
901416,77573.04,6579.37,4.18,10831.65,35997.95,6299.37,33.24,7,514.57,8,8.29,85.0,50.63,25810.78,19540.41,18.22,10.41,13.46
901417,43091.02,3562.31,4.57,13629.47,43768.64,8329.47,33.32,6,780.91,3,0.0,96.23,39.58,22164.6,15105.92,17.25,9.06,12.02
901418,41179.97,3457.28,1.34,8573.32,60754.16,11194.55,51.18,5,568.38,9,5.31,84.43,49.39,14698.64,6359.61,13.2,6.64,10.04
901419,57507.59,4784.64,2.69,14227.85,39337.71,7064.83,43.39,6,659.38,7,2.73,90.91,51.97,16302.63,8987.92,11.86,7.44,8.05
901420,79270.29,6619.85,8.57,14493.64,33370.28,6997.13,30.35,4,683.77,3,9.28,89.38,45.6,16411.61,4460.05,7.93,7.49,5.83
901421,109108.49,9166.91,11.66,30093.37,0.0,463.1,17.75,10,850.0,0,0.0,100.0,5.93,34401.58,19021.72,13.22,10.15,10.98
901422,70229.69,5779.97,0.0,559.63,70697.29,10819.94,45.66,8,433.43,9,11.03,64.73,55.34,22336.41,15280.27,26.36,9.83,6.86
901423,65432.17,5437.32,4.5,13863.46,40202.13,7919.79,38.3,7,788.82,0,0.0,94.86,36.17,19971.63,12786.66,12.01,5.36,11.78
901424,101512.08,8458.13,3.37,14523.05,27807.14,4675.06,19.19,7,618.67,6,15.58,72.87,43.42,25068.57,13987.64,13.62,6.72,15.11
901425,48448.04,4020.65,-1.56,10043.74,46645.09,8078.88,38.6,5,652.19,3,8.08,88.84,62.15,21742.34,6382.46,6.69,6.04,9.39
901426,57733.45,4810.64,1.83,7826.32,34845.27,6467.42,38.03,6,667.59,4,9.3,98.35,29.05,10727.87,8391.31,8.37,5.27,7.82
901427,51205.12,4240.9,4.76,1586.41,60059.1,10870.52,45.8,5,435.81,8,9.08,73.17,65.9,20689.27,7180.56,13.05,9.97,9.03
901428,53863.59,4478.53,3.32,17077.06,40410.84,6736.25,47.62,7,572.73,4,9.31,83.02,36.76,32731.26,12795.59,18.83,9.45,10.52
901429,56485.59,4755.76,2.53,16020.16,34594.71,8698.05,37.05,5,498.24,8,7.82,69.89,57.66,15186.18,5530.45,6.22,5.36,5.11
901430,64548.22,5301.84,2.09,15502.74,49483.45,9251.54,34.9,6,815.29,1,0.0,100.0,47.8,22462.95,8873.75,16.49,8.54,11.05
901431,119274.24,9788.21,5.5,20863.98,24532.17,2295.46,23.41,7,684.63,1,5.89,93.44,8.8,31003.17,20910.91,18.05,8.09,10.85
901432,36609.96,3081.15,1.77,2518.94,55211.42,12619.64,47.43,7,451.26,9,18.7,80.89,72.25,15549.86,4040.19,14.71,10.3,7.42
901433,54535.43,4520.69,-2.93,12388.49,26770.24,9636.61,29.29,5,712.37,6,13.33,87.3,50.74,11924.91,1697.24,11.27,6.32,11.29
901434,50311.59,4186.31,4.44,18429.62,57971.77,5574.96,37.11,5,782.33,0,5.48,94.49,46.37,25816.03,12147.44,13.52,5.83,5.15
901435,66297.89,5551.1,0.93,8822.77,48517.09,2560.28,34.48,5,577.52,4,13.0,81.96,51.78,22287.3,16742.41,11.37,4.49,6.66
901436,25813.54,2166.07,1.14,2578.79,65806.68,7915.51,39.3,6,729.78,2,1.92,85.74,52.85,12924.02,9824.52,15.33,8.92,8.9
901437,23837.04,2009.99,3.31,4665.77,67061.42,9296.98,37.33,6,572.32,7,13.16,78.48,60.01,14517.65,14847.77,12.77,8.39,9.06
901438,38682.37,3243.27,2.75,4064.05,53811.95,6742.85,35.02,3,376.55,8,19.73,75.27,86.53,2300.25,2337.94,0.5,0.2,1.85
901439,84712.77,7116.92,7.15,13520.74,24663.28,2742.42,30.32,8,654.74,0,7.29,94.29,32.36,27648.56,19772.12,15.25,8.48,9.28
901440,81899.66,6735.74,6.17,25179.08,6435.76,2540.17,23.75,3,850.0,0,0.0,100.0,24.63,20474.84,14179.97,8.11,5.17,6.69
901441,66607.06,5540.73,3.37,13988.75,29928.53,6587.56,32.4,4,616.65,8,7.54,81.26,50.92,29123.9,5650.79,14.06,5.56,4.22
901442,61217.77,5183.35,5.58,500.0,29280.31,6543.31,39.05,7,411.02,9,14.13,69.97,72.39,19908.76,2544.3,10.62,6.08,4.65
901443,97985.49,8224.42,4.01,33010.81,17584.81,6213.47,15.14,6,850.0,0,0.0,100.0,26.15,26160.03,18814.42,20.42,9.5,14.61
901444,38637.99,3221.93,1.82,19466.07,57518.29,6413.17,29.99,5,735.72,0,0.0,100.0,46.34,21206.84,17243.1,14.54,6.87,5.42
901445,91337.08,7609.08,5.19,12704.64,39582.48,5326.71,31.93,8,678.89,6,5.34,90.85,43.64,23317.55,14590.6,13.64,9.24,10.39
901446,65732.43,5529.96,7.04,19733.92,35274.31,8257.31,27.71,3,610.79,4,13.24,89.3,38.65,4932.71,5784.2,7.23,5.26,2.39
901447,77838.62,6473.97,4.46,18711.88,36405.24,7197.78,32.91,6,850.0,0,0.0,100.0,17.99,30482.5,15824.36,22.41,12.97,6.21
901448,84441.06,7030.87,4.11,16176.81,28943.1,4355.09,30.17,8,789.67,4,1.52,100.0,36.47,33770.88,15716.01,18.69,12.58,13.42
901449,69236.19,5821.03,1.75,6574.36,35323.78,8857.11,39.97,6,478.36,9,10.08,81.12,53.33,10309.76,10809.68,4.95,2.58,3.6
901450,80682.89,6751.27,5.68,22052.42,14782.79,4612.25,18.89,3,686.48,0,8.22,86.43,40.23,10887.27,5692.81,0.5,2.31,0.0
901451,72173.2,5929.98,8.74,15947.95,23883.11,2883.89,24.47,6,679.68,5,9.72,88.08,52.3,16679.36,7951.89,5.07,0.69,7.02
901452,66681.59,5580.5,2.21,11011.06,30209.83,7412.64,44.03,6,623.74,8,14.82,73.41,51.93,20082.73,15908.63,16.49,9.38,14.33
901453,124532.38,10427.11,7.69,34041.83,7800.75,1747.81,17.78,5,850.0,0,0.0,100.0,15.08,31953.98,21500.97,14.92,8.48,8.08
901454,57913.19,4762.88,-0.61,10022.37,56938.73,8843.14,46.27,3,668.32,5,6.06,85.85,62.68,13831.25,5149.87,10.78,4.17,4.84
901455,56598.09,4699.13,-0.63,11500.91,44835.54,8490.94,45.71,4,546.1,9,20.78,68.88,58.78,20414.33,10516.38,10.76,4.27,7.93
901456,82520.47,6774.55,6.8,20404.6,16835.9,1961.61,29.98,4,665.9,2,8.41,80.13,42.67,12272.68,5814.14,3.01,3.22,2.02
901457,43623.99,3650.54,2.56,11300.47,47134.89,9207.1,34.6,6,841.71,1,2.21,100.0,43.81,8097.89,5827.66,11.98,7.14,10.03
901458,64013.42,5389.09,6.11,15144.25,23100.67,5413.4,22.8,7,718.58,4,6.5,95.91,46.94,11583.93,14977.45,11.18,7.08,10.21
901459,71862.06,5941.73,1.42,11026.5,37039.6,5775.97,30.06,3,622.28,5,9.02,90.89,50.32,8675.53,6216.36,3.6,3.27,2.85
901460,44691.01,3676.81,0.0,9051.02,29143.49,8574.47,45.97,5,615.2,6,5.31,88.44,63.82,11214.84,5506.27,4.15,3.0,7.31
901461,77433.6,6273.06,6.78,18227.98,41652.15,5214.4,22.73,4,464.31,5,6.65,64.47,43.42,18747.01,5935.87,6.69,4.86,1.3
901462,44075.51,3671.89,4.22,11145.51,52530.1,12641.51,46.43,6,682.23,6,10.22,91.85,48.59,20730.4,13523.85,14.39,6.76,10.37
901463,78474.19,6566.18,3.04,13669.06,46648.26,8938.97,25.41,6,569.01,5,0.6,83.68,50.81,26796.05,15690.89,15.76,9.74,9.36
901464,72652.07,6070.24,2.72,11157.83,25964.78,6545.15,30.2,4,715.84,3,1.59,97.59,40.5,9389.35,5333.75,5.9,2.4,6.5
901465,45505.17,3835.08,0.41,5617.92,51366.0,9558.52,39.86,4,449.85,10,13.33,67.02,60.85,12345.3,8769.6,11.41,3.64,8.13
901466,44908.52,3740.41,5.82,9091.13,22554.02,6723.91,33.61,4,836.91,3,4.42,94.97,42.56,12082.73,7730.69,6.88,4.75,4.19
901467,63609.33,5301.03,2.94,4056.17,39727.37,9519.0,32.68,7,603.37,3,6.3,81.03,34.49,26654.66,13810.85,15.1,8.8,11.41
901468,73039.6,6092.16,6.56,12803.23,41199.0,6712.38,33.02,6,648.39,3,3.24,95.3,51.4,17831.01,12201.04,18.88,8.32,11.19
901469,84452.48,6982.73,2.28,19656.05,12639.43,6433.52,24.92,3,662.72,6,9.87,86.17,45.08,14108.62,6790.83,2.03,3.68,0.77
901470,71842.13,5982.64,3.3,20944.76,52018.76,5368.94,33.1,7,605.64,3,6.7,92.83,43.26,23929.55,17714.41,24.27,11.94,13.74
901471,107570.83,9142.43,7.67,23303.62,4800.81,3768.44,24.41,5,589.57,5,9.01,78.47,33.62,24063.47,20122.23,12.72,5.6,10.07
901472,72008.15,5906.58,1.36,9020.09,39188.79,10391.81,37.68,5,786.17,4,14.92,94.56,33.92,15097.38,11821.09,12.63,3.89,7.01
901473,91967.47,7680.22,6.49,20077.79,34916.21,3134.68,26.2,8,564.85,7,12.26,76.07,48.01,30293.99,22128.49,19.42,12.04,11.13
901474,34591.75,2866.65,2.18,841.53,58300.95,7578.69,32.75,6,628.12,3,11.73,84.11,52.31,15914.82,7426.57,10.98,6.84,9.18
901475,15000.0,1243.51,-1.72,1424.13,50015.27,9468.36,50.84,2,522.54,8,9.16,72.61,50.99,2497.43,759.79,0.5,2.59,1.41
901476,74138.27,6142.37,5.08,14698.93,43159.41,8100.73,30.76,8,597.97,5,1.37,88.73,33.92,17188.38,14084.71,15.01,7.66,7.67
901477,29108.04,2421.55,-1.67,3608.64,74515.93,10999.94,48.77,7,658.98,4,7.99,95.1,58.29,8106.15,13494.14,12.46,9.51,10.6
901478,87375.37,7298.55,8.09,22277.49,3933.12,2405.11,21.28,3,748.65,0,2.58,97.86,31.18,22645.76,14357.89,4.78,4.67,4.52
901479,83210.84,6828.5,8.18,16870.65,30057.17,6686.62,29.44,6,731.36,1,5.65,82.23,52.99,17915.72,17879.79,15.49,7.97,5.75
901480,75747.25,6393.85,6.09,9119.44,7115.25,5185.94,29.11,6,626.56,4,11.28,84.23,34.75,17277.28,12856.37,10.09,5.31,4.67
901481,46635.53,3860.4,2.56,12066.49,30622.2,7083.06,35.1,6,737.75,3,0.89,85.04,48.82,24568.85,6916.55,11.33,7.2,9.35
901482,65555.76,5424.64,3.41,11419.58,27535.24,5520.74,32.84,6,603.22,4,2.3,92.48,47.83,17522.66,7796.96,8.85,8.54,13.36
901483,63608.73,5309.78,4.45,14091.15,50780.12,8884.8,35.01,4,693.89,6,4.85,92.34,56.84,10329.11,2965.27,5.95,3.85,4.54
901484,109084.51,9179.4,8.61,23774.1,0.0,2854.89,16.72,7,850.0,0,0.0,100.0,5.65,23603.88,16308.69,14.61,11.05,10.51
901485,91054.56,7518.61,2.19,18081.8,15978.16,5422.36,27.65,2,583.83,2,7.97,89.25,50.53,3810.74,8377.8,0.65,1.64,1.48
901486,59341.57,4858.51,1.15,11763.06,53317.95,7644.67,35.87,6,811.51,2,0.0,100.0,38.47,8770.79,8926.04,6.47,4.59,2.12
901487,60423.23,5013.11,2.42,11882.39,49446.25,7905.14,33.46,6,833.19,2,0.0,100.0,46.93,10507.02,7637.8,9.87,6.31,5.61
901488,86588.25,7287.31,5.06,21790.27,39784.7,4187.79,24.24,6,646.91,6,7.01,89.24,30.92,28365.1,16702.48,18.01,8.15,11.94
901489,70485.21,5894.72,4.11,13753.38,38836.49,7886.13,35.11,4,547.29,10,14.5,78.14,62.01,8217.0,1991.43,0.5,0.63,3.83
901490,75764.21,6289.79,4.23,23110.92,28353.86,7322.18,23.19,7,726.29,3,5.71,92.65,40.91,28015.84,14199.95,14.95,7.47,10.57
901491,65348.67,5503.44,5.57,14743.49,32941.56,8293.46,38.64,6,630.72,6,10.12,79.48,40.75,19439.01,9634.14,11.53,8.87,8.75
901492,88316.29,7345.19,7.48,18623.37,35953.44,3709.1,36.41,5,386.71,12,15.27,69.78,41.91,29385.69,11364.68,7.92,6.71,10.98
901493,15000.0,1264.0,-0.87,1410.44,75412.02,14035.62,62.02,5,827.44,2,2.91,100.0,57.07,13384.79,10529.35,17.69,7.78,8.33
901494,70029.44,5694.69,7.36,13603.39,21864.84,5825.97,24.34,4,640.85,6,3.91,85.02,40.57,14120.57,7849.07,10.57,4.78,8.02
901495,41707.4,3412.21,4.61,15254.18,48426.59,5550.72,39.07,6,764.4,0,3.6,97.4,45.91,13278.08,11292.46,8.62,6.6,6.91
901496,81669.77,6810.85,1.9,26999.86,34318.61,7735.19,24.59,6,731.99,4,2.35,88.28,53.88,21803.02,16918.86,12.36,7.96,10.33
