Applicant_ID,Age,Annual_Income,Loan_Amount,Credit_Score,Employment_Years,Num_Dependents,Existing_Loans,Home_Ownership,Purpose,Default
703111,41,81947.02,7288.47,698,7.1,3,1,Mortgage,Other,0
703112,33,91128.27,17234.14,634,9.7,0,3,Mortgage,Home_Improvement,0
703113,27,82529.77,23617.69,515,8.4,1,3,Mortgage,Home_Improvement,1
703114,41,63505.95,9716.69,660,10.5,3,1,Rent,Auto,0
703115,65,63376.18,1000.0,713,5.3,2,1,Mortgage,Debt_Consolidation,0
703116,25,70574.18,1000.0,777,2.2,2,2,Rent,Debt_Consolidation,0
703117,28,98873.35,6925.22,521,1.8,2,3,Rent,Auto,0
703118,60,38615.31,13978.08,588,9.9,0,2,Own,Debt_Consolidation,1
703119,61,57317.73,16011.29,655,0.0,1,0,Rent,Debt_Consolidation,0
703120,65,41202.54,21220.73,413,10.7,1,2,Own,Debt_Consolidation,1
703121,25,28587.86,36986.81,609,7.0,0,1,Rent,Debt_Consolidation,1
703122,58,65776.95,6108.29,685,0.0,4,1,Own,Other,0
703123,48,84981.29,26680.12,819,7.2,2,3,Rent,Auto,0
703124,46,32286.48,14414.96,682,8.9,2,2,Own,Debt_Consolidation,0
703125,59,81481.5,18022.43,534,11.8,4,0,Rent,Debt_Consolidation,0
703126,63,73910.36,12951.35,697,14.6,0,3,Mortgage,Debt_Consolidation,1
703127,58,68958.95,27337.0,729,4.5,4,0,Mortgage,Debt_Consolidation,0
703128,35,90472.23,25008.17,474,0.0,2,3,Mortgage,Debt_Consolidation,0
703129,50,41905.28,31602.92,681,10.7,2,1,Mortgage,Other,1
703130,41,96559.33,37742.17,814,10.8,3,2,Mortgage,Debt_Consolidation,0
703131,42,49119.42,3093.36,689,10.9,0,0,Mortgage,Debt_Consolidation,0
703132,28,70786.29,15655.64,649,0.0,3,0,Mortgage,Auto,0
703133,41,20618.07,25915.29,567,12.2,3,2,Rent,Auto,1
703134,40,81142.42,27090.11,579,7.8,1,0,Own,Home_Improvement,0
703135,21,58416.49,22492.78,825,1.9,3,0,Rent,Other,0
703136,62,44143.79,9923.26,646,7.9,2,3,Own,Debt_Consolidation,0
703137,40,32966.88,37816.66,726,11.7,4,2,Own,Auto,1
703138,50,62535.38,7826.73,753,0.0,1,3,Rent,Debt_Consolidation,0
703139,25,89605.52,26735.32,730,20.6,0,3,Mortgage,Home_Improvement,0
703140,45,70412.53,12803.73,661,13.9,3,1,Mortgage,Debt_Consolidation,0
703141,49,49463.68,14286.08,687,17.0,1,0,Mortgage,Auto,0
703142,45,39228.76,26089.86,511,11.9,4,1,Mortgage,Home_Improvement,1
703143,43,32457.65,8648.27,565,3.2,1,0,Mortgage,Debt_Consolidation,1
703144,49,49719.66,25133.45,658,11.8,3,0,Mortgage,Medical,0
703145,58,19044.76,18092.37,758,1.7,0,0,Rent,Other,1
703146,48,48533.19,6535.45,850,18.3,1,1,Own,Other,0
703147,21,83878.68,16335.78,623,8.0,3,3,Own,Debt_Consolidation,0
703148,41,56087.32,19471.87,784,8.5,3,2,Own,Debt_Consolidation,1
703149,39,53805.15,23891.92,734,0.0,2,3,Mortgage,Debt_Consolidation,0
703150,43,43084.81,28187.9,614,10.4,4,1,Rent,Debt_Consolidation,1
703151,52,74627.83,2923.93,639,11.5,1,2,Rent,Auto,0
703152,25,72666.48,8931.17,547,3.2,3,1,Mortgage,Home_Improvement,0
703153,57,91623.4,9277.35,743,3.5,2,1,Mortgage,Debt_Consolidation,0
703154,40,40670.07,2435.2,819,0.0,4,2,Own,Home_Improvement,0
703155,44,30650.9,36630.24,632,3.5,1,1,Rent,Other,1
703156,51,42795.05,12052.91,657,2.5,2,2,Rent,Debt_Consolidation,1
703157,43,27775.01,13668.72,725,6.0,0,1,Mortgage,Debt_Consolidation,0
703158,31,56102.73,12503.03,724,6.0,0,2,Own,Home_Improvement,0
703159,40,46922.89,7692.91,579,11.1,2,0,Own,Debt_Consolidation,0
703160,33,36584.8,25901.96,706,12.8,0,3,Mortgage,Home_Improvement,1
703161,26,56045.17,18114.95,637,5.9,1,1,Rent,Auto,0
703162,57,81371.48,9780.68,780,0.0,2,3,Own,Other,0
703163,46,74421.55,13397.37,729,11.2,4,2,Mortgage,Debt_Consolidation,0
703164,27,42100.84,20663.71,552,14.4,3,3,Mortgage,Home_Improvement,1
703165,33,58027.42,19671.2,669,6.9,3,3,Mortgage,Medical,0
703166,29,64713.65,25283.08,748,9.6,4,2,Mortgage,Other,0
703167,43,73065.89,29435.02,679,2.1,2,0,Rent,Other,1
703168,57,48874.69,11519.06,559,13.6,1,0,Mortgage,Home_Improvement,0
703169,49,26217.63,6607.79,501,12.1,1,1,Rent,Home_Improvement,0
703170,26,65402.79,11733.46,587,2.1,2,2,Own,Other,1
703171,53,33813.79,17810.96,607,6.1,3,1,Rent,Auto,1
703172,34,48240.54,10315.56,595,1.1,0,3,Rent,Debt_Consolidation,0
703173,54,50658.53,19623.97,481,6.8,1,3,Rent,Debt_Consolidation,1
703174,61,79220.28,4109.43,691,7.9,3,3,Rent,Auto,0
703175,43,45798.06,16037.07,683,11.8,3,3,Own,Other,0
703176,39,61006.07,19740.84,574,7.5,1,0,Rent,Other,0
703177,65,51951.43,7886.88,720,7.5,3,0,Mortgage,Debt_Consolidation,0
703178,57,43926.86,24028.42,676,8.4,0,2,Own,Debt_Consolidation,1
703179,54,78189.25,32969.31,606,4.1,3,3,Rent,Auto,1
703180,55,45985.01,1000.0,686,5.6,1,2,Own,Debt_Consolidation,0
703181,46,68531.48,8353.43,596,4.2,2,3,Rent,Auto,0
703182,21,63955.87,14406.57,685,10.3,0,2,Own,Home_Improvement,1
703183,47,14000.0,24025.29,515,7.6,2,3,Own,Debt_Consolidation,1
703184,30,17505.6,6117.0,626,0.0,4,0,Mortgage,Medical,0
703185,63,14000.0,17924.22,518,5.6,4,1,Own,Debt_Consolidation,1
703186,62,64149.93,30606.21,698,8.5,2,0,Own,Other,0
703187,60,63309.2,19256.24,777,7.0,1,0,Mortgage,Debt_Consolidation,0
703188,35,44517.2,10687.86,822,1.7,0,0,Mortgage,Auto,0
703189,59,44528.54,10398.06,630,1.4,1,1,Mortgage,Medical,0
703190,39,49416.86,18702.36,529,3.6,4,3,Mortgage,Other,1
703191,45,41973.04,20810.67,728,4.5,2,3,Rent,Debt_Consolidation,0
703192,63,56154.95,20074.95,710,8.0,2,1,Rent,Auto,0
703193,44,56200.44,16384.34,564,4.3,1,0,Mortgage,Debt_Consolidation,0
703194,25,35736.08,1000.0,733,0.2,4,1,Mortgage,Home_Improvement,0
703195,54,91238.39,7851.72,676,6.5,0,1,Mortgage,Debt_Consolidation,0
703196,64,81308.31,13036.04,759,10.2,4,2,Own,Other,0
703197,32,47363.5,17855.74,589,4.6,0,2,Rent,Other,1
703198,50,109157.23,21597.59,562,13.3,0,2,Rent,Medical,0
703199,45,115898.8,9814.78,624,13.5,3,3,Own,Medical,0
703200,49,86908.8,23234.64,629,1.8,1,2,Mortgage,Auto,0
703201,56,85825.11,31881.99,695,9.1,4,2,Rent,Medical,0
703202,21,43248.46,21238.23,648,5.0,0,3,Mortgage,Other,1
703203,61,49698.39,24052.73,663,1.8,3,1,Rent,Other,0
703204,49,19366.03,11900.32,737,6.1,4,3,Rent,Debt_Consolidation,1
703205,35,47239.82,6062.87,610,4.6,3,3,Mortgage,Auto,0
703206,57,80678.11,20976.63,585,0.0,2,1,Mortgage,Debt_Consolidation,0
703207,48,47477.08,19945.57,744,10.4,2,1,Mortgage,Home_Improvement,0
703208,38,17071.33,26715.71,570,7.7,1,3,Mortgage,Other,1
703209,58,95741.24,12648.27,580,5.3,1,2,Own,Auto,0
703210,24,104495.19,5647.56,610,7.2,0,3,Own,Home_Improvement,0
703211,40,93638.25,5764.04,613,10.3,1,2,Mortgage,Home_Improvement,0
703212,26,20695.0,18286.24,775,7.1,2,3,Mortgage,Other,1
703213,55,77204.94,1000.0,492,4.8,2,3,Mortgage,Home_Improvement,0
703214,24,37481.51,28925.92,699,8.5,2,2,Rent,Other,1
703215,27,54047.0,11453.32,684,0.0,4,0,Mortgage,Debt_Consolidation,0
703216,39,74166.67,15579.34,575,12.0,0,1,Mortgage,Other,0
703217,61,94149.62,12842.9,683,4.9,4,0,Mortgage,Auto,0
703218,57,42393.91,31367.38,708,9.8,0,1,Own,Debt_Consolidation,1
703219,62,49048.2,2262.85,756,4.1,0,0,Rent,Other,0
703220,23,27075.71,22786.38,679,5.2,1,2,Own,Home_Improvement,1
703221,58,57592.04,19803.97,578,9.1,0,1,Mortgage,Auto,0
703222,39,34002.92,27482.52,803,8.6,4,1,Mortgage,Medical,1
703223,52,45501.69,24249.91,667,13.6,2,2,Rent,Debt_Consolidation,0
703224,39,75689.28,4996.99,723,8.0,0,1,Rent,Medical,0
703225,59,57125.09,1000.0,672,0.0,4,1,Rent,Auto,0
703226,38,60316.46,1000.0,674,14.6,1,2,Mortgage,Home_Improvement,0
703227,34,64181.27,12234.11,681,5.9,2,1,Rent,Other,0
703228,44,76738.42,20224.13,528,13.0,2,2,Own,Debt_Consolidation,0
703229,21,90749.1,16919.8,739,13.3,3,0,Mortgage,Auto,0
703230,45,29447.2,11254.27,747,4.6,2,1,Rent,Medical,0
703231,46,18756.07,20384.77,721,4.8,0,2,Mortgage,Home_Improvement,1
703232,30,69855.25,1000.0,663,0.0,2,0,Rent,Home_Improvement,0
703233,27,74170.23,28032.94,460,8.3,1,2,Rent,Debt_Consolidation,1
703234,56,90936.74,30227.01,582,0.0,3,1,Mortgage,Home_Improvement,0
703235,59,76330.11,27643.53,651,14.8,1,0,Mortgage,Debt_Consolidation,0
703236,44,99122.58,22679.51,586,10.4,4,3,Rent,Debt_Consolidation,1
703237,27,69792.8,33038.31,690,9.8,4,3,Mortgage,Debt_Consolidation,1
703238,36,42186.46,1000.0,715,6.3,1,3,Mortgage,Other,0
703239,61,81613.98,4753.5,628,7.1,4,0,Rent,Auto,0
703240,64,36005.95,15606.87,520,4.8,1,3,Rent,Home_Improvement,1
703241,28,40955.74,15394.5,498,0.0,0,0,Rent,Auto,1
703242,52,67305.61,11999.2,578,5.0,3,2,Rent,Debt_Consolidation,0
703243,62,51331.75,20576.46,727,4.8,3,3,Rent,Home_Improvement,0
703244,28,79971.47,12155.46,776,11.1,4,1,Mortgage,Debt_Consolidation,0
703245,52,48488.36,31917.15,651,1.2,4,0,Rent,Home_Improvement,0
703246,64,101505.36,16074.07,710,8.0,2,2,Rent,Debt_Consolidation,0
703247,25,32881.75,1000.0,745,10.0,0,0,Mortgage,Debt_Consolidation,0
703248,47,74504.72,11068.02,736,9.4,3,2,Rent,Medical,0
703249,34,46360.24,8086.79,584,2.3,2,2,Mortgage,Auto,0
703250,36,91596.19,1000.0,493,4.6,0,1,Rent,Debt_Consolidation,1
703251,34,43701.14,25051.61,622,1.6,3,3,Rent,Home_Improvement,0
703252,31,76000.26,5274.4,623,4.4,4,1,Rent,Other,0
703253,28,14000.0,1000.0,518,8.0,4,2,Rent,Debt_Consolidation,0
703254,24,39849.14,11086.08,709,4.3,3,0,Mortgage,Auto,0
703255,47,97456.55,33864.95,737,6.9,2,0,Mortgage,Medical,0
703256,31,62308.41,15781.19,639,6.9,1,3,Own,Auto,0
703257,49,59737.07,34620.94,502,10.5,0,3,Rent,Auto,1
703258,34,79089.33,22165.36,730,9.6,3,1,Mortgage,Auto,0
703259,41,115807.48,34209.3,489,9.8,1,1,Mortgage,Debt_Consolidation,0
703260,36,31268.15,22384.9,635,11.1,1,1,Mortgage,Auto,1
703261,27,55840.9,21642.34,737,5.6,4,2,Rent,Auto,0
703262,65,46729.01,1000.0,629,11.7,3,2,Mortgage,Debt_Consolidation,0
703263,49,74773.04,1172.01,746,7.8,4,0,Rent,Auto,0
703264,47,40803.54,1026.02,692,12.7,4,3,Rent,Auto,0
703265,34,20152.0,12111.91,747,8.1,0,0,Own,Debt_Consolidation,0
703266,29,21073.37,24923.21,801,13.4,2,1,Own,Debt_Consolidation,1
703267,23,73786.03,22635.79,738,8.0,0,2,Rent,Auto,0
703268,37,62928.86,21245.44,646,0.4,1,3,Mortgage,Debt_Consolidation,0
703269,56,78583.73,1000.0,665,4.6,2,3,Own,Debt_Consolidation,0
703270,40,19259.99,4573.29,586,8.2,3,2,Rent,Home_Improvement,0
703271,24,36127.67,12950.75,658,7.6,4,0,Mortgage,Other,0
703272,24,44741.43,20105.39,559,9.1,2,1,Mortgage,Debt_Consolidation,1
703273,52,78383.73,16426.96,637,5.1,1,0,Own,Auto,0
703274,42,68637.31,5601.48,521,4.9,2,3,Mortgage,Home_Improvement,0
703275,35,53779.75,1000.0,816,0.0,0,1,Rent,Home_Improvement,0
703276,43,33656.24,24842.82,698,11.4,0,2,Rent,Home_Improvement,1
703277,21,62500.99,4589.52,682,11.8,0,2,Rent,Auto,0
703278,61,46452.46,13080.63,696,11.4,4,0,Mortgage,Auto,0
703279,40,79367.82,14903.7,543,0.0,0,2,Rent,Medical,0
703280,40,100059.5,19564.41,660,3.6,1,1,Own,Home_Improvement,0
703281,25,60833.67,7131.73,603,4.0,2,3,Rent,Home_Improvement,0
703282,51,30934.38,2557.04,665,6.7,0,2,Rent,Debt_Consolidation,0
703283,49,115424.41,12825.0,727,1.3,3,2,Mortgage,Debt_Consolidation,0
703284,51,73328.08,5870.39,620,16.1,1,2,Rent,Debt_Consolidation,0
703285,36,70971.98,16370.82,575,11.0,3,3,Mortgage,Debt_Consolidation,0
703286,28,60810.4,1000.0,664,6.2,0,3,Rent,Home_Improvement,0
703287,54,62213.04,10778.02,662,4.7,3,3,Rent,Other,1
703288,46,60313.12,1910.76,672,0.0,1,1,Rent,Debt_Consolidation,0
703289,43,64395.04,36957.61,661,11.6,4,3,Rent,Other,0
703290,41,21930.37,1000.0,758,8.2,0,1,Rent,Home_Improvement,0
703291,62,40890.85,9522.22,674,8.4,2,0,Rent,Home_Improvement,0
703292,28,55944.9,11551.69,688,11.4,1,3,Rent,Other,0
703293,50,61695.04,9099.89,608,2.0,3,2,Mortgage,Auto,1
703294,22,62877.92,1766.04,592,0.0,0,0,Own,Medical,0
703295,32,68527.39,5087.89,683,17.6,4,3,Mortgage,Home_Improvement,0
703296,65,14193.68,13015.91,638,4.3,1,1,Own,Debt_Consolidation,1
703297,28,34833.83,30176.61,496,10.2,1,3,Rent,Auto,1
703298,25,42042.01,28463.34,693,0.0,0,3,Rent,Auto,1
703299,39,61365.01,33821.85,639,9.8,3,1,Own,Debt_Consolidation,1
703300,60,53526.92,10305.1,697,15.4,0,3,Mortgage,Home_Improvement,0
703301,48,105922.91,17653.77,685,8.9,2,0,Mortgage,Other,0
703302,37,48996.43,29376.79,649,0.0,2,2,Rent,Debt_Consolidation,1
703303,54,52300.36,21774.64,559,3.7,2,1,Mortgage,Debt_Consolidation,1
703304,24,20797.56,18568.45,642,0.0,3,3,Rent,Debt_Consolidation,1
703305,65,102151.06,17366.78,613,5.7,4,1,Rent,Auto,0
703306,64,60149.98,25077.42,661,11.3,0,1,Mortgage,Home_Improvement,1
703307,24,55412.36,10892.92,700,10.0,2,1,Mortgage,Debt_Consolidation,0
703308,50,42624.95,19577.15,670,4.6,4,3,Rent,Debt_Consolidation,0
703309,50,60276.62,8069.54,559,7.9,4,2,Own,Other,0
703310,39,49737.64,24106.74,522,6.7,2,3,Mortgage,Debt_Consolidation,1
703311,44,87496.98,22118.22,690,0.0,1,0,Mortgage,Medical,0
703312,58,38728.3,16116.06,499,2.4,0,3,Own,Debt_Consolidation,1
703313,50,47749.96,2647.46,696,8.5,3,2,Rent,Auto,0
703314,52,45389.79,14993.66,683,15.9,1,0,Mortgage,Auto,0
703315,26,72428.66,32737.21,564,6.6,0,0,Mortgage,Auto,1
703316,39,66219.48,10462.94,595,7.2,4,3,Mortgage,Home_Improvement,0
703317,56,81974.29,19398.1,600,0.8,4,2,Rent,Auto,0
703318,53,71315.71,1000.0,602,9.9,2,1,Rent,Auto,0
703319,32,72034.62,5030.74,660,0.0,2,3,Rent,Debt_Consolidation,0
703320,54,59603.7,15493.64,527,8.5,3,3,Mortgage,Auto,1
703321,57,80118.04,25027.24,686,9.4,1,2,Own,Debt_Consolidation,0
703322,28,69967.93,24222.91,601,6.6,4,2,Rent,Auto,0
703323,64,66319.88,9627.87,603,3.5,0,1,Mortgage,Medical,0
703324,53,19638.4,35141.95,707,3.1,0,0,Own,Auto,1
703325,49,47031.38,1000.0,677,13.5,2,2,Own,Other,0
703326,62,41683.91,1000.0,499,11.1,1,3,Mortgage,Medical,0
703327,29,14460.78,26688.97,597,8.1,1,0,Own,Debt_Consolidation,1
703328,51,89809.38,28915.46,575,11.4,3,1,Rent,Debt_Consolidation,0
703329,48,93222.53,33469.11,741,4.7,1,0,Rent,Debt_Consolidation,0
703330,56,84453.94,6730.9,630,6.8,4,2,Mortgage,Home_Improvement,0
703331,32,72053.74,1227.53,657,3.4,2,3,Rent,Medical,1
703332,65,94097.31,1000.0,693,3.3,1,3,Mortgage,Other,0
703333,61,17777.67,5682.66,766,5.3,0,0,Own,Debt_Consolidation,0
703334,56,88904.77,20040.73,642,12.3,3,0,Mortgage,Home_Improvement,0
703335,39,14000.0,11482.64,673,3.4,0,1,Rent,Debt_Consolidation,1
703336,42,62001.36,11489.3,736,4.5,3,3,Rent,Home_Improvement,0
703337,55,60994.5,21928.12,640,6.6,0,1,Rent,Debt_Consolidation,0
703338,46,70498.27,13323.9,785,13.4,0,3,Mortgage,Debt_Consolidation,0
703339,40,73879.87,17293.7,725,2.2,4,3,Mortgage,Debt_Consolidation,0
703340,55,75263.78,30702.04,689,20.9,1,2,Rent,Debt_Consolidation,0
703341,41,41205.05,8281.12,798,6.1,1,0,Rent,Home_Improvement,0
703342,49,41762.79,16501.27,678,5.2,2,1,Rent,Debt_Consolidation,1
703343,25,37988.39,7578.48,841,7.7,4,3,Own,Home_Improvement,0
703344,24,61149.6,23079.57,654,4.3,1,2,Own,Auto,0
703345,30,49765.21,3465.01,701,5.1,3,1,Rent,Debt_Consolidation,0
703346,23,19679.69,5875.61,697,2.0,1,0,Rent,Home_Improvement,0
703347,30,81133.82,22301.73,625,16.7,2,0,Mortgage,Other,0
703348,33,30511.41,1000.0,648,1.4,3,2,Rent,Auto,0
703349,50,46161.43,34294.71,735,10.7,0,3,Mortgage,Home_Improvement,1
703350,57,40075.15,21950.39,517,10.3,3,3,Own,Debt_Consolidation,1
703351,34,39967.13,13693.15,673,5.8,0,1,Rent,Home_Improvement,0
703352,30,71905.36,11856.89,837,10.7,4,1,Rent,Home_Improvement,0
703353,38,41235.2,20783.29,627,11.5,1,0,Mortgage,Home_Improvement,1
703354,35,23325.53,19715.22,701,10.6,4,2,Rent,Debt_Consolidation,1
703355,21,41965.71,5311.78,660,0.0,0,3,Rent,Other,0
703356,58,33059.83,17000.87,781,12.1,0,2,Rent,Debt_Consolidation,1
703357,54,20865.08,6691.29,850,11.0,4,0,Mortgage,Other,0
703358,26,79860.8,10263.76,574,8.0,2,0,Mortgage,Auto,0
703359,60,85644.24,15346.9,602,4.0,2,1,Rent,Auto,0
703360,33,23141.3,16365.92,707,5.4,1,0,Rent,Other,0
703361,30,95592.25,12477.5,807,0.0,4,1,Rent,Other,0
703362,32,101948.85,14636.42,477,12.1,0,2,Rent,Debt_Consolidation,1
703363,23,24469.78,11367.09,628,0.0,0,0,Mortgage,Debt_Consolidation,1
703364,23,67945.73,12393.16,645,13.0,4,1,Rent,Auto,0
703365,37,51134.72,31640.51,661,8.5,0,3,Rent,Debt_Consolidation,0
703366,54,77833.3,30306.68,795,14.0,1,1,Mortgage,Auto,0
703367,63,14000.0,6490.62,648,1.4,4,1,Mortgage,Auto,0
703368,35,72843.84,1000.0,722,3.2,0,2,Own,Debt_Consolidation,0
703369,23,48986.84,24023.82,536,6.2,3,1,Mortgage,Other,1
703370,39,69320.84,34784.23,680,0.0,2,2,Rent,Debt_Consolidation,0
703371,35,79146.8,13456.97,615,0.8,1,2,Rent,Home_Improvement,1
703372,35,14000.0,19746.56,801,9.4,1,1,Own,Other,1
703373,22,56632.39,16136.58,699,17.6,4,2,Rent,Auto,0
703374,23,57765.79,19332.26,590,0.9,4,0,Own,Debt_Consolidation,0
703375,31,72332.27,10702.67,647,11.0,2,2,Mortgage,Auto,0
703376,59,85221.61,15757.15,602,3.6,0,0,Mortgage,Auto,0
703377,22,76074.18,13520.1,590,7.5,0,3,Mortgage,Other,0
703378,27,39284.85,13086.54,640,10.5,4,1,Rent,Auto,0
703379,56,74917.37,17725.99,663,5.8,1,2,Rent,Home_Improvement,0
703380,33,39645.16,1791.34,547,6.7,0,0,Rent,Debt_Consolidation,0
703381,22,76394.53,27358.0,518,5.5,1,3,Mortgage,Debt_Consolidation,1
703382,53,53688.02,17022.91,707,6.6,3,0,Rent,Home_Improvement,0
703383,29,53555.2,18090.63,680,8.5,1,0,Rent,Debt_Consolidation,1
703384,36,61103.76,8782.41,656,10.3,2,0,Mortgage,Home_Improvement,0
703385,25,19535.79,1000.0,715,4.8,2,2,Rent,Debt_Consolidation,0
703386,43,50185.14,14840.62,612,4.5,2,1,Own,Home_Improvement,0
703387,55,29124.55,11143.79,636,4.4,4,2,Rent,Home_Improvement,0
703388,35,80189.53,1000.0,790,2.4,4,2,Own,Debt_Consolidation,0
703389,52,88450.88,27811.29,569,8.2,4,2,Mortgage,Debt_Consolidation,1
703390,46,23094.39,31431.12,793,12.2,2,3,Mortgage,Debt_Consolidation,1
703391,37,14000.0,12915.33,705,13.0,1,3,Own,Home_Improvement,1
703392,35,63628.14,20778.49,714,1.2,2,0,Rent,Auto,0
703393,48,44101.93,31122.72,636,4.0,1,2,Own,Debt_Consolidation,1
703394,41,35439.55,22315.67,741,6.1,3,3,Own,Other,0
703395,53,112866.64,1000.0,683,8.3,1,3,Mortgage,Home_Improvement,0
703396,21,47855.01,28522.47,570,13.0,4,2,Own,Home_Improvement,1
703397,38,33116.11,1000.0,628,5.9,3,3,Rent,Debt_Consolidation,0
703398,21,51173.37,11014.56,614,1.7,1,1,Rent,Other,0
703399,35,64758.72,31886.39,695,13.0,2,1,Mortgage,Other,0
703400,43,95733.47,7368.57,651,12.3,2,2,Own,Debt_Consolidation,0
703401,49,65251.99,1000.0,642,7.3,4,2,Own,Debt_Consolidation,0
703402,57,27745.82,14412.12,556,5.5,1,2,Own,Other,1
703403,30,46054.27,12545.53,697,1.0,2,1,Own,Debt_Consolidation,0
703404,65,102134.02,1000.0,623,5.2,1,2,Own,Debt_Consolidation,0
703405,40,16018.28,30508.63,605,0.0,4,2,Rent,Home_Improvement,1
703406,57,56721.7,15076.24,502,5.9,3,3,Rent,Debt_Consolidation,0
703407,25,86204.7,13732.61,686,6.5,0,0,Mortgage,Debt_Consolidation,0
703408,44,64348.72,15982.6,621,9.0,4,2,Mortgage,Medical,0
703409,65,52752.53,16464.7,535,12.0,1,0,Rent,Home_Improvement,0
703410,49,36619.5,29049.33,692,2.6,1,2,Mortgage,Other,0
703411,38,61769.95,13221.88,594,6.6,3,2,Rent,Home_Improvement,0
703412,51,70530.25,8960.29,714,8.1,2,3,Rent,Auto,0
703413,58,63295.61,20067.55,596,13.4,1,2,Mortgage,Home_Improvement,0
703414,53,82611.88,18209.41,769,3.2,4,1,Rent,Debt_Consolidation,0
703415,43,62881.08,22253.51,680,11.0,1,2,Mortgage,Home_Improvement,0
703416,65,89092.67,6438.85,517,11.5,3,0,Mortgage,Other,0
703417,61,61420.78,20137.93,669,6.1,1,2,Mortgage,Debt_Consolidation,0
703418,36,79937.47,21218.61,384,14.8,1,0,Mortgage,Medical,0
703419,43,50237.14,4892.52,573,2.2,2,2,Own,Debt_Consolidation,0
703420,41,100001.83,20728.21,710,9.6,4,2,Rent,Medical,0
703421,26,88303.24,15066.59,588,5.5,4,1,Mortgage,Auto,0
703422,56,74747.16,29868.29,666,7.5,2,1,Mortgage,Debt_Consolidation,0
703423,28,34317.84,32474.28,720,9.3,4,0,Mortgage,Auto,1
703424,30,62697.72,18712.01,697,17.3,3,1,Mortgage,Debt_Consolidation,0
703425,51,14000.0,3863.36,759,0.0,3,1,Mortgage,Auto,0
703426,25,49408.3,14991.95,571,15.5,2,1,Rent,Other,1
703427,53,62100.67,6355.33,630,1.4,0,3,Rent,Debt_Consolidation,0
703428,61,37302.3,7058.02,674,0.0,2,2,Rent,Medical,0
703429,49,62013.7,28129.86,700,8.9,3,3,Rent,Auto,0
703430,21,74198.25,21018.39,541,6.6,4,1,Rent,Other,0
703431,50,101756.91,12186.5,528,11.5,2,3,Mortgage,Medical,0
703432,61,58631.46,4493.85,506,4.8,4,0,Mortgage,Medical,0
703433,62,20528.48,17350.99,620,9.3,3,2,Rent,Home_Improvement,1
703434,62,14000.0,28969.34,687,0.0,3,2,Mortgage,Debt_Consolidation,1
703435,22,54302.72,21300.9,617,3.7,4,0,Mortgage,Other,0
703436,28,79932.95,17629.18,643,1.1,3,1,Mortgage,Other,0
703437,47,85297.72,17857.77,718,0.0,3,0,Rent,Home_Improvement,0
703438,54,60681.48,29189.12,495,6.0,1,1,Mortgage,Medical,0
703439,46,42410.06,24197.97,590,17.8,2,3,Mortgage,Home_Improvement,1
703440,33,41374.01,17304.85,505,4.5,3,3,Mortgage,Home_Improvement,1
703441,29,54950.03,1000.0,737,11.4,1,0,Rent,Medical,0
703442,33,60537.8,22663.76,660,5.4,2,1,Rent,Home_Improvement,0
703443,58,72740.41,17551.71,755,12.9,2,0,Mortgage,Home_Improvement,0
703444,65,61257.56,15262.37,448,1.4,1,3,Mortgage,Other,0
703445,57,106688.51,27199.75,513,13.3,0,3,Mortgage,Debt_Consolidation,0
703446,60,62166.83,7669.15,579,7.7,0,2,Mortgage,Auto,0
703447,47,70292.03,18785.12,659,0.8,3,3,Rent,Home_Improvement,0
703448,55,83568.95,17010.82,663,1.4,0,0,Rent,Home_Improvement,0
703449,60,81240.59,1035.3,695,11.5,1,3,Own,Home_Improvement,0
703450,40,42897.39,13594.54,689,8.6,2,1,Mortgage,Debt_Consolidation,1
703451,53,19450.72,16996.99,540,0.7,2,3,Rent,Medical,1
703452,65,27137.81,26784.94,569,0.0,3,2,Mortgage,Debt_Consolidation,1
703453,21,67386.61,21204.32,572,3.4,0,3,Own,Debt_Consolidation,1
703454,46,72774.32,15546.56,750,1.2,4,0,Mortgage,Auto,0
703455,23,66790.07,23406.09,735,7.1,1,0,Mortgage,Other,0
703456,65,77568.91,1000.0,697,18.1,0,0,Rent,Debt_Consolidation,0
703457,41,89755.21,11411.24,626,9.2,1,0,Rent,Home_Improvement,0
703458,53,40078.89,7848.59,670,2.9,4,0,Own,Debt_Consolidation,0
703459,62,120141.78,20891.81,665,9.3,4,0,Rent,Home_Improvement,0
703460,23,122678.12,33352.96,842,4.3,3,1,Rent,Home_Improvement,0
703461,47,77014.96,23054.36,713,3.1,1,1,Mortgage,Other,0
703462,56,54482.11,25700.4,580,8.9,3,3,Mortgage,Auto,0
703463,60,64825.79,24128.82,610,0.0,3,0,Rent,Home_Improvement,0
703464,58,24873.19,32142.94,471,3.6,1,0,Own,Home_Improvement,1
703465,64,59333.79,4458.97,747,21.2,3,2,Mortgage,Debt_Consolidation,0
703466,60,39099.1,20662.75,553,2.1,4,0,Rent,Debt_Consolidation,1
703467,43,56423.24,7196.75,663,7.8,2,1,Rent,Medical,0
703468,48,51029.82,10879.59,527,10.2,1,0,Mortgage,Home_Improvement,0
703469,31,108428.52,23011.73,686,2.8,1,3,Rent,Home_Improvement,0
703470,22,38048.85,24382.64,683,4.0,2,0,Rent,Debt_Consolidation,0
703471,25,66219.29,14757.26,643,15.9,0,0,Own,Debt_Consolidation,0
703472,60,49005.74,26934.54,588,7.2,3,0,Rent,Medical,1
